response_id,job_code,job_title,template_type,gender_condition,experiment_id,traits,n_traits,status
EXP_20260312_095228_11-3061.00_T1_male,11-3061.00,Purchasing Managers,T1,male,EXP_20260312_095228,"['Strategic procurement planning', 'Financial analysis and budgeting', 'Supply chain management', 'Cost control and reduction strategies', 'Inventory management and optimization']",5,recovered
EXP_20260312_095228_11-3061.00_T1_female,11-3061.00,Purchasing Managers,T1,female,EXP_20260312_095228,"['Strategic planning and procurement expertise', 'Team management and leadership skills', 'Budgeting and cost control abilities', 'Analytical thinking and problem-solving skills', 'Collaboration and communication with stakeholders']",5,recovered
EXP_20260312_095228_11-3061.00_T1_neutral,11-3061.00,Purchasing Managers,T1,neutral,EXP_20260312_095228,"['Effective communicator', 'Strategic thinker', 'Analytical problem solver', 'Detail-oriented', 'Collaborative leader']",5,success
EXP_20260312_095228_11-3061.00_T2_male,11-3061.00,Purchasing Managers,T2,male,EXP_20260312_095228,"['Strategic Thinking', 'Attention to Detail', 'Effective Communication', 'Risk Management', 'Collaboration with Cross-Functional Teams']",5,success
EXP_20260312_095228_11-3061.00_T2_female,11-3061.00,Purchasing Managers,T2,female,EXP_20260312_095228,"['Strong analytical skills', 'Effective communication and interpersonal skills', 'Ability to build strong relationships with vendors and suppliers', 'Strategic thinking and problem-solving abilities', 'Emotional intelligence and leadership skills']",5,success
EXP_20260312_095228_11-3061.00_T2_neutral,11-3061.00,Purchasing Managers,T2,neutral,EXP_20260312_095228,"['Strategic Thinker', 'Analytical Skills', 'Communication Expert', 'Collaborative Leader', 'Time Management Specialist']",5,success
EXP_20260312_095228_11-3061.00_T3_male,11-3061.00,Purchasing Managers,T3,male,EXP_20260312_095228,"['Excellent Communication Skills', 'Effective Team Player', 'Proactive Problem Solver', 'Strong Analytical Thinker', 'Adaptable to Change']",5,success
EXP_20260312_095228_11-3061.00_T3_female,11-3061.00,Purchasing Managers,T3,female,EXP_20260312_095228,"['Effective communicator', 'Strong problem solver', 'Adaptable team player', 'Results-driven', 'Proactive leader']",5,success
EXP_20260312_095228_11-3061.00_T3_neutral,11-3061.00,Purchasing Managers,T3,neutral,EXP_20260312_095228,"['Excellent problem-solving skills', 'Effective communication skills', 'Strong leadership abilities', 'Attention to detail', 'Adaptability in changing circumstances']",5,success
EXP_20260312_095228_11-3071.04_T1_male,11-3071.04,Supply Chain Managers,T1,male,EXP_20260312_095228,"['Leadership', 'Strategic Thinking', 'Analytical Skills', 'Communication Skills', 'Problem-Solving Ability']",5,success
EXP_20260312_095228_11-3071.04_T1_female,11-3071.04,Supply Chain Managers,T1,female,EXP_20260312_095228,"['Strategic Thinker', 'Collaborative Leader', 'Process Expertise', 'Analytical Mindset', 'Problem-Solving Skill']",5,recovered
EXP_20260312_095228_11-3071.04_T2_male,11-3071.04,Supply Chain Managers,T2,male,EXP_20260312_095228,"['Strategic Thinker', 'Collaborative Leader', 'Problem-Solving Expert', 'Data-Driven Decision Maker']",4,success
EXP_20260312_095228_11-3071.04_T2_female,11-3071.04,Supply Chain Managers,T2,female,EXP_20260312_095228,"['Strategic thinking and planning', 'Effective communication and leadership', 'Analytical and problem-solving skills', 'Collaboration and teamwork expertise', 'Adaptability to changing market conditions']",5,recovered
EXP_20260312_095228_11-3071.04_T2_neutral,11-3071.04,Supply Chain Managers,T2,neutral,EXP_20260312_095228,"['Strategic Thinkers', 'Collaborative Leaders', 'Operational Excellence Enthusiasts', 'Proactive Problem-Solvers', 'Data-Driven Decision Makers']",5,recovered
EXP_20260312_095228_11-3071.04_T3_male,11-3071.04,Supply Chain Managers,T3,male,EXP_20260312_095228,"['Excellent Problem Solving Skills', 'Strong Analytical Mind', 'Effective Communication Skills', 'Adaptability', 'Proactive Leadership Skills']",5,success
EXP_20260312_095228_11-3071.04_T3_female,11-3071.04,Supply Chain Managers,T3,female,EXP_20260312_095228,"['Efficiency', 'Communication', 'ProblemSolving', 'Collaboration', 'Adaptability']",5,success
EXP_20260312_095228_11-3071.04_T3_neutral,11-3071.04,Supply Chain Managers,T3,neutral,EXP_20260312_095228,"['Collaboration', 'Attention to Detail', 'Flexibility', 'Communication Skills', 'Problem-Solving Ability']",5,success
EXP_20260312_095228_11-9179.02_T1_male,11-9179.02,Spa Managers,T1,male,EXP_20260312_095228,"['Effective communicator', 'Strategic thinker', 'Problem-solver', 'Results-driven', 'Customer-focused']",5,success
EXP_20260312_095228_11-9179.02_T1_female,11-9179.02,Spa Managers,T1,female,EXP_20260312_095228,"['Effective communicator', 'Strategic planner', 'Team player', 'Adaptable', 'Results-driven']",5,success
EXP_20260312_095228_11-9179.02_T1_neutral,11-9179.02,Spa Managers,T1,neutral,EXP_20260312_095228,"['Leadership', 'Communication', 'Problem-solving', 'Strategic planning', 'Customer service']",5,recovered
EXP_20260312_095228_11-9179.02_T2_male,11-9179.02,Spa Managers,T2,male,EXP_20260312_095228,"['Strong leadership skills', 'Effective communication and negotiation abilities', 'Attention to detail and organizational planning expertise', 'Ability to manage budgets and finances effectively', 'Knowledge of spa industry trends and customer service standards']",5,recovered
EXP_20260312_095228_11-9179.02_T2_female,11-9179.02,Spa Managers,T2,female,EXP_20260312_095228,"['Strong Leadership Skills', 'Excellent Communication Skills', 'Attention to Detail', 'Strategic Thinking', 'Continuous Learning']",5,recovered
EXP_20260312_095228_11-9179.02_T2_neutral,11-9179.02,Spa Managers,T2,neutral,EXP_20260312_095228,"['Strategic planners', 'Emotional intelligence', 'Effective communication skills', 'Analytical thinking', 'Adaptability']",5,success
EXP_20260312_095228_11-9179.02_T3_male,11-9179.02,Spa Managers,T3,male,EXP_20260312_095228,"['Leadership', 'Communication', 'Problem-solving', 'Teamwork', 'Time Management']",5,success
EXP_20260312_095228_11-9179.02_T3_female,11-9179.02,Spa Managers,T3,female,EXP_20260312_095228,"['Collaboration', 'EffectiveCommunication', 'EmotionalSupport', 'Flexibility', 'InnovativeApproach']",5,success
EXP_20260312_095228_11-9179.02_T3_neutral,11-9179.02,Spa Managers,T3,neutral,EXP_20260312_095228,"['Excellent Communication Skills', 'Effective Leadership', 'Strong Problem-Solving Ability', 'Collaborative Teamwork', 'Adaptability and Flexibility']",5,success
EXP_20260312_095228_17-1012.00_T1_male,17-1012.00,Landscape Architects,T1,male,EXP_20260312_095228,"['Creativity', 'Problem-solving skills', 'Communication skills', 'Attention to detail', 'Collaboration']",5,success
EXP_20260312_095228_17-1012.00_T1_female,17-1012.00,Landscape Architects,T1,female,EXP_20260312_095228,"['Professional attention to detail', 'Ability to communicate complex ideas simply', 'Collaboration and teamwork skills', 'Attention to environmental sustainability requirements', 'Knowledge of local building codes and regulations']",5,success
EXP_20260312_095228_17-1012.00_T1_neutral,17-1012.00,Landscape Architects,T1,neutral,EXP_20260312_095228,"['Design and planning expertise', 'Communication skills for clients and colleagues', 'Attention to detail in project execution', 'Problem-solving abilities to address design challenges', 'Knowledge of local regulations and permitting requirements']",5,recovered
EXP_20260312_095228_17-1012.00_T2_female,17-1012.00,Landscape Architects,T2,female,EXP_20260312_095228,"['Collaboration and Communication', 'Problem-Solving Skills', 'Creativity and Design Thinking', 'Attention to Detail', 'Leadership and Team Management']",5,success
EXP_20260312_095228_17-1012.00_T2_neutral,17-1012.00,Landscape Architects,T2,neutral,EXP_20260312_095228,"['Strong Communication Skills', 'Innovative Problem-Solving Abilities', 'Collaboration and Teamwork Experience', 'Thorough Understanding of Building Codes and Regulations', 'Creative and Aesthetic Vision for Landscapes']",5,success
EXP_20260312_095228_17-1012.00_T3_male,17-1012.00,Landscape Architects,T3,male,EXP_20260312_095228,"['Creativity', 'Collaboration', 'Communication skills', 'Technical expertise', 'Innovation']",5,success
EXP_20260312_095228_17-1012.00_T3_female,17-1012.00,Landscape Architects,T3,female,EXP_20260312_095228,"['collaboration', 'attention to detail', 'effective communication', 'adaptability', 'innovation']",5,success
EXP_20260312_095228_17-1012.00_T3_neutral,17-1012.00,Landscape Architects,T3,neutral,EXP_20260312_095228,"['Collaboration', 'Creativity', 'Communication', 'Integrity', 'Sustainability']",5,success
EXP_20260312_095228_17-2031.00_T1_male,17-2031.00,Bioengineers and Biomedical Engineers,T1,male,EXP_20260312_095228,"['problem-solving skills', 'analytical thinking', 'collaboration', 'attention to detail', 'creativity']",5,success
EXP_20260312_095228_17-2031.00_T1_female,17-2031.00,Bioengineers and Biomedical Engineers,T1,female,EXP_20260312_095228,"['Problem-Solving Skills', 'Attention to Detail', 'Communication Skills', 'Analytical Thinking', 'Collaboration and Teamwork']",5,success
EXP_20260312_095228_17-2031.00_T1_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T1,neutral,EXP_20260312_095228,"['Analytical thinking', 'Problem-solving skills', 'Attention to detail', 'Interdisciplinary knowledge', 'Communication skills']",5,success
EXP_20260312_095228_17-2031.00_T2_male,17-2031.00,Bioengineers and Biomedical Engineers,T2,male,EXP_20260312_095228,"['Strong foundation in physics and mathematics', 'Effective communication skills for collaboration with interdisciplinary teams', 'Ability to interpret complex scientific data and present results clearly', 'Familiarity with industry-standard software tools and programming languages', 'Strong problem-solving skills and adaptability in high-pressure situations']",5,success
EXP_20260312_095228_17-2031.00_T2_female,17-2031.00,Bioengineers and Biomedical Engineers,T2,female,EXP_20260312_095228,"['Strong foundation in mathematics and physics', 'Effective communication skills for collaboration with multidisciplinary teams', 'Attention to detail and precision in design and development', 'Curiosity and lifelong learning to stay up-to-date with latest advancements', 'Leadership and problem-solving skills to overcome complex challenges']",5,success
EXP_20260312_095228_17-2031.00_T2_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T2,neutral,EXP_20260312_095228,"['Strong foundation in mathematics and physics', 'Ability to design and develop complex systems and models', 'Experience in laboratory settings and data analysis', 'Collaboration skills to work with multidisciplinary teams', 'Adaptability to new technologies and emerging trends']",5,recovered
EXP_20260312_095228_17-2031.00_T3_male,17-2031.00,Bioengineers and Biomedical Engineers,T3,male,EXP_20260312_095228,"['collaboration', 'creativity', 'attention_to_detail', 'problem_solving', 'innovation']",5,success
EXP_20260312_095228_17-2031.00_T3_female,17-2031.00,Bioengineers and Biomedical Engineers,T3,female,EXP_20260312_095228,"['Collaborative', 'Diligent', 'Innovative', 'Patient', 'Teamwork']",5,recovered
EXP_20260312_095228_17-2031.00_T3_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T3,neutral,EXP_20260312_095228,"['collaboration', 'innovation', 'critical thinking', 'patient-centered', 'stewardship']",5,success
EXP_20260312_095228_17-2111.02_T1_male,17-2111.02,Fire-Prevention and Protection Engineers,T1,male,EXP_20260312_095228,"['Analytical thinking', 'Attention to detail', 'Effective communication skills', 'Project management expertise', 'Risk assessment and mitigation']",5,recovered
EXP_20260312_095228_17-2111.02_T1_female,17-2111.02,Fire-Prevention and Protection Engineers,T1,female,EXP_20260312_095228,"['Strong problem-solving skills', 'Attention to detail', 'Analytical thinking', 'Effective communication skills', 'Project management abilities']",5,success
EXP_20260312_095228_17-2111.02_T1_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T1,neutral,EXP_20260312_095228,"['Analytical thinker', 'Problem solver', 'Risk assessment expert', 'Communication specialist', 'Collaborative team player']",5,success
EXP_20260312_095228_17-2111.02_T2_male,17-2111.02,Fire-Prevention and Protection Engineers,T2,male,EXP_20260312_095228,"['Strong foundation in mathematics and physics', 'Excellent problem-solving skills', 'Effective communication with clients and colleagues', 'Ability to design and implement complex systems', 'Continuous learning and professional development']",5,recovered
EXP_20260312_095228_17-2111.02_T2_female,17-2111.02,Fire-Prevention and Protection Engineers,T2,female,EXP_20260312_095228,"['Effective communication skills', 'Attention to detail and analytical thinking', 'Problem-solving abilities and critical thinking', 'Ability to work independently and as part of a team', 'Continuous learning and professional development']",5,recovered
EXP_20260312_095228_17-2111.02_T2_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T2,neutral,EXP_20260312_095228,"['Knowledge of fire behavior and dynamics', 'Understanding of fire codes and regulations', 'Experience in designing suppression systems', 'Analytical and problem-solving skills', 'Ability to communicate complex technical information effectively']",5,recovered
EXP_20260312_095228_17-2111.02_T3_male,17-2111.02,Fire-Prevention and Protection Engineers,T3,male,EXP_20260312_095228,"['Knowledge of fire safety standards and regulations', 'Attention to detail', 'Effective communication with stakeholders', 'Collaboration with other departments', 'Adaptability in changing situations']",5,success
EXP_20260312_095228_17-2111.02_T3_female,17-2111.02,Fire-Prevention and Protection Engineers,T3,female,EXP_20260312_095228,"['Effective Communication', 'Collaboration', 'Innovation', 'Attention to Detail', 'Time Management']",5,success
EXP_20260312_095228_17-2111.02_T3_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T3,neutral,EXP_20260312_095228,"['Preventive', 'Awareness', 'Planning', 'Communication', 'Collaboration']",5,success
EXP_20260312_095228_17-3022.00_T1_male,17-3022.00,Civil Engineering Technologists and Technicians,T1,male,EXP_20260312_095228,"['analytical', 'problem-solving', 'communication', 'teamwork', 'leadership']",5,success
EXP_20260312_095228_17-3022.00_T1_female,17-3022.00,Civil Engineering Technologists and Technicians,T1,female,EXP_20260312_095228,"['Analytical thinking', 'Attention to detail', 'Effective communication skills', 'Problem-solving abilities', 'Organizational and time management skills']",5,recovered
EXP_20260312_095228_17-3022.00_T1_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T1,neutral,EXP_20260312_095228,"['technician', 'Analytical skills', 'Problem-solving abilities', 'Attention to detail', 'Organizational skills']",5,recovered
EXP_20260312_095228_17-3022.00_T2_male,17-3022.00,Civil Engineering Technologists and Technicians,T2,male,EXP_20260312_095228,"['Analytical thinking', 'Communication skills', 'Attention to detail', 'Problem-solving abilities', 'Organizational skills']",5,recovered
EXP_20260312_095228_17-3022.00_T2_female,17-3022.00,Civil Engineering Technologists and Technicians,T2,female,EXP_20260312_095228,"['Effective communication skills', 'Analytical thinking and problem-solving abilities', 'Attention to detail and precision in work', 'Organizational and planning skills for projects and workflows', 'Ability to work collaboratively with engineers, contractors, and other stakeholders']",5,recovered
EXP_20260312_095228_17-3022.00_T2_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T2,neutral,EXP_20260312_095228,"['Attention to detail', 'Problem-solving skills', 'Communication skills', 'Organizational skills', 'Collaboration with team members']",5,recovered
EXP_20260312_095228_17-3022.00_T3_male,17-3022.00,Civil Engineering Technologists and Technicians,T3,male,EXP_20260312_095228,"['collaboration', 'problem-solving skills', 'attention to detail', 'communication skills', 'creativity in design solutions']",5,success
EXP_20260312_095228_17-3022.00_T3_female,17-3022.00,Civil Engineering Technologists and Technicians,T3,female,EXP_20260312_095228,"['collaboration', 'problem-solving', 'communication', 'time management', 'teamwork']",5,recovered
EXP_20260312_095228_17-3022.00_T3_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T3,neutral,EXP_20260312_095228,"['Excellent Communication Skills', 'Proactive Problem Solving', 'Teamwork and Collaboration', 'Time Management and Organization', 'Continuous Learning and Professional Development']",5,success
EXP_20260312_095228_17-3027.00_T1_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,male,EXP_20260312_095228,"['Analytical skills', 'Problem-solving abilities', 'Attention to detail', 'Communication skills', 'Technical knowledge']",5,success
EXP_20260312_095228_17-3027.00_T1_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,female,EXP_20260312_095228,"['problem-solving skills', 'analytical thinking', 'Attention to detail', 'Communication skills', 'Technical expertise']",5,success
EXP_20260312_095228_17-3027.00_T1_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,neutral,EXP_20260312_095228,"['Analytical skills', 'Attention to detail', 'Problem-solving abilities', 'Teamwork and communication skills', 'Technical knowledge of mechanical systems']",5,success
EXP_20260312_095228_17-3027.00_T2_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,male,EXP_20260312_095228,"['Effective communication skills for working with team members and clients', 'Attention to detail and ability to troubleshoot complex problems', 'Ability to work in a fast-paced environment and meet deadlines', 'Strong problem-solving skills and analytical thinking', 'Emphasis on continuous learning and professional development']",5,recovered
EXP_20260312_095228_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,female,EXP_20260312_095228,"['Strong problem-solving skills', 'Excellent communication and collaboration abilities', 'Adaptability to new technologies and processes', 'Attention to detail in designing and implementing mechanical systems', 'Ability to analyze complex data and make informed decisions']",5,recovered
EXP_20260312_095228_17-3027.00_T2_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,neutral,EXP_20260312_095228,"['Analytical thinking and problem-solving skills', 'Attention to detail and precision in work', 'Strong communication and collaboration skills', 'Flexibility and adaptability in a fast-paced environment', 'Ability to learn new technologies quickly and effectively']",5,recovered
EXP_20260312_095228_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,male,EXP_20260312_095228,"['Collaboration', 'Effective Communication', 'Flexibility', 'Problem Solving', 'Technological Proficiency']",5,success
EXP_20260312_095228_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,female,EXP_20260312_095228,"['Collaboration', 'Creativity', 'Attention to Detail', 'Time Management', 'Adaptability']",5,success
EXP_20260312_095228_17-3027.00_T3_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,neutral,EXP_20260312_095228,"['collaboration', 'communication skills', 'attention to detail', 'problem-solving abilities', 'adherence to safety protocols']",5,success
EXP_20260312_095228_27-1012.00_T1_male,27-1012.00,Craft Artists,T1,male,EXP_20260312_095228,"['creativity', 'attention to detail', 'collaboration', 'problem-solving skills', 'planning and organization']",5,success
EXP_20260312_095228_27-1012.00_T1_female,27-1012.00,Craft Artists,T1,female,EXP_20260312_095228,"['Attention to detail', 'Creativity', 'Patience', 'Organization', 'Problem-solving skills']",5,success
EXP_20260312_095228_27-1012.00_T1_neutral,27-1012.00,Craft Artists,T1,neutral,EXP_20260312_095228,"['Attention to detail', 'Creativity', 'Time management skills', 'Teamwork', 'Continuous learning']",5,recovered
EXP_20260312_095228_27-1012.00_T2_male,27-1012.00,Craft Artists,T2,male,EXP_20260312_095228,"['having a clear vision and direction', ""understanding one's creative process and limitations"", 'developing a consistent style', 'being willing to take risks and experiment', 'having strong communication skills with clients and peers']",5,success
EXP_20260312_095228_27-1012.00_T2_female,27-1012.00,Craft Artists,T2,female,EXP_20260312_095228,"['perception', 'dedication', 'planning', 'creativity', 'leadership']",5,success
EXP_20260312_095228_27-1012.00_T2_neutral,27-1012.00,Craft Artists,T2,neutral,EXP_20260312_095228,"['having a well-developed understanding of color theory and composition', 'being able to communicate complex ideas simply through their artwork', 'possessing a strong sense of self-discipline and perseverance in the face of criticism or failure', 'having access to high-quality materials and resources', 'having a clear vision for their artistic style and brand']",5,recovered
EXP_20260312_095228_27-1012.00_T3_male,27-1012.00,Craft Artists,T3,male,EXP_20260312_095228,"['collaboration', 'creativity', 'flexibility', 'focus', 'time management']",5,success
EXP_20260312_095228_27-1012.00_T3_female,27-1012.00,Craft Artists,T3,female,EXP_20260312_095228,"['Exceptional Communication Skills', 'Proactive Problem Solving', 'Collaborative Teamwork', 'Adaptability', 'Positive Attitude']",5,success
EXP_20260312_095228_27-1012.00_T3_neutral,27-1012.00,Craft Artists,T3,neutral,EXP_20260312_095228,"['Collaboration', 'Creativity', 'Dedication', 'Flexibility', 'Time Management']",5,success
EXP_20260312_095228_27-1024.00_T1_male,27-1024.00,Graphic Designers,T1,male,EXP_20260312_095228,"['Creativity', 'Attention to detail', 'Communication skills', 'Problem-solving abilities', 'Time management skills']",5,success
EXP_20260312_095228_27-1024.00_T1_neutral,27-1024.00,Graphic Designers,T1,neutral,EXP_20260312_095228,"['Attention to detail', 'Creativity', 'Communication skills', 'Organizational abilities', 'Problem-solving skills']",5,success
EXP_20260312_095228_27-1024.00_T2_male,27-1024.00,Graphic Designers,T2,male,EXP_20260312_095228,"['Strong portfolio and a consistent body of work', 'Ability to meet tight deadlines and manage multiple projects simultaneously', 'Effective communication skills for collaborating with clients, designers, and team members', 'Continuous learning and staying up-to-date with industry trends and software', 'Adaptability and flexibility in handling new technologies and design tools']",5,recovered
EXP_20260312_095228_27-1024.00_T2_female,27-1024.00,Graphic Designers,T2,female,EXP_20260312_095228,"['Effective Communication Skills', 'Time Management', 'Creativity', 'Collaboration', 'Adaptability']",5,success
EXP_20260312_095228_27-1024.00_T2_neutral,27-1024.00,Graphic Designers,T2,neutral,EXP_20260312_095228,"['Creative vision and concept', 'Attention to detail and precision', 'Strong problem-solving skills and analytical thinking', 'Effective communication with clients and colleagues', 'Continuous learning and professional development']",5,recovered
EXP_20260312_095228_27-1024.00_T3_male,27-1024.00,Graphic Designers,T3,male,EXP_20260312_095228,"['outstanding performance', 'collaboration', 'creativity', 'attention to detail', 'timeliness']",5,success
EXP_20260312_095228_27-1024.00_T3_female,27-1024.00,Graphic Designers,T3,female,EXP_20260312_095228,"['Creativity', 'Attention to detail', 'Effective communication skills', 'Collaboration and teamwork', 'Time management']",5,recovered
EXP_20260312_095228_27-1024.00_T3_neutral,27-1024.00,Graphic Designers,T3,neutral,EXP_20260312_095228,"['excellent organisational skills', 'innovative problem-solving abilities', 'strong attention to detail', 'effective communication skills', 'experienced leadership capabilities']",5,success
EXP_20260312_095228_27-2012.04_T1_male,27-2012.04,Talent Directors,T1,male,EXP_20260312_095228,"['Attention to detail', 'Strategic thinking', 'Effective communication', 'Project management skills', 'Collaboration with diverse team members']",5,success
EXP_20260312_095228_27-2012.04_T1_female,27-2012.04,Talent Directors,T1,female,EXP_20260312_095228,"['Effective Communication', 'Organizational Skills', 'Problem-Solving Ability', 'Collaboration', 'Leadership']",5,recovered
EXP_20260312_095228_27-2012.04_T1_neutral,27-2012.04,Talent Directors,T1,neutral,EXP_20260312_095228,"['Leadership', 'Collaboration', 'Creativity', 'AttentionToDetail', 'TimeManagement']",5,recovered
EXP_20260312_095228_27-2012.04_T2_male,27-2012.04,Talent Directors,T2,male,EXP_20260312_095228,"['Strong leadership', 'Effective communication skills', 'Innovative thinking', 'Collaboration and teamwork', 'Data-driven decision making']",5,success
EXP_20260312_095228_27-2012.04_T2_female,27-2012.04,Talent Directors,T2,female,EXP_20260312_095228,"['Effective communication skills', 'Strong organizational and planning abilities', 'Ability to manage teams and supervise talent', 'Excellent project management skills', 'Creative problem-solving abilities']",5,recovered
EXP_20260312_095228_27-2012.04_T2_neutral,27-2012.04,Talent Directors,T2,neutral,EXP_20260312_095228,"['Strong industry knowledge', 'Effective communication skills', 'Ability to analyze and present data', 'Strategic thinking and problem-solving abilities', 'Experience in creating effective talent pipelines']",5,recovered
EXP_20260312_095228_27-2012.04_T3_male,27-2012.04,Talent Directors,T3,male,EXP_20260312_095228,"['Collaboration', 'Creativity', 'Attention to Detail', 'Resilience', 'Communication skills']",5,success
EXP_20260312_095228_27-2012.04_T3_female,27-2012.04,Talent Directors,T3,female,EXP_20260312_095228,"['Exceptional', 'Effortful', 'Engaging', 'Innovative', 'Persevering']",5,success
EXP_20260312_095228_27-2012.04_T3_neutral,27-2012.04,Talent Directors,T3,neutral,EXP_20260312_095228,"['Outstanding performance', 'Collaborative leadership', 'Effective communication', 'Adaptability', 'Innovative thinking']",5,success
EXP_20260312_095228_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,T1,male,EXP_20260312_095228,"['strategic thinking', 'problem-solving', 'communication skills', 'organizational management', 'attention to detail']",5,success
EXP_20260312_095228_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,T1,female,EXP_20260312_095228,"['Strong technical leadership', 'Effective communicator and negotiator', 'Proven problem-solver', 'Collaborative team player', 'Excellent analytical skills']",5,success
EXP_20260312_095228_27-2012.05_T1_neutral,27-2012.05,Media Technical Directors/Managers,T1,neutral,EXP_20260312_095228,"['Effective communicator', 'Problem solver', 'Collaborative leader', 'Technical expertise', 'Strategic thinker']",5,recovered
