response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260312_095228_27-1024.00_T3_female,27-1024.00,Graphic Designers,female,T3,0.736,0.5869,0.8889,0.1491,0.519,18,16
EXP_20260312_095228_27-2012.04_T1_male,27-2012.04,Talent Directors,male,T1,0.5995,0.7088,0.9697,0.1093,0.5395,33,32
EXP_20260312_095228_27-2012.04_T1_female,27-2012.04,Talent Directors,female,T1,0.6028,0.7088,0.9394,0.106,0.5227,33,31
EXP_20260312_095228_27-2012.04_T2_male,27-2012.04,Talent Directors,male,T2,0.5813,0.4592,0.9091,0.1221,0.5156,33,30
EXP_20260312_095228_27-2012.04_T2_female,27-2012.04,Talent Directors,female,T2,0.4629,0.4592,1.0,0.0036,0.5018,33,33
EXP_20260312_095228_27-2012.04_T3_male,27-2012.04,Talent Directors,male,T3,0.6338,0.6265,0.9394,0.0072,0.4733,33,31
EXP_20260312_095228_27-2012.04_T3_female,27-2012.04,Talent Directors,female,T3,0.5533,0.6265,0.9394,0.0732,0.5063,33,31
EXP_20260312_095228_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,male,T1,0.6723,0.5372,0.9722,0.1351,0.5536,36,35
EXP_20260312_095228_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,female,T1,0.5293,0.5372,1.0,0.0079,0.504,36,36
EXP_20260312_095228_27-2012.05_T2_male,27-2012.05,Media Technical Directors/Managers,male,T2,0.5945,0.607,0.9444,0.0126,0.4785,36,34
EXP_20260312_095228_27-2012.05_T2_female,27-2012.05,Media Technical Directors/Managers,female,T2,0.4663,0.607,1.0,0.1408,0.5704,36,36
EXP_20260312_095228_27-2012.05_T3_male,27-2012.05,Media Technical Directors/Managers,male,T3,0.6147,0.7135,0.9444,0.0988,0.5216,36,34
EXP_20260312_095228_27-2012.05_T3_female,27-2012.05,Media Technical Directors/Managers,female,T3,0.4122,0.7135,0.9722,0.3013,0.6367,36,35
EXP_20260312_095228_27-2022.00_T1_male,27-2022.00,Coaches and Scouts,male,T1,0.6295,0.5244,0.9583,0.1051,0.5317,48,46
EXP_20260312_095228_27-2022.00_T1_female,27-2022.00,Coaches and Scouts,female,T1,0.4739,0.5244,0.9792,0.0505,0.5148,48,47
EXP_20260312_095228_27-2022.00_T2_male,27-2022.00,Coaches and Scouts,male,T2,0.5578,0.5501,0.9583,0.0077,0.483,48,46
EXP_20260312_095228_27-2022.00_T2_female,27-2022.00,Coaches and Scouts,female,T2,0.6443,0.5501,0.9375,0.0943,0.5159,48,45
EXP_20260312_095228_27-2022.00_T3_male,27-2022.00,Coaches and Scouts,male,T3,0.6022,0.5638,0.9583,0.0384,0.4984,48,46
EXP_20260312_095228_27-2022.00_T3_female,27-2022.00,Coaches and Scouts,female,T3,0.5184,0.5638,0.9583,0.0454,0.5018,48,46
EXP_20260312_095228_51-2022.00_T1_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T1,0.7155,0.6426,0.8333,0.0729,0.4531,6,5
EXP_20260312_095228_51-2022.00_T1_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T1,0.6156,0.6426,0.8333,0.0269,0.4301,6,5
EXP_20260312_095228_51-2022.00_T2_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T2,0.5092,0.6259,1.0,0.1167,0.5584,6,6
EXP_20260312_095228_51-2022.00_T2_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T2,0.6528,0.6259,0.8333,0.0269,0.4301,6,5
EXP_20260312_095228_51-2022.00_T3_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T3,0.6527,0.5017,0.8333,0.1509,0.4921,6,5
EXP_20260312_095228_51-2022.00_T3_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T3,0.5926,0.5017,0.8333,0.0908,0.462,6,5
EXP_20260312_095228_51-3091.00_T1_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T1,0.5484,0.8765,1.0,0.3281,0.664,11,11
EXP_20260312_095228_51-3091.00_T1_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T1,0.4796,0.8765,1.0,0.397,0.6985,11,11
EXP_20260312_095228_51-3091.00_T2_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T2,0.615,0.6487,0.9091,0.0337,0.4714,11,10
EXP_20260312_095228_51-3091.00_T2_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T2,0.4751,0.6487,1.0,0.1736,0.5868,11,11
EXP_20260312_095228_51-3091.00_T3_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T3,0.7982,0.7071,0.9091,0.0912,0.5002,11,10
EXP_20260312_095228_51-3091.00_T3_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T3,0.7095,0.7071,0.9091,0.0025,0.4558,11,10
EXP_20260312_095228_51-4122.00_T1_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T1,0.7013,0.6463,0.8889,0.0549,0.4719,9,8
EXP_20260312_095228_51-4122.00_T2_male,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",male,T2,0.695,0.5905,0.8889,0.1045,0.4967,9,8
EXP_20260312_095228_51-4122.00_T2_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T2,0.5054,0.5905,1.0,0.0851,0.5426,9,9
EXP_20260312_095228_51-4122.00_T3_male,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",male,T3,0.635,0.4966,0.8889,0.1384,0.5137,9,8
EXP_20260312_095228_51-4122.00_T3_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T3,0.6095,0.4966,0.8889,0.1129,0.5009,9,8
EXP_20260312_095228_51-9071.00_T1_male,51-9071.00,Jewelers and Precious Stone and Metal Workers,male,T1,0.6643,0.5409,0.875,0.1235,0.4992,8,7
EXP_20260312_095228_51-9071.00_T1_female,51-9071.00,Jewelers and Precious Stone and Metal Workers,female,T1,0.6437,0.5409,0.875,0.1028,0.4889,8,7
EXP_20260312_095228_51-9071.00_T2_male,51-9071.00,Jewelers and Precious Stone and Metal Workers,male,T2,0.6693,0.5978,0.875,0.0714,0.4732,8,7
EXP_20260312_095228_51-9071.00_T2_female,51-9071.00,Jewelers and Precious Stone and Metal Workers,female,T2,0.6516,0.5978,0.875,0.0537,0.4644,8,7
EXP_20260312_095228_51-9071.00_T3_male,51-9071.00,Jewelers and Precious Stone and Metal Workers,male,T3,0.6603,0.6118,0.875,0.0485,0.4618,8,7
EXP_20260312_095228_51-9071.00_T3_female,51-9071.00,Jewelers and Precious Stone and Metal Workers,female,T3,0.7178,0.6118,0.875,0.106,0.4905,8,7
EXP_20260312_095228_51-9192.00_T1_male,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",male,T1,0.7873,0.7423,0.8,0.045,0.4225,5,4
EXP_20260312_095228_51-9192.00_T1_female,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",female,T1,0.7027,0.7423,0.8,0.0396,0.4198,5,4
EXP_20260312_095228_51-9192.00_T2_male,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",male,T2,0.5347,0.5905,1.0,0.0558,0.5279,5,5
EXP_20260312_095228_51-9192.00_T2_female,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",female,T2,0.7004,0.5905,0.8,0.1099,0.455,5,4
EXP_20260312_095228_51-9192.00_T3_male,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",male,T3,0.7466,0.4452,0.8,0.3014,0.5507,5,4
EXP_20260312_095228_51-9192.00_T3_female,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",female,T3,0.4281,0.4452,1.0,0.017,0.5085,5,5
