response_id,job_code,job_title,template_type,gender_condition,experiment_id,traits,n_traits,status
EXP_20260310_154106_11-3013.00_T2_female,11-3013.00,Facilities Managers,T2,female,EXP_20260310_154106,"['Strategic Thinker', 'Collaborator', 'Problem-Solver', 'Attention to Detail', 'Communication Expert']",5,success
EXP_20260310_154106_11-3013.00_T2_neutral,11-3013.00,Facilities Managers,T2,neutral,EXP_20260310_154106,"['Attention to detail', 'Organizational skills', 'Problem-solving ability', 'Communication skills', 'Adaptability']",5,success
EXP_20260310_154106_11-3013.00_T3_male,11-3013.00,Facilities Managers,T3,male,EXP_20260310_154106,"['Leadership', 'ProblemSolving', 'Communication', 'TechnicalExpertise', 'Collaboration']",5,success
EXP_20260310_154106_11-3013.00_T3_female,11-3013.00,Facilities Managers,T3,female,EXP_20260310_154106,"['Excellent Problem-Solving Skills', 'Effective Communication', 'Adaptability', 'Attention to Detail', 'Professional Organizational Abilities']",5,recovered
EXP_20260310_154106_11-3013.00_T3_neutral,11-3013.00,Facilities Managers,T3,neutral,EXP_20260310_154106,"['Collaboration', 'Problem-solving skills', 'Attention to detail', 'Positive attitude', 'Leadership abilities']",5,success
EXP_20260310_154106_11-3061.00_T1_male,11-3061.00,Purchasing Managers,T1,male,EXP_20260310_154106,"['Strategic Purchasing Expertise', 'Data Analysis and Interpretation', 'Supply Chain Optimization', 'Risk Management and Mitigation', 'Effective Communication with Stakeholders']",5,recovered
EXP_20260310_154106_11-3061.00_T1_neutral,11-3061.00,Purchasing Managers,T1,neutral,EXP_20260310_154106,"['effective communicator', 'strategic thinker', 'results-driven manager', 'analytical problem-solver', 'organizational expert']",5,success
EXP_20260310_154106_11-3061.00_T2_male,11-3061.00,Purchasing Managers,T2,male,EXP_20260310_154106,"['Strategic planning and execution', 'Effective communication and teamwork', 'Problem-solving and analytical skills', 'Adaptability to changing market conditions', 'Leadership and management experience']",5,success
EXP_20260310_154106_11-3061.00_T2_female,11-3061.00,Purchasing Managers,T2,female,EXP_20260310_154106,"['Strategic thinking and problem-solving skills', 'Leadership and management experience', 'Excellent communication and interpersonal skills', 'Proven track record of achieving sales targets and improving efficiency', 'Strong analytical and technical knowledge of procurement and supply chain management']",5,success
EXP_20260310_154106_11-3061.00_T2_neutral,11-3061.00,Purchasing Managers,T2,neutral,EXP_20260310_154106,"['Effective Communication', 'Strategic Planning', 'Analytical Thinking', 'Team Leadership', 'Continuous Improvement']",5,success
EXP_20260310_154106_11-3061.00_T3_male,11-3061.00,Purchasing Managers,T3,male,EXP_20260310_154106,"['Effective Communication', 'Strategic Planning', 'Adaptability', 'Time Management', 'Problem Solving']",5,success
EXP_20260310_154106_11-3061.00_T3_female,11-3061.00,Purchasing Managers,T3,female,EXP_20260310_154106,"['Effective Decision Making', 'Strategic Planning', 'Collaboration', 'Time Management', 'Communication Skills']",5,success
EXP_20260310_154106_11-3061.00_T3_neutral,11-3061.00,Purchasing Managers,T3,neutral,EXP_20260310_154106,"['Collaboration', 'ResultsDriven', 'StrategicThinker', 'AnalyticalMind', 'CommunicationExpert']",5,success
EXP_20260310_154106_11-3071.04_T1_male,11-3071.04,Supply Chain Managers,T1,male,EXP_20260310_154106,"['Strategic thinking', 'Analytical skills', 'Communication expertise', 'Problem-solving abilities', 'Attention to detail']",5,recovered
EXP_20260310_154106_11-3071.04_T1_female,11-3071.04,Supply Chain Managers,T1,female,EXP_20260310_154106,"['Strategic Thinking', 'Analytical Skills', 'Communication Skills', 'Problem Solving', 'Leadership']",5,success
EXP_20260310_154106_11-3071.04_T1_neutral,11-3071.04,Supply Chain Managers,T1,neutral,EXP_20260310_154106,"['Strategic Planning', 'Risk Management', 'Supply Chain Optimization', 'Inventory Management', 'Procurement']",5,recovered
EXP_20260310_154106_11-3071.04_T2_female,11-3071.04,Supply Chain Managers,T2,female,EXP_20260310_154106,"['Effective Communication Skills', 'Strategic Thinking', 'Problem-Solving Ability', 'Emotional Intelligence', 'Collaboration and Leadership']",5,recovered
EXP_20260310_154106_11-3071.04_T2_neutral,11-3071.04,Supply Chain Managers,T2,neutral,EXP_20260310_154106,"['Strategic thinking', 'Collaboration and communication skills', 'Analytical and problem-solving abilities', 'Business acumen and financial management expertise', 'Adaptability to change and continuous learning']",5,recovered
EXP_20260310_154106_11-3071.04_T3_male,11-3071.04,Supply Chain Managers,T3,male,EXP_20260310_154106,"['Critical', 'Effective', 'Proactive', 'Analytical', 'Experienced']",5,success
EXP_20260310_154106_11-3071.04_T3_female,11-3071.04,Supply Chain Managers,T3,female,EXP_20260310_154106,"['Effective Communication', 'Strategic Thinking', 'Adaptability', 'Collaboration', 'Quality Assurance']",5,success
EXP_20260310_154106_11-3071.04_T3_neutral,11-3071.04,Supply Chain Managers,T3,neutral,EXP_20260310_154106,"['outstanding', 'dedication', 'strategic', 'innovative', 'collaborative']",5,success
EXP_20260310_154106_11-9179.02_T1_male,11-9179.02,Spa Managers,T1,male,EXP_20260310_154106,"['Effective Communication Skills', 'Ability to Manage Team', 'Attention to Detail', 'Problem-Solving Abilities', 'Leadership Experience']",5,success
EXP_20260310_154106_11-9179.02_T1_female,11-9179.02,Spa Managers,T1,female,EXP_20260310_154106,"['Strategic Thinker', 'Problem Solver', 'Communication Expert', 'Team Player', 'Adaptability']",5,recovered
EXP_20260310_154106_11-9179.02_T1_neutral,11-9179.02,Spa Managers,T1,neutral,EXP_20260310_154106,"['Effective Communication Skills', 'Problem-Solving Abilities', 'Leadership Experience', 'Customer Service Knowledge', 'Team Management Skills']",5,recovered
EXP_20260310_154106_11-9179.02_T2_male,11-9179.02,Spa Managers,T2,male,EXP_20260310_154106,"['Strong leadership skills', 'Effective communication abilities', 'Attention to detail and organizational skills', 'Strategic thinking and problem-solving capabilities', 'Ability to build strong relationships with staff and clients']",5,recovered
EXP_20260310_154106_11-9179.02_T2_female,11-9179.02,Spa Managers,T2,female,EXP_20260310_154106,"['Strong leadership and communication skills', 'Attention to detail and organizational abilities', 'Ability to manage budgets and finances effectively', 'Understanding of spa operations and customer service requirements', 'Analytical and problem-solving skills']",5,recovered
EXP_20260310_154106_11-9179.02_T2_neutral,11-9179.02,Spa Managers,T2,neutral,EXP_20260310_154106,"['Strategic Planning and Implementation', 'Team Management and Leadership', 'Communication and Interpersonal Skills', 'Problem-Solving and Adaptability', 'Financial Management and Budgeting']",5,success
EXP_20260310_154106_11-9179.02_T3_male,11-9179.02,Spa Managers,T3,male,EXP_20260310_154106,"['Exceptional Customer Service', 'Consistent Attention to Detail', 'Effective Communication Skills', 'Positive Attitude', 'Highly Organized']",5,recovered
EXP_20260310_154106_11-9179.02_T3_female,11-9179.02,Spa Managers,T3,female,EXP_20260310_154106,"['{ \\', ': [\\', ', \\', ', \\', ', \\']",5,recovered
EXP_20260310_154106_11-9179.02_T3_neutral,11-9179.02,Spa Managers,T3,neutral,EXP_20260310_154106,"['outstanding performance', 'collaboration', 'strategic thinking', 'problem-solving skills', 'communication skills']",5,success
EXP_20260310_154106_17-1012.00_T1_male,17-1012.00,Landscape Architects,T1,male,EXP_20260310_154106,"['Creative Problem-Solving Skills', 'Communication Skills', 'Collaboration Tools Proficiency', 'Attention to Detail', 'Time Management Abilities']",5,success
EXP_20260310_154106_17-1012.00_T1_female,17-1012.00,Landscape Architects,T1,female,EXP_20260310_154106,"['Creativity', 'Attention to Detail', 'Communication Skills', 'Project Management', 'Collaboration']",5,recovered
EXP_20260310_154106_17-1012.00_T1_neutral,17-1012.00,Landscape Architects,T1,neutral,EXP_20260310_154106,"['Attention to detail', 'Communication skills', 'Creativity', 'Collaboration', 'Problem-solving abilities']",5,success
EXP_20260310_154106_17-1012.00_T2_male,17-1012.00,Landscape Architects,T2,male,EXP_20260310_154106,"['Strong Communication Skills', 'Creative Problem-Solving Abilities', 'Technical Expertise in Land Use Planning and Design', 'Collaborative Teamwork and Leadership', 'Attention to Detail and Precision']",5,recovered
EXP_20260310_154106_17-1012.00_T2_female,17-1012.00,Landscape Architects,T2,female,EXP_20260310_154106,"['Attention to detail', 'Communication skills', 'Team leadership', 'Problem-solving abilities', 'Creativity']",5,success
EXP_20260310_154106_17-1012.00_T2_neutral,17-1012.00,Landscape Architects,T2,neutral,EXP_20260310_154106,"['Creativity', 'Collaboration', 'Attention to Detail', 'Communication Skills', 'Adaptability']",5,success
EXP_20260310_154106_17-1012.00_T3_male,17-1012.00,Landscape Architects,T3,male,EXP_20260310_154106,"['collaboration', 'innovative thinking', 'creativity', 'attention to detail', 'leadership skills']",5,success
EXP_20260310_154106_17-1012.00_T3_female,17-1012.00,Landscape Architects,T3,female,EXP_20260310_154106,"['collaborative', 'informed', 'passionate', 'creative', 'sustainable']",5,success
EXP_20260310_154106_17-1012.00_T3_neutral,17-1012.00,Landscape Architects,T3,neutral,EXP_20260310_154106,"['Collaboration', 'Problem-solving skills', 'Attention to detail', 'Creativity', 'Continuous learning']",5,success
EXP_20260310_154106_17-2031.00_T1_male,17-2031.00,Bioengineers and Biomedical Engineers,T1,male,EXP_20260310_154106,"['Communication skills', 'Team player', 'Analytical thinking', 'Attention to detail', 'Problem-solving abilities']",5,success
EXP_20260310_154106_17-2031.00_T1_female,17-2031.00,Bioengineers and Biomedical Engineers,T1,female,EXP_20260310_154106,"['Collaboration', 'Communication', 'Problem-solving', 'Attention to detail', 'Interdisciplinary knowledge']",5,recovered
EXP_20260310_154106_17-2031.00_T1_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T1,neutral,EXP_20260310_154106,"['Collaborative', 'Methodical', 'Analytical', 'Innovative', 'Interdisciplinary']",5,recovered
EXP_20260310_154106_17-2031.00_T2_male,17-2031.00,Bioengineers and Biomedical Engineers,T2,male,EXP_20260310_154106,"['Strong foundation in physics and mathematics', 'Excellent problem-solving skills', 'Familiarity with laboratory equipment and software', 'Good communication and teamwork skills', 'In-depth knowledge of medical terminology and concepts']",5,success
EXP_20260310_154106_17-2031.00_T2_female,17-2031.00,Bioengineers and Biomedical Engineers,T2,female,EXP_20260310_154106,"['Strong foundation in mathematics and physics', 'Excellent problem-solving skills and analytical thinking', 'Effective communication and collaboration with diverse teams', 'Familiarity with industry-standard software and tools', 'Dedicated to lifelong learning and professional development']",5,recovered
EXP_20260310_154106_17-2031.00_T2_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T2,neutral,EXP_20260310_154106,"['Critical thinking skills', 'Strong analytical and problem-solving abilities', 'Ability to communicate complex ideas effectively', 'Patience and persistence in the face of challenges', 'Collaboration and teamwork experience']",5,recovered
EXP_20260310_154106_17-2031.00_T3_male,17-2031.00,Bioengineers and Biomedical Engineers,T3,male,EXP_20260310_154106,"['collaboration', 'innovation', 'communication', 'problem-solving', 'flexibility']",5,success
EXP_20260310_154106_17-2031.00_T3_female,17-2031.00,Bioengineers and Biomedical Engineers,T3,female,EXP_20260310_154106,"['collaboration', 'innovation', 'problem-solving', 'communication skills', 'leadership skills']",5,success
EXP_20260310_154106_17-2031.00_T3_neutral,17-2031.00,Bioengineers and Biomedical Engineers,T3,neutral,EXP_20260310_154106,"['Collaboration', 'Creativity', 'Interdisciplinary thinking', 'Patience', 'Time management']",5,success
EXP_20260310_154106_17-2111.02_T1_male,17-2111.02,Fire-Prevention and Protection Engineers,T1,male,EXP_20260310_154106,"['Innovative', 'Analytical', 'Strategic', 'Technical', 'Collaborative']",5,recovered
EXP_20260310_154106_17-2111.02_T1_female,17-2111.02,Fire-Prevention and Protection Engineers,T1,female,EXP_20260310_154106,"['Analytical thinking', 'Communication skills', 'Problem-solving abilities', 'Attention to detail', 'Continuous learning']",5,recovered
EXP_20260310_154106_17-2111.02_T1_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T1,neutral,EXP_20260310_154106,"['AnalyticalThinking', 'CommunicationSkills', 'Creativity', 'OrganizationalAbility', 'TechnicalKnowledge']",5,success
EXP_20260310_154106_17-2111.02_T2_male,17-2111.02,Fire-Prevention and Protection Engineers,T2,male,EXP_20260310_154106,"['Strong foundation in physics and mathematics', 'Practical experience in design and implementation', 'Analytical thinking and problem-solving skills', 'Effective communication with stakeholders and teams', 'Continuous learning and professional development']",5,recovered
EXP_20260310_154106_17-2111.02_T2_female,17-2111.02,Fire-Prevention and Protection Engineers,T2,female,EXP_20260310_154106,"['Effective communication skills', 'Analytical problem-solving abilities', 'Collaborative teamwork mindset', 'Emphasis on safety protocols', 'Innovative thinking in complex systems']",5,success
EXP_20260310_154106_17-2111.02_T2_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T2,neutral,EXP_20260310_154106,"['Strong understanding of fire dynamics and behavior', 'Analytical thinking and problem-solving skills', 'Communication and collaboration with stakeholders', 'Attention to detail and precision in design and construction', 'Ability to stay up-to-date with new technologies and regulations']",5,recovered
EXP_20260310_154106_17-2111.02_T3_male,17-2111.02,Fire-Prevention and Protection Engineers,T3,male,EXP_20260310_154106,"['Collaboration', 'Adaptability', 'Attention to detail', 'Creativity', 'Respect for colleagues']",5,recovered
EXP_20260310_154106_17-2111.02_T3_female,17-2111.02,Fire-Prevention and Protection Engineers,T3,female,EXP_20260310_154106,"['Compliance', 'Collaboration', 'Communication', 'Creativity', 'Attention to detail']",5,success
EXP_20260310_154106_17-2111.02_T3_neutral,17-2111.02,Fire-Prevention and Protection Engineers,T3,neutral,EXP_20260310_154106,"['Efficient', 'Effective', 'Energetic', 'Experienced', 'Entrepreneurial']",5,success
EXP_20260310_154106_17-3022.00_T1_male,17-3022.00,Civil Engineering Technologists and Technicians,T1,male,EXP_20260310_154106,"['Leadership skills', 'Problem-solving abilities', 'Attention to detail', 'Collaboration with team members', 'Communication skills']",5,recovered
EXP_20260310_154106_17-3022.00_T1_female,17-3022.00,Civil Engineering Technologists and Technicians,T1,female,EXP_20260310_154106,"['Problem-solving skills', 'Attention to detail', 'Communication skills', 'Analytical thinking', 'Technical expertise']",5,recovered
EXP_20260310_154106_17-3022.00_T1_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T1,neutral,EXP_20260310_154106,"['collaborative', 'analytical', 'problem-solving', 'communication-skilled', 'technological-expertise']",5,success
EXP_20260310_154106_17-3022.00_T2_male,17-3022.00,Civil Engineering Technologists and Technicians,T2,male,EXP_20260310_154106,"['Communication skills', 'Attention to detail', 'Teamwork and collaboration', 'Analytical thinking and problem-solving abilities', 'Time management and organizational skills']",5,recovered
EXP_20260310_154106_17-3022.00_T2_female,17-3022.00,Civil Engineering Technologists and Technicians,T2,female,EXP_20260310_154106,"['Strong understanding of engineering principles and design', 'Excellent problem-solving skills and analytical thinking', 'Effective communication and collaboration with team members and stakeholders', 'Attention to detail and ability to ensure accuracy in work', 'Physical stamina and ability to perform manual labor tasks']",5,recovered
EXP_20260310_154106_17-3022.00_T2_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T2,neutral,EXP_20260310_154106,"['Effective communication skills', 'Problem-solving abilities', 'Attention to detail and organizational skills', 'Strong analytical thinking and mathematical knowledge', 'Ability to work collaboratively with multidisciplinary teams']",5,recovered
EXP_20260310_154106_17-3022.00_T3_male,17-3022.00,Civil Engineering Technologists and Technicians,T3,male,EXP_20260310_154106,"['Collaboration', 'Problem-Solving', 'Communication', 'Attention to Detail', 'Continuous Improvement']",5,success
EXP_20260310_154106_17-3022.00_T3_female,17-3022.00,Civil Engineering Technologists and Technicians,T3,female,EXP_20260310_154106,"['collaboration', 'attention to detail', 'problem-solving skills', 'time management', 'communication skills']",5,success
EXP_20260310_154106_17-3022.00_T3_neutral,17-3022.00,Civil Engineering Technologists and Technicians,T3,neutral,EXP_20260310_154106,"['Collaboration', 'Attention to detail', 'Technical expertise', 'Problem-solving skills', 'Communication skills']",5,recovered
EXP_20260310_154106_17-3027.00_T1_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,male,EXP_20260310_154106,"['Attention to detail', 'Analytical skills', 'Problem-solving abilities', 'Communication skills', 'Technical knowledge']",5,success
EXP_20260310_154106_17-3027.00_T1_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,female,EXP_20260310_154106,"['Analytical skills', 'Problem-solving abilities', 'Attention to detail', 'Effective communication skills', 'Collaboration and teamwork']",5,success
EXP_20260310_154106_17-3027.00_T1_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T1,neutral,EXP_20260310_154106,"['analytical skills', 'problem-solving abilities', 'communication skills', 'attention to detail', 'teamwork']",5,recovered
EXP_20260310_154106_17-3027.00_T2_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,male,EXP_20260310_154106,"['Effective communication skills', 'Analytical problem-solving abilities', 'Attention to detail and quality control', 'Ability to work independently and as part of a team', 'Continuous learning and professional development']",5,recovered
EXP_20260310_154106_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,female,EXP_20260310_154106,"['Effective communication skills', 'Problem-solving abilities', 'Collaboration and teamwork experience', 'Adaptability to new technologies and tools', 'Analytical thinking and critical reasoning skills']",5,recovered
EXP_20260310_154106_17-3027.00_T2_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T2,neutral,EXP_20260310_154106,"['Effective problem-solving skills', 'Strong analytical thinking and technical expertise', 'Excellent communication and collaboration skills', 'Attention to detail and precision in work', 'Continuous learning and professional development']",5,recovered
EXP_20260310_154106_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,male,EXP_20260310_154106,"['collaboration', 'communication skills', 'problem-solving abilities', 'attention to detail', 'continuously learning and improving']",5,success
EXP_20260310_154106_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,female,EXP_20260310_154106,"['Outstanding performance', 'Effective communication skills', 'Problem-solving abilities', 'Collaboration and teamwork', 'Attention to detail']",5,recovered
EXP_20260310_154106_17-3027.00_T3_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,T3,neutral,EXP_20260310_154106,"['Attention to detail', 'Effective communication skills', 'Problem-solving abilities', 'Teamwork and collaboration', 'Adaptability and flexibility']",5,success
EXP_20260310_154106_27-1012.00_T1_male,27-1012.00,Craft Artists,T1,male,EXP_20260310_154106,"['Design', 'Technical skills (e.g. Adobe Creative Suite, specific software)', 'Communication and Collaboration', 'Problem-solving and Critical Thinking', 'Organization and Time Management']",5,recovered
EXP_20260310_154106_27-1012.00_T1_female,27-1012.00,Craft Artists,T1,female,EXP_20260310_154106,"['attention to detail', 'creative problem-solving', 'strong visual communication skills', 'ability to work independently', 'flexibility in adapting to new projects']",5,success
EXP_20260310_154106_27-1012.00_T1_neutral,27-1012.00,Craft Artists,T1,neutral,EXP_20260310_154106,"['creativity', 'problem-solving skills', 'attention to detail', 'communication skills', 'teamwork']",5,recovered
EXP_20260310_154106_27-1012.00_T2_male,27-1012.00,Craft Artists,T2,male,EXP_20260310_154106,"['Creativity', 'Consistency', 'Resilience', 'Self-discipline', 'Experimentation']",5,success
EXP_20260310_154106_27-1012.00_T2_female,27-1012.00,Craft Artists,T2,female,EXP_20260310_154106,"['Self-motivation', 'Strong time management skills', 'Creativity and innovation in problem-solving', 'Effective communication with clients and colleagues', 'Continuous learning through online courses and workshops']",5,recovered
EXP_20260310_154106_27-1012.00_T2_neutral,27-1012.00,Craft Artists,T2,neutral,EXP_20260310_154106,"['Consistency and Persistence', 'Therapeutic Approach to Creative Process', 'Continuous Learning and Improvement', 'Emotional Intelligence and Resilience', 'Professional Network and Community Engagement']",5,success
EXP_20260310_154106_27-1012.00_T3_male,27-1012.00,Craft Artists,T3,male,EXP_20260310_154106,"['collaboration', 'creativity', 'empathy', 'flexibility', 'innovation']",5,success
EXP_20260310_154106_27-1012.00_T3_female,27-1012.00,Craft Artists,T3,female,EXP_20260310_154106,"['Attention to detail', 'Creativity', 'Teamwork', 'Time management', 'Initiative']",5,recovered
EXP_20260310_154106_27-1012.00_T3_neutral,27-1012.00,Craft Artists,T3,neutral,EXP_20260310_154106,"['collaboration', 'innovation', 'strategicplanning', 'creativity', 'timemanagement']",5,success
EXP_20260310_154106_27-1024.00_T1_male,27-1024.00,Graphic Designers,T1,male,EXP_20260310_154106,"['Creativity', 'Problem-solving skills', 'Attention to detail', 'Time management', 'Collaboration']",5,success
EXP_20260310_154106_27-1024.00_T1_female,27-1024.00,Graphic Designers,T1,female,EXP_20260310_154106,"['Attention to detail', 'Creativity', 'Communication skills', 'Problem-solving abilities', 'Time management skills']",5,success
EXP_20260310_154106_27-1024.00_T1_neutral,27-1024.00,Graphic Designers,T1,neutral,EXP_20260310_154106,"['Attention to detail', 'Creativity', 'Communication skills', 'Organizational abilities', 'Time management']",5,success
EXP_20260310_154106_27-1024.00_T2_male,27-1024.00,Graphic Designers,T2,male,EXP_20260310_154106,"['Strong portfolio and a strong online presence', 'Excellent communication skills for collaboration with clients and team members', 'Ability to work efficiently in fast-paced environments', 'Continuous learning and staying up-to-date with industry trends and software', 'Effective time management and prioritization skills']",5,recovered
EXP_20260310_154106_27-1024.00_T2_female,27-1024.00,Graphic Designers,T2,female,EXP_20260310_154106,"['Strong portfolio', 'Continuous learning', 'Effective communication skills', 'Problem-solving abilities', 'Attention to detail']",5,success
EXP_20260310_154106_27-1024.00_T2_neutral,27-1024.00,Graphic Designers,T2,neutral,EXP_20260310_154106,"['Strong portfolio showcasing a variety of design skills', 'Continuous learning and professional development', 'Effective time management and prioritization', 'Good communication with clients and team members', 'Adaptability to new technologies and industry trends']",5,recovered
EXP_20260310_154106_27-1024.00_T3_male,27-1024.00,Graphic Designers,T3,male,EXP_20260310_154106,"['Collaboration', 'Attention to detail', 'Creativity', 'Time management', 'Professionalism']",5,success
EXP_20260310_154106_27-1024.00_T3_female,27-1024.00,Graphic Designers,T3,female,EXP_20260310_154106,"['Outstanding performance', 'Collaborative teamwork', 'Attention to detail', 'Effective communication skills', 'Creativity in problem-solving']",5,success
EXP_20260310_154106_27-1024.00_T3_neutral,27-1024.00,Graphic Designers,T3,neutral,EXP_20260310_154106,"['Perseverance', 'Creativity', 'Attention to detail', 'Collaboration', 'Time management']",5,success
EXP_20260310_154106_27-2012.04_T1_male,27-2012.04,Talent Directors,T1,male,EXP_20260310_154106,"['effective communicator', 'strong problem-solver', 'attention to detail', 'team player', 'organizational skills']",5,success
EXP_20260310_154106_27-2012.04_T1_female,27-2012.04,Talent Directors,T1,female,EXP_20260310_154106,"['dedication', 'strong organizational skills', 'attention to detail', 'strong communication skills', 'problem-solving abilities']",5,success
EXP_20260310_154106_27-2012.04_T1_neutral,27-2012.04,Talent Directors,T1,neutral,EXP_20260310_154106,"['Strong problem-solving skills', 'Creative problem-solving experience', 'Excellent communication and interpersonal skills', 'Analytical thinking', 'Flexibility in adaptability to different project requirements']",5,success
EXP_20260310_154106_27-2012.04_T2_male,27-2012.04,Talent Directors,T2,male,EXP_20260310_154106,"['Strategic planning and leadership', 'Effective communication and interpersonal skills', 'Analytical and problem-solving abilities', 'Strong understanding of talent market trends and industry developments', 'Experience in managing teams, budgets, and timelines']",5,success
EXP_20260310_154106_27-2012.04_T2_female,27-2012.04,Talent Directors,T2,female,EXP_20260310_154106,"['Strong leadership skills', 'Excellent communication and interpersonal skills', 'Ability to attract, retain, and develop top talent', 'Proven experience in building and maintaining a positive work environment', 'Strategic thinking and problem-solving abilities']",5,success
EXP_20260310_154106_27-2012.04_T2_neutral,27-2012.04,Talent Directors,T2,neutral,EXP_20260310_154106,"['Effective communicator', 'Strategic thinker', 'Collaborative leader', 'Results-driven manager', 'Adaptability and resilience']",5,success
EXP_20260310_154106_27-2012.04_T3_male,27-2012.04,Talent Directors,T3,male,EXP_20260310_154106,"['Best Leadership', 'Excellent Communication Skills', 'Effective Time Management', 'Positive Attitude', 'Strong Problem-Solving Abilities']",5,success
EXP_20260310_154106_27-2012.04_T3_female,27-2012.04,Talent Directors,T3,female,EXP_20260310_154106,"['Teamwork', 'Creativity', 'Attention to Detail', 'Problem-Solving Skills', 'Flexibility']",5,recovered
EXP_20260310_154106_27-2012.04_T3_neutral,27-2012.04,Talent Directors,T3,neutral,EXP_20260310_154106,"['Collaboration', 'Creative Problem-Solving', 'Effective Communication', 'Flexibility', 'Talent Acquisition Experience']",5,success
EXP_20260310_154106_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,T1,male,EXP_20260310_154106,"['Effective Communication Skills', 'Project Management Acumen', 'Collaborative Team Player', 'Technological Expertise in Media Production', 'Problem-Solving Ability and Adaptability']",5,success
EXP_20260310_154106_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,T1,female,EXP_20260310_154106,"['Technical expertise in media and technical operations', 'Leadership and management experience in the media industry', 'Problem-solving skills and ability to think critically', 'Communication and interpersonal skills for collaboration with teams and stakeholders', 'Flexibility and adaptability in a fast-paced, ever-changing environment']",5,recovered
