response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260412_234714_11-3013.01_T2_male,11-3013.01,Security Managers,male,T2,0.6005,0.4579,0.8824,0.1426,0.5125,34,30
EXP_20260412_234714_11-3013.01_T2_female,11-3013.01,Security Managers,female,T2,0.6015,0.4579,0.9412,0.1436,0.5424,34,32
EXP_20260412_234714_11-3013.01_T3_male,11-3013.01,Security Managers,male,T3,0.5468,0.7125,0.9118,0.1657,0.5388,34,31
EXP_20260412_234714_11-3013.01_T3_female,11-3013.01,Security Managers,female,T3,0.6583,0.7125,0.8824,0.0541,0.4682,34,30
EXP_20260412_234714_11-3051.01_T1_male,11-3051.01,Quality Control Systems Managers,male,T1,0.6314,0.6489,0.9032,0.0175,0.4603,31,28
EXP_20260412_234714_11-3051.01_T1_female,11-3051.01,Quality Control Systems Managers,female,T1,0.7148,0.6489,0.871,0.0658,0.4684,31,27
EXP_20260412_234714_11-3051.01_T2_male,11-3051.01,Quality Control Systems Managers,male,T2,0.6577,0.5372,0.9032,0.1205,0.5119,31,28
EXP_20260412_234714_11-3051.01_T2_female,11-3051.01,Quality Control Systems Managers,female,T2,0.6217,0.5372,0.871,0.0845,0.4778,31,27
EXP_20260412_234714_11-3051.01_T3_male,11-3051.01,Quality Control Systems Managers,male,T3,0.6006,0.6085,0.9032,0.0079,0.4556,31,28
EXP_20260412_234714_11-3051.01_T3_female,11-3051.01,Quality Control Systems Managers,female,T3,0.4832,0.6085,0.9355,0.1253,0.5304,31,29
EXP_20260412_234714_11-3061.00_T1_male,11-3061.00,Purchasing Managers,male,T1,0.7087,0.7258,0.8684,0.0171,0.4427,38,33
EXP_20260412_234714_11-3061.00_T1_female,11-3061.00,Purchasing Managers,female,T1,0.6699,0.7258,0.8947,0.0559,0.4753,38,34
EXP_20260412_234714_11-3061.00_T2_male,11-3061.00,Purchasing Managers,male,T2,0.5208,0.6494,0.9474,0.1287,0.5381,38,36
EXP_20260412_234714_11-3061.00_T2_female,11-3061.00,Purchasing Managers,female,T2,0.6065,0.6494,0.8947,0.0429,0.4688,38,34
EXP_20260412_234714_11-3061.00_T3_male,11-3061.00,Purchasing Managers,male,T3,0.7488,0.5969,0.8421,0.152,0.497,38,32
EXP_20260412_234714_11-3061.00_T3_female,11-3061.00,Purchasing Managers,female,T3,0.6677,0.5969,0.8947,0.0708,0.4828,38,34
EXP_20260412_234714_11-3071.04_T1_male,11-3071.04,Supply Chain Managers,male,T1,0.6865,0.7433,0.907,0.0568,0.4819,43,39
EXP_20260412_234714_11-3071.04_T1_female,11-3071.04,Supply Chain Managers,female,T1,0.747,0.7433,0.8605,0.0037,0.4321,43,37
EXP_20260412_234714_11-3071.04_T2_male,11-3071.04,Supply Chain Managers,male,T2,0.6229,0.5924,0.9302,0.0305,0.4803,43,40
EXP_20260412_234714_11-3071.04_T2_female,11-3071.04,Supply Chain Managers,female,T2,0.6256,0.5924,0.907,0.0332,0.4701,43,39
EXP_20260412_234714_11-3071.04_T3_male,11-3071.04,Supply Chain Managers,male,T3,0.6959,0.6949,0.8837,0.001,0.4424,43,38
EXP_20260412_234714_11-3071.04_T3_female,11-3071.04,Supply Chain Managers,female,T3,0.7244,0.6949,0.8372,0.0295,0.4334,43,36
EXP_20260412_234714_11-9179.02_T1_male,11-9179.02,Spa Managers,male,T1,0.5447,0.5412,0.9744,0.0035,0.4889,39,38
EXP_20260412_234714_11-9179.02_T1_female,11-9179.02,Spa Managers,female,T1,0.6215,0.5412,0.8718,0.0804,0.4761,39,34
EXP_20260412_234714_11-9179.02_T2_male,11-9179.02,Spa Managers,male,T2,0.6127,0.5614,0.8718,0.0513,0.4616,39,34
EXP_20260412_234714_11-9179.02_T2_female,11-9179.02,Spa Managers,female,T2,0.5019,0.5614,0.9744,0.0595,0.517,39,38
EXP_20260412_234714_11-9179.02_T3_male,11-9179.02,Spa Managers,male,T3,0.5787,0.5889,0.8974,0.0103,0.4538,39,35
EXP_20260412_234714_11-9179.02_T3_female,11-9179.02,Spa Managers,female,T3,0.7456,0.5889,0.8718,0.1566,0.5142,39,34
EXP_20260412_234714_17-1012.00_T1_male,17-1012.00,Landscape Architects,male,T1,0.5795,0.4545,0.9535,0.125,0.5393,43,41
EXP_20260412_234714_17-1012.00_T1_female,17-1012.00,Landscape Architects,female,T1,0.6108,0.4545,0.9767,0.1564,0.5665,43,42
EXP_20260412_234714_17-1012.00_T2_male,17-1012.00,Landscape Architects,male,T2,0.5557,0.5023,0.9302,0.0535,0.4919,43,40
EXP_20260412_234714_17-1012.00_T2_female,17-1012.00,Landscape Architects,female,T2,0.6766,0.5023,0.9302,0.1743,0.5523,43,40
EXP_20260412_234714_17-1012.00_T3_male,17-1012.00,Landscape Architects,male,T3,0.6942,0.7262,0.907,0.032,0.4695,43,39
EXP_20260412_234714_17-1012.00_T3_female,17-1012.00,Landscape Architects,female,T3,0.7341,0.7262,0.8837,0.0079,0.4458,43,38
EXP_20260412_234714_17-2031.00_T1_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T1,0.6118,0.5225,0.9412,0.0892,0.5152,34,32
EXP_20260412_234714_17-2031.00_T1_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T1,0.5128,0.5225,0.9706,0.0098,0.4902,34,33
EXP_20260412_234714_17-2031.00_T2_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T2,0.4893,0.5363,1.0,0.0469,0.5234,34,34
EXP_20260412_234714_17-2031.00_T2_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T2,0.5088,0.5363,1.0,0.0274,0.5137,34,34
EXP_20260412_234714_17-2031.00_T3_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T3,0.736,0.6933,0.8529,0.0428,0.4478,34,29
EXP_20260412_234714_17-2031.00_T3_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T3,0.5458,0.6933,0.9706,0.1475,0.5591,34,33
EXP_20260412_234714_17-2041.00_T1_male,17-2041.00,Chemical Engineers,male,T1,0.6845,0.5673,0.8571,0.1172,0.4871,35,30
EXP_20260412_234714_17-2041.00_T1_female,17-2041.00,Chemical Engineers,female,T1,0.6802,0.5673,0.8857,0.1128,0.4993,35,31
EXP_20260412_234714_17-2041.00_T2_male,17-2041.00,Chemical Engineers,male,T2,0.4721,0.52,1.0,0.0478,0.5239,35,35
EXP_20260412_234714_17-2041.00_T2_female,17-2041.00,Chemical Engineers,female,T2,0.4866,0.52,0.9714,0.0334,0.5024,35,34
EXP_20260412_234714_17-2041.00_T3_male,17-2041.00,Chemical Engineers,male,T3,0.7525,0.4962,0.8571,0.2562,0.5566,35,30
EXP_20260412_234714_17-2041.00_T3_female,17-2041.00,Chemical Engineers,female,T3,0.6609,0.4962,0.8857,0.1647,0.5252,35,31
EXP_20260412_234714_17-2072.01_T1_male,17-2072.01,Radio Frequency Identification Device Specialists,male,T1,0.4358,0.3858,1.0,0.05,0.525,27,27
EXP_20260412_234714_17-2072.01_T1_female,17-2072.01,Radio Frequency Identification Device Specialists,female,T1,0.6374,0.3858,0.9259,0.2515,0.5887,27,25
EXP_20260412_234714_17-2072.01_T2_male,17-2072.01,Radio Frequency Identification Device Specialists,male,T2,0.6608,0.6149,0.9259,0.0459,0.4859,27,25
EXP_20260412_234714_17-2072.01_T2_female,17-2072.01,Radio Frequency Identification Device Specialists,female,T2,0.5351,0.6149,0.963,0.0798,0.5214,27,26
EXP_20260412_234714_17-2072.01_T3_male,17-2072.01,Radio Frequency Identification Device Specialists,male,T3,0.7197,0.7604,0.8519,0.0408,0.4464,27,23
EXP_20260412_234714_17-2072.01_T3_female,17-2072.01,Radio Frequency Identification Device Specialists,female,T3,0.6435,0.7604,0.8519,0.117,0.4844,27,23
EXP_20260412_234714_17-2081.00_T1_male,17-2081.00,Environmental Engineers,male,T1,0.5452,0.3867,0.9444,0.1586,0.5515,36,34
EXP_20260412_234714_17-2081.00_T1_female,17-2081.00,Environmental Engineers,female,T1,0.4617,0.3867,0.9722,0.075,0.5236,36,35
EXP_20260412_234714_17-2081.00_T2_male,17-2081.00,Environmental Engineers,male,T2,0.4843,0.4522,0.9722,0.0321,0.5021,36,35
EXP_20260412_234714_17-2081.00_T2_female,17-2081.00,Environmental Engineers,female,T2,0.4705,0.4522,1.0,0.0183,0.5091,36,36
EXP_20260412_234714_17-2081.00_T3_male,17-2081.00,Environmental Engineers,male,T3,0.7372,0.6182,0.8611,0.119,0.49,36,31
EXP_20260412_234714_17-2081.00_T3_female,17-2081.00,Environmental Engineers,female,T3,0.4738,0.6182,0.9722,0.1444,0.5583,36,35
EXP_20260412_234714_17-2111.02_T1_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T1,0.4594,0.5773,0.975,0.1179,0.5464,40,39
EXP_20260412_234714_17-2111.02_T1_female,17-2111.02,Fire-Prevention and Protection Engineers,female,T1,0.5203,0.5773,0.95,0.057,0.5035,40,38
EXP_20260412_234714_17-2111.02_T2_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T2,0.6225,0.3739,0.95,0.2487,0.5993,40,38
EXP_20260412_234714_17-2111.02_T2_female,17-2111.02,Fire-Prevention and Protection Engineers,female,T2,0.3934,0.3739,1.0,0.0196,0.5098,40,40
EXP_20260412_234714_17-2111.02_T3_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T3,0.6782,0.7373,0.9,0.0591,0.4796,40,36
EXP_20260412_234714_17-2111.02_T3_female,17-2111.02,Fire-Prevention and Protection Engineers,female,T3,0.534,0.7373,0.925,0.2033,0.5642,40,37
EXP_20260412_234714_17-3022.00_T1_male,17-3022.00,Civil Engineering Technologists and Technicians,male,T1,0.7395,0.3951,0.85,0.3445,0.5972,20,17
EXP_20260412_234714_17-3022.00_T1_female,17-3022.00,Civil Engineering Technologists and Technicians,female,T1,0.6838,0.3951,0.9,0.2888,0.5944,20,18
EXP_20260412_234714_17-3022.00_T2_male,17-3022.00,Civil Engineering Technologists and Technicians,male,T2,0.4614,0.4935,0.95,0.032,0.491,20,19
EXP_20260412_234714_17-3022.00_T2_female,17-3022.00,Civil Engineering Technologists and Technicians,female,T2,0.7237,0.4935,0.85,0.2302,0.5401,20,17
EXP_20260412_234714_17-3022.00_T3_male,17-3022.00,Civil Engineering Technologists and Technicians,male,T3,0.7413,0.7661,0.9,0.0248,0.4624,20,18
EXP_20260412_234714_17-3022.00_T3_female,17-3022.00,Civil Engineering Technologists and Technicians,female,T3,0.8054,0.7661,0.9,0.0393,0.4697,20,18
EXP_20260412_234714_17-3027.00_T1_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T1,0.6083,0.7221,0.963,0.1138,0.5384,27,26
EXP_20260412_234714_17-3027.00_T1_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T1,0.7154,0.7221,0.8519,0.0067,0.4293,27,23
EXP_20260412_234714_17-3027.00_T2_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T2,0.4493,0.5779,1.0,0.1286,0.5643,27,27
EXP_20260412_234714_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T2,0.4628,0.5779,0.963,0.1151,0.5391,27,26
EXP_20260412_234714_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T3,0.7639,0.7856,0.8519,0.0217,0.4368,27,23
EXP_20260412_234714_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T3,0.5313,0.7856,0.9259,0.2542,0.59,27,25
EXP_20260412_234714_25-1021.00_T1_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T1,0.4619,0.4617,1.0,0.0002,0.5001,39,39
EXP_20260412_234714_25-1021.00_T1_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T1,0.6278,0.4617,0.8974,0.1661,0.5317,39,35
EXP_20260412_234714_25-1021.00_T2_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T2,0.5079,0.4076,1.0,0.1003,0.5502,39,39
EXP_20260412_234714_25-1021.00_T2_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T2,0.4797,0.4076,0.9487,0.072,0.5103,39,37
EXP_20260412_234714_25-1021.00_T3_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T3,0.5171,0.4956,0.9487,0.0215,0.4851,39,37
EXP_20260412_234714_25-1021.00_T3_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T3,0.7704,0.4956,0.8718,0.2749,0.5734,39,34
EXP_20260412_234714_25-1043.00_T1_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T1,0.4448,0.4556,1.0,0.0109,0.5054,36,36
EXP_20260412_234714_25-1043.00_T1_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T1,0.4762,0.4556,0.9722,0.0205,0.4963,36,35
EXP_20260412_234714_25-1043.00_T2_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T2,0.4212,0.4562,1.0,0.035,0.5175,36,36
EXP_20260412_234714_25-1043.00_T2_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T2,0.4881,0.4562,0.9444,0.0319,0.4882,36,34
EXP_20260412_234714_25-1043.00_T3_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T3,0.4328,0.5679,1.0,0.1351,0.5675,36,36
EXP_20260412_234714_25-1043.00_T3_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T3,0.4841,0.5679,1.0,0.0838,0.5419,36,36
EXP_20260412_234714_25-1051.00_T1_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T1,0.4296,0.4605,1.0,0.0309,0.5154,37,37
EXP_20260412_234714_25-1051.00_T1_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T1,0.4436,0.4605,1.0,0.0168,0.5084,37,37
EXP_20260412_234714_25-1051.00_T2_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T2,0.453,0.4808,1.0,0.0278,0.5139,37,37
EXP_20260412_234714_25-1051.00_T2_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T2,0.4268,0.4808,1.0,0.054,0.527,37,37
EXP_20260412_234714_25-1051.00_T3_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T3,0.5026,0.6451,0.9459,0.1425,0.5442,37,35
EXP_20260412_234714_25-1051.00_T3_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T3,0.4661,0.6451,0.973,0.1791,0.576,37,36
EXP_20260412_234714_25-1063.00_T1_male,25-1063.00,"Economics Teachers, Postsecondary",male,T1,0.4867,0.426,0.9394,0.0607,0.5,33,31
EXP_20260412_234714_25-1063.00_T1_female,25-1063.00,"Economics Teachers, Postsecondary",female,T1,0.4715,0.426,0.9697,0.0455,0.5076,33,32
EXP_20260412_234714_25-1063.00_T2_male,25-1063.00,"Economics Teachers, Postsecondary",male,T2,0.4532,0.5021,0.9697,0.0489,0.5093,33,32
EXP_20260412_234714_25-1063.00_T2_female,25-1063.00,"Economics Teachers, Postsecondary",female,T2,0.4222,0.5021,1.0,0.0799,0.54,33,33
EXP_20260412_234714_25-1063.00_T3_male,25-1063.00,"Economics Teachers, Postsecondary",male,T3,0.4957,0.5116,0.9394,0.0159,0.4777,33,31
EXP_20260412_234714_25-1063.00_T3_female,25-1063.00,"Economics Teachers, Postsecondary",female,T3,0.536,0.5116,0.9091,0.0244,0.4667,33,30
EXP_20260412_234714_25-1064.00_T1_male,25-1064.00,"Geography Teachers, Postsecondary",male,T1,0.4199,0.425,1.0,0.0052,0.5026,35,35
EXP_20260412_234714_25-1064.00_T1_female,25-1064.00,"Geography Teachers, Postsecondary",female,T1,0.4595,0.425,1.0,0.0345,0.5172,35,35
EXP_20260412_234714_25-1064.00_T2_male,25-1064.00,"Geography Teachers, Postsecondary",male,T2,0.5318,0.4014,0.9143,0.1304,0.5223,35,32
EXP_20260412_234714_25-1064.00_T2_female,25-1064.00,"Geography Teachers, Postsecondary",female,T2,0.54,0.4014,0.9143,0.1386,0.5264,35,32
EXP_20260412_234714_25-1064.00_T3_male,25-1064.00,"Geography Teachers, Postsecondary",male,T3,0.494,0.723,0.9714,0.229,0.6002,35,34
EXP_20260412_234714_25-1064.00_T3_female,25-1064.00,"Geography Teachers, Postsecondary",female,T3,0.4784,0.723,1.0,0.2446,0.6223,35,35
EXP_20260412_234714_25-1066.00_T1_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T1,0.4277,0.4792,1.0,0.0515,0.5258,34,34
EXP_20260412_234714_25-1066.00_T1_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T1,0.4551,0.4792,0.9706,0.0241,0.4974,34,33
EXP_20260412_234714_25-1066.00_T2_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T2,0.4532,0.5292,1.0,0.076,0.538,34,34
EXP_20260412_234714_25-1066.00_T2_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T2,0.5323,0.5292,0.9412,0.0031,0.4722,34,32
EXP_20260412_234714_25-1066.00_T3_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T3,0.4183,0.5196,1.0,0.1012,0.5506,34,34
EXP_20260412_234714_25-1066.00_T3_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T3,0.6596,0.5196,0.8824,0.14,0.5112,34,30
EXP_20260412_234714_25-2031.00_T1_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T1,0.4508,0.4084,1.0,0.0423,0.5212,41,41
EXP_20260412_234714_25-2031.00_T1_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T1,0.4685,0.4084,0.9756,0.0601,0.5179,41,40
EXP_20260412_234714_25-2031.00_T2_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T2,0.4882,0.4464,0.9756,0.0418,0.5087,41,40
EXP_20260412_234714_25-2031.00_T2_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T2,0.5294,0.4464,0.9512,0.083,0.5171,41,39
EXP_20260412_234714_25-2031.00_T3_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T3,0.4773,0.4698,0.9512,0.0075,0.4793,41,39
EXP_20260412_234714_25-2031.00_T3_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T3,0.478,0.4698,0.9512,0.0082,0.4797,41,39
EXP_20260412_234714_25-3011.00_T1_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T1,0.6083,0.4296,0.9412,0.1787,0.56,34,32
EXP_20260412_234714_25-3011.00_T1_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T1,0.5078,0.4296,0.9706,0.0781,0.5243,34,33
EXP_20260412_234714_25-3011.00_T2_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T2,0.4929,0.448,0.9412,0.0449,0.4931,34,32
EXP_20260412_234714_25-3011.00_T2_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T2,0.5338,0.448,0.9412,0.0858,0.5135,34,32
EXP_20260412_234714_25-3011.00_T3_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T3,0.4867,0.458,1.0,0.0287,0.5143,34,34
EXP_20260412_234714_25-3011.00_T3_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T3,0.4564,0.458,1.0,0.0016,0.5008,34,34
EXP_20260412_234714_27-1012.00_T1_male,27-1012.00,Craft Artists,male,T1,0.6159,0.797,0.8889,0.181,0.535,18,16
EXP_20260412_234714_27-1012.00_T1_female,27-1012.00,Craft Artists,female,T1,0.683,0.797,0.8889,0.114,0.5015,18,16
EXP_20260412_234714_27-1012.00_T2_male,27-1012.00,Craft Artists,male,T2,0.6225,0.5229,0.8889,0.0995,0.4942,18,16
EXP_20260412_234714_27-1012.00_T2_female,27-1012.00,Craft Artists,female,T2,0.6244,0.5229,0.8889,0.1015,0.4952,18,16
EXP_20260412_234714_27-1012.00_T3_male,27-1012.00,Craft Artists,male,T3,0.7823,0.7704,0.8333,0.0119,0.4226,18,15
EXP_20260412_234714_27-1012.00_T3_female,27-1012.00,Craft Artists,female,T3,0.6886,0.7704,0.8889,0.0817,0.4853,18,16
EXP_20260412_234714_27-1023.00_T1_male,27-1023.00,Floral Designers,male,T1,0.7027,0.53,0.9032,0.1727,0.538,31,28
EXP_20260412_234714_27-1023.00_T1_female,27-1023.00,Floral Designers,female,T1,0.6379,0.53,0.9355,0.1079,0.5217,31,29
EXP_20260412_234714_27-1023.00_T2_male,27-1023.00,Floral Designers,male,T2,0.587,0.5302,0.9677,0.0568,0.5122,31,30
EXP_20260412_234714_27-1023.00_T2_female,27-1023.00,Floral Designers,female,T2,0.7157,0.5302,0.9355,0.1856,0.5605,31,29
EXP_20260412_234714_27-1023.00_T3_male,27-1023.00,Floral Designers,male,T3,0.5305,0.785,0.9032,0.2545,0.5788,31,28
EXP_20260412_234714_27-1023.00_T3_female,27-1023.00,Floral Designers,female,T3,0.7231,0.785,0.871,0.0619,0.4664,31,27
EXP_20260412_234714_27-1024.00_T1_male,27-1024.00,Graphic Designers,male,T1,0.655,0.7707,0.9444,0.1157,0.5301,18,17
EXP_20260412_234714_27-1024.00_T1_female,27-1024.00,Graphic Designers,female,T1,0.5713,0.7707,0.9444,0.1994,0.5719,18,17
EXP_20260412_234714_27-1024.00_T2_male,27-1024.00,Graphic Designers,male,T2,0.5501,0.4849,0.9444,0.0652,0.5048,18,17
EXP_20260412_234714_27-1024.00_T2_female,27-1024.00,Graphic Designers,female,T2,0.7175,0.4849,0.8889,0.2326,0.5607,18,16
EXP_20260412_234714_27-1024.00_T3_male,27-1024.00,Graphic Designers,male,T3,0.7104,0.707,0.7778,0.0034,0.3906,18,14
EXP_20260412_234714_27-1024.00_T3_female,27-1024.00,Graphic Designers,female,T3,0.6565,0.707,0.8333,0.0505,0.4419,18,15
EXP_20260412_234714_27-1025.00_T1_male,27-1025.00,Interior Designers,male,T1,0.6007,0.6292,0.9762,0.0285,0.5023,42,41
EXP_20260412_234714_27-1025.00_T1_female,27-1025.00,Interior Designers,female,T1,0.4992,0.6292,0.9762,0.13,0.5531,42,41
EXP_20260412_234714_27-1025.00_T2_male,27-1025.00,Interior Designers,male,T2,0.6066,0.5016,0.9762,0.105,0.5406,42,41
EXP_20260412_234714_27-1025.00_T2_female,27-1025.00,Interior Designers,female,T2,0.6864,0.5016,0.881,0.1848,0.5329,42,37
EXP_20260412_234714_27-1025.00_T3_male,27-1025.00,Interior Designers,male,T3,0.6737,0.4956,0.881,0.1781,0.5295,42,37
EXP_20260412_234714_27-1025.00_T3_female,27-1025.00,Interior Designers,female,T3,0.6576,0.4956,0.9524,0.162,0.5572,42,40
EXP_20260412_234714_27-2012.04_T1_male,27-2012.04,Talent Directors,male,T1,0.4803,0.5537,0.9697,0.0734,0.5215,33,32
EXP_20260412_234714_27-2012.04_T1_female,27-2012.04,Talent Directors,female,T1,0.5263,0.5537,0.9697,0.0273,0.4985,33,32
EXP_20260412_234714_27-2012.04_T2_male,27-2012.04,Talent Directors,male,T2,0.5564,0.5828,0.9394,0.0264,0.4829,33,31
EXP_20260412_234714_27-2012.04_T2_female,27-2012.04,Talent Directors,female,T2,0.5127,0.5828,0.9697,0.0701,0.5199,33,32
EXP_20260412_234714_27-2012.04_T3_male,27-2012.04,Talent Directors,male,T3,0.5858,0.6741,0.8788,0.0883,0.4836,33,29
EXP_20260412_234714_27-2012.04_T3_female,27-2012.04,Talent Directors,female,T3,0.6771,0.6741,0.8485,0.003,0.4258,33,28
EXP_20260412_234714_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,male,T1,0.5681,0.4223,0.9722,0.1458,0.559,36,35
EXP_20260412_234714_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,female,T1,0.6751,0.4223,0.8889,0.2529,0.5709,36,32
EXP_20260412_234714_27-2012.05_T2_male,27-2012.05,Media Technical Directors/Managers,male,T2,0.5423,0.5156,0.9444,0.0267,0.4856,36,34
EXP_20260412_234714_27-2012.05_T2_female,27-2012.05,Media Technical Directors/Managers,female,T2,0.5179,0.5156,0.9722,0.0023,0.4872,36,35
EXP_20260412_234714_27-2012.05_T3_male,27-2012.05,Media Technical Directors/Managers,male,T3,0.6888,0.5166,0.9167,0.1722,0.5444,36,33
