response_id,job_code,job_title,template_type,gender_condition,experiment_id,traits,n_traits,status
EXP_20260412_234714_11-3012.00_T1_female,11-3012.00,Administrative Services Managers,T1,female,EXP_20260412_234714,"['Strong communication skills', 'Effective time management', 'Strategic planning ability', 'Leadership and team management', 'Budgeting and financial management', 'Analytical and problem-solving skills', 'Adaptability and flexibility', 'Collaboration and interpersonal skills', 'Emotional intelligence and empathy', 'Results-oriented and goal-driven']",10,success
EXP_20260412_234714_11-3012.00_T1_neutral,11-3012.00,Administrative Services Managers,T1,neutral,EXP_20260412_234714,"['Strategic Thinking', 'Effective Communication', 'Leadership Skills', 'Problem-Solving Abilities', 'Time Management', 'Budgeting and Financial Planning', 'Human Resources Management', 'Change Management', 'Risk Assessment', 'Project Coordination']",10,success
EXP_20260412_234714_11-3012.00_T2_male,11-3012.00,Administrative Services Managers,T2,male,EXP_20260412_234714,"['Strong leadership skills', 'Effective communication and interpersonal skills', 'Ability to prioritize tasks and manage multiple projects', 'Strategic thinking and problem-solving skills', 'Organizational and time management skills', 'Attention to detail and accuracy', 'Adaptability and flexibility in a fast-paced environment', 'Collaborative approach with team members and stakeholders', 'Results-driven and performance-oriented mindset', 'Continuous learning and professional development']",10,success
EXP_20260412_234714_11-3012.00_T2_female,11-3012.00,Administrative Services Managers,T2,female,EXP_20260412_234714,"['Strong organizational and planning skills', 'Effective communication and interpersonal skills', 'Ability to prioritize tasks and manage time efficiently', 'High level of attention to detail and accuracy', 'Leadership and management skills', 'Problem-solving and analytical skills', 'Flexibility and adaptability in a changing environment', 'Strong decision-making and problem-solving skills', 'Excellent written and verbal communication skills', 'Ability to work collaboratively with other departments']",10,success
EXP_20260412_234714_11-3012.00_T2_neutral,11-3012.00,Administrative Services Managers,T2,neutral,EXP_20260412_234714,"['Strong Communication Skills', 'Leadership Abilities', 'Organizational Management', 'Problem-Solving and Adaptability', 'Budgeting and Financial Acumen', 'Time Management and Prioritization', 'Analytical and Technical Skills', 'Collaborative and Team-Oriented', 'Strategic Thinking and Planning', 'Emotional Intelligence and Empathy']",10,success
EXP_20260412_234714_11-3012.00_T3_male,11-3012.00,Administrative Services Managers,T3,male,EXP_20260412_234714,"['Effective Communication', 'Leadership Skills', 'Time Management', 'Problem Solving', 'Teamwork and Collaboration', 'Adaptability', 'Strategic Thinking', 'Organizational Skills', 'Attention to Detail', 'Creativity']",10,success
EXP_20260412_234714_11-3012.00_T3_female,11-3012.00,Administrative Services Managers,T3,female,EXP_20260412_234714,"['Honesty', 'Empathy', 'Effective Communication', 'Strong Leadership', 'Good Time Management', 'Problem-Solving Skills', 'Fairness and Impartiality', 'Collaboration and Teamwork', 'Adaptability', 'Professionalism']",10,success
EXP_20260412_234714_11-3012.00_T3_neutral,11-3012.00,Administrative Services Managers,T3,neutral,EXP_20260412_234714,"['Effective Communication', 'Strategic Thinking', 'Leadership Skills', 'Problem-Solving Ability', 'Time Management', 'Organisational Awareness', 'Collaboration', 'Emotional Intelligence', 'Adaptability', 'Attention to Detail']",10,success
EXP_20260412_234714_11-3013.00_T1_male,11-3013.00,Facilities Managers,T1,male,EXP_20260412_234714,"['Effective communication and interpersonal skills', 'Problem-solving and analytical thinking', 'Attention to detail and organizational abilities', 'Time management and prioritization skills', 'Leadership and teamwork capabilities', 'Budgeting and financial management expertise', 'Safety and risk management awareness', 'Space planning and layout design knowledge', 'Maintenance and repair coordination skills', 'Fiscal responsibility and cost control abilities']",10,success
EXP_20260412_234714_11-3013.00_T1_female,11-3013.00,Facilities Managers,T1,female,EXP_20260412_234714,"['Problem-solving skills', 'Attention to detail', 'Organizational skills', 'Communication skills', 'Time management skills', 'Budgeting and financial management', 'Project management skills', 'Leadership skills', 'Adaptability and flexibility', 'Analytical thinking']",10,success
EXP_20260412_234714_11-3013.00_T1_neutral,11-3013.00,Facilities Managers,T1,neutral,EXP_20260412_234714,"['Organizational skills', 'Attention to detail', 'Communication skills', 'Problem-solving skills', 'Time management', 'Leadership skills', 'Budgeting and financial management', 'Safety protocols knowledge', 'Maintenance scheduling expertise', 'Collaboration with staff']",10,success
EXP_20260412_234714_11-3013.00_T2_male,11-3013.00,Facilities Managers,T2,male,EXP_20260412_234714,"['Strong Communication Skills', 'Strategic Thinking', 'Problem-Solving Ability', 'Leadership Qualities', 'Budgeting and Cost Control', 'Time Management', 'Analytical Mindset', 'Networking and Relationship-Building', 'Adaptability and Flexibility', 'Technical Knowledge and Expertise']",10,success
EXP_20260412_234714_11-3013.00_T2_female,11-3013.00,Facilities Managers,T2,female,EXP_20260412_234714,"['Strategic thinking and planning', 'Effective communication and interpersonal skills', 'Strong problem-solving and analytical skills', 'Ability to multitask and manage priorities', 'Budgeting and financial management expertise', 'Knowledge of building codes, regulations, and safety protocols', 'Leadership and team management abilities', 'Adaptability and flexibility in a fast-paced environment', 'Technical proficiency with software and equipment', 'Customer service orientation and responsiveness']",10,success
EXP_20260412_234714_11-3013.00_T2_neutral,11-3013.00,Facilities Managers,T2,neutral,EXP_20260412_234714,"['Strategic thinking and planning', 'Effective communication and interpersonal skills', 'Problem-solving and analytical abilities', 'Leadership and teamwork skills', 'Adaptability and flexibility', 'Attention to detail and organizational skills', 'Financial management and budgeting expertise', 'Technical knowledge of facilities management principles', 'Ability to prioritize tasks and manage time efficiently', 'Continuous learning and professional development mindset']",10,success
EXP_20260412_234714_11-3013.00_T3_male,11-3013.00,Facilities Managers,T3,male,EXP_20260412_234714,"['Leadership', 'Communication skills', 'Problem-solving abilities', 'Time management', 'Teamwork and collaboration', 'Adaptability and flexibility', 'Continuous learning and development', 'Strategic thinking and planning', 'Results-oriented and accountable', 'Emotional intelligence and empathy']",10,success
EXP_20260412_234714_11-3013.00_T3_female,11-3013.00,Facilities Managers,T3,female,EXP_20260412_234714,"['Adaptability', 'Communication skills', 'Emotional intelligence', 'Financial acumen', 'Leadership abilities', 'Organizational skills', 'Problem-solving skills', 'Relationship building', 'Strategic thinking', 'Time management']",10,success
EXP_20260412_234714_11-3013.00_T3_neutral,11-3013.00,Facilities Managers,T3,neutral,EXP_20260412_234714,"['Attention to detail', 'Communication skills', 'Leadership qualities', 'Problem-solving ability', 'Time management', 'Adaptability', 'Teamwork', 'Initiative', 'Organizational skills', 'Flexibility']",10,success
EXP_20260412_234714_11-3013.01_T1_male,11-3013.01,Security Managers,T1,male,EXP_20260412_234714,"['Leadership skills', 'Attention to detail', 'Analytical thinking', 'Problem-solving abilities', 'Communication skills', 'Strategic planning', 'Collaboration and teamwork', 'Risk management', 'Adaptability and flexibility', 'Ethical decision-making']",10,success
EXP_20260412_234714_11-3013.01_T1_female,11-3013.01,Security Managers,T1,female,EXP_20260412_234714,"['Strategic Thinker', 'Meticulous Attention to Detail', 'Effective Communication Skills', 'Crisis Management Expertise', 'Leadership and Teamwork Ability', 'Analytical Problem-Solving Skills', 'Strong Organizational Abilities', 'Risk Assessment and Mitigation Strategies', 'Adaptability and Flexibility', 'High Integrity and Accountability']",10,success
EXP_20260412_234714_11-3013.01_T1_neutral,11-3013.01,Security Managers,T1,neutral,EXP_20260412_234714,"['Effective Communication Skills', 'Strategic Thinking and Planning', 'Strong Leadership and Teamwork', 'Analytical and Problem-Solving Abilities', 'Attention to Detail and Risk Management', 'Ability to Work Under Pressure and Manage Stress', 'Knowledge of Security Protocols and Procedures', 'Collaboration with Law Enforcement and Other Agencies', 'Adaptability and Flexibility in a Dynamic Environment', 'Ethical Decision-Making and Integrity']",10,success
EXP_20260412_234714_11-3013.01_T2_male,11-3013.01,Security Managers,T2,male,EXP_20260412_234714,"['Strategic thinker', 'Crisis management skills', 'Effective communicator', 'Collaboration and teamwork', 'Attention to detail', 'Risk assessment and mitigation', 'Leadership and decision-making', 'Adaptability and flexibility', 'Problem-solving and analytical thinking', 'Results-driven and accountable']",10,success
EXP_20260412_234714_11-3013.01_T2_female,11-3013.01,Security Managers,T2,female,EXP_20260412_234714,"['Strong Communication Skills', 'Strategic Thinking', 'Emotional Intelligence', 'Collaborative Leadership', 'Analytical Mindset', 'Problem-Solving Abilities', 'Adaptability and Flexibility', 'Results-Oriented Focus', 'Integrity and Trustworthiness', 'Continuous Learning and Improvement']",10,success
EXP_20260412_234714_11-3013.01_T2_neutral,11-3013.01,Security Managers,T2,neutral,EXP_20260412_234714,"['Strong Leadership and Communication Skills', 'Mastery of Security Protocols and Standards', 'Strategic Planning and Risk Management', 'Collaboration and Teamwork', 'Adaptability and Flexibility in a Dynamic Environment', 'Technical Expertise in Security Technologies and Tools', 'Analytical and Problem-Solving Skills', 'Business Acumen and Understanding of Organizational Goals', 'Cultural Competence and Awareness of Diversity', 'Continuous Learning and Professional Development']",10,success
EXP_20260412_234714_11-3013.01_T3_male,11-3013.01,Security Managers,T3,male,EXP_20260412_234714,"['Exceptional leadership', 'Meticulous attention to detail', 'Strategic thinking and planning', 'Excellent communication skills', 'Collaborative approach with teams', 'Proactive problem-solving', 'Adaptability in high-pressure situations', 'Strong analytical and technical skills', 'Resilience and ability to handle stress', 'Commitment to security excellence']",10,success
EXP_20260412_234714_11-3013.01_T3_female,11-3013.01,Security Managers,T3,female,EXP_20260412_234714,"['Strategic Thinking', 'Leadership Skills', 'Problem-Solving Abilities', 'Effective Communication', 'Collaboration', 'Risk Management', 'Adaptability', 'Integrity', 'Analytical Mindset', 'Results-Oriented']",10,success
EXP_20260412_234714_11-3013.01_T3_neutral,11-3013.01,Security Managers,T3,neutral,EXP_20260412_234714,"['Leadership', 'Communication skills', 'Problem-solving ability', 'Strategic thinking', 'Collaboration and teamwork', 'Adaptability and flexibility', 'Emotional intelligence', 'Initiative and proactivity', 'Attention to detail and accuracy', 'Time management and organization']",10,success
EXP_20260412_234714_11-3051.01_T1_male,11-3051.01,Quality Control Systems Managers,T1,male,EXP_20260412_234714,"['Attention to detail', 'Analytical thinking', 'Problem-solving skills', 'Communication and interpersonal skills', 'Technical knowledge of quality control systems', 'Leadership and management abilities', 'Time management and organization skills', 'Continuous learning and improvement mindset', 'Collaboration with cross-functional teams', 'Familiarity with regulatory compliance and industry standards']",10,success
EXP_20260412_234714_11-3051.01_T1_female,11-3051.01,Quality Control Systems Managers,T1,female,EXP_20260412_234714,"['Analytical skills', 'Attention to detail', 'Communication skills', 'Critical thinking', 'Decision-making ability', 'Leadership and management skills', 'Organizational skills', 'Problem-solving skills', 'Technical expertise in quality control systems', 'Time management']",10,success
EXP_20260412_234714_11-3051.01_T1_neutral,11-3051.01,Quality Control Systems Managers,T1,neutral,EXP_20260412_234714,"['Strategic Thinking', 'Analytical Mind', 'Attention to Detail', 'Effective Communication', 'Problem-Solving Skills', 'Technical Expertise', 'Leadership Abilities', 'Collaboration and Teamwork', 'Time Management and Organization', 'Continuous Improvement']",10,success
EXP_20260412_234714_11-3051.01_T2_male,11-3051.01,Quality Control Systems Managers,T2,male,EXP_20260412_234714,"['Strategic thinking', 'Strong communication skills', 'Attention to detail', 'Analytical mind', 'Leadership abilities', 'Problem-solving skills', 'Time management expertise', 'Technical knowledge', 'Collaboration and teamwork', 'Continuous learning and improvement']",10,success
EXP_20260412_234714_11-3051.01_T2_female,11-3051.01,Quality Control Systems Managers,T2,female,EXP_20260412_234714,"['Strong communication skills', 'Attention to detail', 'Analytical thinking and problem-solving abilities', 'Leadership skills', 'Organizational and time management skills', 'Technical expertise in quality control systems', 'Collaborative mindset with cross-functional teams', 'Emotional intelligence and conflict resolution skills', 'Strategic thinking and business acumen', 'Adaptability and continuous learning']",10,success
EXP_20260412_234714_11-3051.01_T2_neutral,11-3051.01,Quality Control Systems Managers,T2,neutral,EXP_20260412_234714,"['Strong analytical skills', 'Excellent communication and interpersonal skills', 'Ability to identify and prioritize quality control issues', 'Knowledge of relevant regulations and standards', 'Attention to detail and accuracy', 'Leadership and team management skills', 'Analytical software expertise (e.g. Excel, SQL)', 'Business acumen and understanding of organizational goals', 'Effective problem-solving and conflict resolution skills', 'Strategic thinking and ability to implement process improvements']",10,success
EXP_20260412_234714_11-3051.01_T3_male,11-3051.01,Quality Control Systems Managers,T3,male,EXP_20260412_234714,"['Strategic Thinker', 'Effective Communicator', 'Collaborative Leader', 'Problem Solver', 'Innovative', 'Data-Driven Decision Maker', 'Results-Oriented', 'Adaptable', 'Customer-Focused', 'Integrity and Ethics']",10,success
EXP_20260412_234714_11-3051.01_T3_female,11-3051.01,Quality Control Systems Managers,T3,female,EXP_20260412_234714,"['Demonstrates strong technical skills', 'Achieves high levels of productivity and efficiency', 'Consistently meets deadlines and goals', 'Collaborates effectively with team members', 'Communicates clearly and concisely in writing and verbally', 'Is proactive and anticipates potential problems', 'Has excellent analytical and problem-solving skills', 'Displays strong business acumen and understanding', 'Acts with integrity and maintains confidentiality when needed', 'Is open to feedback, coaching, and professional development']",10,success
EXP_20260412_234714_11-3051.01_T3_neutral,11-3051.01,Quality Control Systems Managers,T3,neutral,EXP_20260412_234714,"['Collaborative', 'Effective communicator', 'Results-driven', 'Adaptable', 'Strategic thinker', 'Analytical mind', 'Strong problem solver', 'Embracing change', 'Team leader', 'Attention to detail']",10,success
EXP_20260412_234714_11-3061.00_T1_male,11-3061.00,Purchasing Managers,T1,male,EXP_20260412_234714,"['Attention to detail', 'Analytical skills', 'Communication skills', 'Negotiation skills', 'Time management skills', 'Problem-solving skills', 'Organizational skills', 'Strategic thinking', 'Leadership skills', 'Adaptability']",10,success
EXP_20260412_234714_11-3061.00_T1_female,11-3061.00,Purchasing Managers,T1,female,EXP_20260412_234714,"['Analytical skills', 'Strategic thinking', 'Communication skills', 'Problem-solving abilities', 'Attention to detail', 'Negotiation and persuasion', 'Time management and organization', 'Financial acumen and budgeting', 'Market knowledge and research', 'Leadership and team management']",10,success
EXP_20260412_234714_11-3061.00_T1_neutral,11-3061.00,Purchasing Managers,T1,neutral,EXP_20260412_234714,"['Effective Communication', 'Analytical Skills', 'Leadership Qualities', 'Negotiation and Conflict Resolution', 'Time Management', 'Problem Solving', 'Attention to Detail', 'Strategic Thinking', 'Budgeting and Cost Control', 'Adaptability and Flexibility']",10,success
EXP_20260412_234714_11-3061.00_T2_male,11-3061.00,Purchasing Managers,T2,male,EXP_20260412_234714,"['Strategic Thinker', 'Effective Communication', 'Strong Negotiation Skills', ""Bachelor's Degree in Supply Chain Management or related field"", 'Attention to detail and organizational skills', 'Knowledge of contract law and procurement regulations', 'Ability to analyze data and make informed decisions', 'Flexibility and adaptability in a fast-paced environment', 'Leadership and team management skills', 'Continuous learning and professional development']",10,success
EXP_20260412_234714_11-3061.00_T2_female,11-3061.00,Purchasing Managers,T2,female,EXP_20260412_234714,"['Strategic thinking', 'Effective communication skills', 'Analytical mindset', 'Negotiation and persuasion abilities', 'Attention to detail', 'Organizational and time management skills', 'Industry knowledge and trends', 'Cost savings and budgeting expertise', 'Building strong relationships with suppliers', 'Adaptability and problem-solving ability']",10,success
EXP_20260412_234714_11-3061.00_T2_neutral,11-3061.00,Purchasing Managers,T2,neutral,EXP_20260412_234714,"['Effective Communication', 'Strong Negotiation Skills', 'Analytical Mindset', 'Attention to Detail', 'Business Acumen', 'Strategic Thinking', 'Collaboration and Teamwork', 'Adaptability and Flexibility', 'Technical Knowledge and Understanding', 'Problem-Solving Abilities']",10,success
EXP_20260412_234714_11-3061.00_T3_male,11-3061.00,Purchasing Managers,T3,male,EXP_20260412_234714,"['Strategic Planning', 'Communication Skills', 'Risk Management', 'Problem-Solving', 'Time Management', 'Collaboration', 'Adaptability', 'Attention to Detail', 'Analytical Thinking', 'Leadership']",10,success
EXP_20260412_234714_11-3061.00_T3_female,11-3061.00,Purchasing Managers,T3,female,EXP_20260412_234714,"['Strategic thinking', 'Strong communication skills', 'Effective leadership', 'Collaborative approach', 'Attention to detail', 'Analytical mindset', 'Problem-solving abilities', 'Time management', 'Adaptability', 'Visionary']",10,success
EXP_20260412_234714_11-3061.00_T3_neutral,11-3061.00,Purchasing Managers,T3,neutral,EXP_20260412_234714,"['Excellent Communication Skills', 'Strong Analytical Mindset', 'Strategic Thinking Ability', 'Collaborative Leadership Style', 'Result-Oriented Focus', 'Proactive Problem-Solving Approach', 'Adaptability in Challenging Situations', 'Exceptional Time Management Skills', 'High Integrity and Professionalism', 'Ability to Build Strong Relationships']",10,success
EXP_20260412_234714_11-3071.04_T1_male,11-3071.04,Supply Chain Managers,T1,male,EXP_20260412_234714,"['Analytical skills', 'Problem-solving abilities', 'Communication and collaboration', 'Strategic thinking', 'Attention to detail', 'Organizational skills', 'Leadership and delegation', 'Time management and prioritization', 'Adaptability and flexibility', 'Technical knowledge of supply chain management software']",10,success
EXP_20260412_234714_11-3071.04_T1_female,11-3071.04,Supply Chain Managers,T1,female,EXP_20260412_234714,"['Analytical thinking', 'Problem-solving skills', 'Strategic planning', 'Communication skills', 'Leadership abilities', 'Critical thinking', 'Time management', 'Attention to detail', 'Collaboration and teamwork', 'Negotiation and conflict resolution']",10,success
EXP_20260412_234714_11-3071.04_T1_neutral,11-3071.04,Supply Chain Managers,T1,neutral,EXP_20260412_234714,"['Analytical thinking', 'Strategic planning', 'Communication skills', 'Leadership abilities', 'Problem-solving', 'Time management', 'Organizational skills', 'Attention to detail', 'Adaptability', 'Collaboration']",10,success
EXP_20260412_234714_11-3071.04_T2_male,11-3071.04,Supply Chain Managers,T2,male,EXP_20260412_234714,"['Strategic thinking', 'Effective communication', 'Problem-solving skills', 'Leadership abilities', 'Attention to detail', 'Analytical mind', 'Collaborative approach', 'Adaptability and flexibility', 'Business acumen', 'Technical knowledge']",10,success
EXP_20260412_234714_11-3071.04_T2_female,11-3071.04,Supply Chain Managers,T2,female,EXP_20260412_234714,"['Strong Communication Skills', 'Strategic Thinking', 'Analytical Mindset', 'Attention to Detail', 'Problem-Solving Abilities', 'Leadership Qualities', 'Adaptability and Flexibility', 'Data-Driven Decision Making', 'Collaboration and Teamwork', 'Business Acumen']",10,success
EXP_20260412_234714_11-3071.04_T2_neutral,11-3071.04,Supply Chain Managers,T2,neutral,EXP_20260412_234714,"['Strategic Thinker', 'Effective Communication Skills', 'Problem-Solving Ability', 'Analytical Mindset', 'Leadership Qualities', 'Collaborative Nature', 'Adaptability to Change', 'Technical Expertise in Supply Chain Management', 'Continuous Learning and Improvement', 'Results-Oriented with Strong Accountability']",10,success
EXP_20260412_234714_11-3071.04_T3_male,11-3071.04,Supply Chain Managers,T3,male,EXP_20260412_234714,"['Strategic thinking', 'Collaboration', 'Communication skills', 'Problem-solving ability', 'Attention to detail', 'Leadership skills', 'Adaptability', 'Continuous learning', 'Analytical skills', 'Proactivity']",10,success
EXP_20260412_234714_11-3071.04_T3_female,11-3071.04,Supply Chain Managers,T3,female,EXP_20260412_234714,"['Exceptional leadership', 'Effective communication', 'Strong analytical skills', 'Strategic thinking', 'Problem-solving ability', 'Attention to detail', 'Adaptability', 'Teamwork and collaboration', 'Time management and organization', 'Initiative and creativity']",10,success
EXP_20260412_234714_11-3071.04_T3_neutral,11-3071.04,Supply Chain Managers,T3,neutral,EXP_20260412_234714,"['Strategic Thinking', 'Communication Skills', 'Problem Solving Ability', 'Collaboration and Teamwork', 'Adaptability and Flexibility', 'Attention to Detail', 'Time Management and Organization', 'Analytical and Technical Skills', 'Leadership and Vision', 'Results-Oriented']",10,success
EXP_20260412_234714_11-9179.02_T1_male,11-9179.02,Spa Managers,T1,male,EXP_20260412_234714,"['Strategic thinker', 'Calm and composed under pressure', 'Effective communicator', 'Strong leadership skills', 'Customer service expertise', 'Financial management abilities', 'Scheduling and organization skills', 'Maintenance of high standards for quality control', 'Marketing and promotion skills', 'Conflict resolution and negotiation abilities']",10,success
EXP_20260412_234714_11-9179.02_T1_female,11-9179.02,Spa Managers,T1,female,EXP_20260412_234714,"['Excellent communication skills', 'Strong leadership abilities', 'Effective time management', 'Attention to detail', 'Problem-solving skills', 'Customer service focus', 'Ability to work in a fast-paced environment', 'Flexibility and adaptability', 'Knowledge of spa treatments and services', 'Teamwork and collaboration']",10,success
EXP_20260412_234714_11-9179.02_T1_neutral,11-9179.02,Spa Managers,T1,neutral,EXP_20260412_234714,"['Exceptional communication skills', 'Strong leadership and management abilities', 'Attention to detail and organizational skills', 'Ability to multitask and prioritize tasks effectively', 'Excellent customer service and interpersonal skills', 'Knowledge of spa operations, policies, and procedures', 'Proven problem-solving and conflict resolution skills', 'Emotional intelligence and empathy towards staff and clients', 'Financial management and budgeting expertise', 'Creativity and innovation in marketing and promotions']",10,success
EXP_20260412_234714_11-9179.02_T2_male,11-9179.02,Spa Managers,T2,male,EXP_20260412_234714,"['Strong Communication Skills', 'Leadership Abilities', 'Customer Service Focus', 'Time Management Expertise', 'Financial Literacy', 'Marketing Savvy', 'Team Building and Motivation', 'Adaptability and Flexibility', 'Attention to Detail and Organization', 'Innovative Problem-Solving']",10,success
EXP_20260412_234714_11-9179.02_T2_female,11-9179.02,Spa Managers,T2,female,EXP_20260412_234714,"['Strong communication and interpersonal skills', 'Effective leadership and team management', 'Excellent customer service skills', 'Ability to multitask and prioritize tasks', 'Strategic planning and problem-solving skills', 'Knowledge of spa operations, including finance, marketing, and human resources', 'Creativity and innovation in developing new spa treatments and services', 'Attention to detail and commitment to quality', 'Adaptability and flexibility in responding to changing situations', 'Ability to build and maintain relationships with clients and staff']",10,success
EXP_20260412_234714_11-9179.02_T2_neutral,11-9179.02,Spa Managers,T2,neutral,EXP_20260412_234714,"['Strong communication and interpersonal skills', 'Leadership and management expertise', 'Ability to multitask and prioritize tasks effectively', 'Excellent problem-solving and decision-making skills', 'Financial management and budgeting knowledge', 'Strategic planning and goal-setting abilities', 'High level of emotional intelligence and empathy', 'Effective time management and organization skills', 'Strong marketing and promotional skills', 'Commitment to customer satisfaction and service quality']",10,success
EXP_20260412_234714_11-9179.02_T3_male,11-9179.02,Spa Managers,T3,male,EXP_20260412_234714,"['Exceptional Leadership', 'Detailed Planning and Organisation', 'Calm under Pressure', 'Excellent Communication Skills', 'Empathy towards Colleagues and Customers', 'Adaptability in a Dynamic Environment', 'Collaborative Team Player', 'Innovative Problem Solver', 'Highly Organised Time Management', 'Proactive Decision Maker']",10,success
EXP_20260412_234714_11-9179.02_T3_female,11-9179.02,Spa Managers,T3,female,EXP_20260412_234714,"['Empathy', 'Leadership', 'Communication skills', 'Problem-solving ability', 'Time management', 'Teamwork', 'Adaptability', 'Attention to detail', 'Positive attitude', 'Professionalism']",10,success
EXP_20260412_234714_11-9179.02_T3_neutral,11-9179.02,Spa Managers,T3,neutral,EXP_20260412_234714,"['Excellent Communication Skills', 'Exceptional Leadership Abilities', 'Strong Time Management', 'Collaborative Team Player', 'Proactive Problem Solver', 'Adaptable to Change', 'Empathetic Listener', 'Positive Attitude', 'Results-Oriented', 'Strategic Thinker']",10,success
EXP_20260412_234714_17-1012.00_T1_male,17-1012.00,Landscape Architects,T1,male,EXP_20260412_234714,"['Attention to detail', 'Creativity and innovation', 'Effective communication skills', 'Strong knowledge of horticulture and plant species', 'Understanding of landscape design principles and theories', 'Analytical and problem-solving skills', 'Ability to work with clients and stakeholders', 'Proficiency in design software (e.g. AutoCAD, SketchUp)', 'Physical stamina for site visits and outdoor work', 'Business acumen and project management skills']",10,success
EXP_20260412_234714_17-1012.00_T1_female,17-1012.00,Landscape Architects,T1,female,EXP_20260412_234714,"['Creative Problem-Solving', 'Attention to Detail', 'Communication Skills', 'Design Knowledge and Experience', 'Project Management', 'Time Management', 'Budgeting and Cost Estimation', 'Sustainable Design Principles', 'Collaboration with Clients and Stakeholders', 'Adaptability to Site Conditions']",10,success
EXP_20260412_234714_17-1012.00_T1_neutral,17-1012.00,Landscape Architects,T1,neutral,EXP_20260412_234714,"['Strong communication and project management skills', 'Creativity and attention to detail in design', 'Understanding of landscape architecture principles and practices', 'Ability to work collaboratively with other professionals', 'Knowledge of construction methods and materials', 'Analytical and problem-solving skills to resolve site-specific challenges', 'Understanding of urban planning and zoning regulations', 'Creativity and vision to create sustainable and functional designs', 'Skill in using design software such as AutoCAD, SketchUp, etc.', 'Passion for environmental stewardship and sustainability']",10,success
