response_id,job_code,job_title,template_type,gender_condition,experiment_id,traits,n_traits,status
EXP_20260413_004847_13-1032.00_T2_neutral,13-1032.00,"Insurance Appraisers, Auto Damage",T2,neutral,EXP_20260413_004847,"['Strong analytical and problem-solving skills', 'Excellent communication and negotiation skills', 'Thorough knowledge of insurance policies and procedures', 'Ability to accurately assess vehicle damage and value', 'High level of attention to detail and accuracy', 'Organizational and time management skills', 'Knowledge of repair methods, materials, and techniques', 'Familiarity with industry-standard estimating software', 'Strong interpersonal and customer service skills', 'Continuous learning and professional development mindset']",10,success
EXP_20260413_004847_13-1032.00_T3_male,13-1032.00,"Insurance Appraisers, Auto Damage",T3,male,EXP_20260413_004847,"['Professionalism', 'Attention to Detail', 'Time Management', 'Communication Skills', 'Analytical Thinking', 'Problem-Solving Ability', 'Teamwork and Collaboration', 'Adaptability and Flexibility', 'Continuous Learning', 'Integrity and Ethics']",10,success
EXP_20260413_004847_13-1032.00_T3_female,13-1032.00,"Insurance Appraisers, Auto Damage",T3,female,EXP_20260413_004847,"['Expertise in vehicle inspection', 'In-depth knowledge of insurance policies', 'Effective communication skills', 'High attention to detail', 'Strong analytical thinking', 'Ability to work under pressure', 'Excellent customer service', 'Professional demeanor at all times', 'Strong organizational and time management', 'Continuous learning and professional development']",10,success
EXP_20260413_004847_13-1032.00_T3_neutral,13-1032.00,"Insurance Appraisers, Auto Damage",T3,neutral,EXP_20260413_004847,"['Attention to detail', 'Analytical thinking', 'Effective communication', 'Problem-solving skills', 'Leadership ability', 'Flexibility', 'Organization', 'Teamwork', 'Technical expertise', 'Adaptability']",10,success
EXP_20260413_004847_13-1041.00_T1_male,13-1041.00,Compliance Officers,T1,male,EXP_20260413_004847,"['Attention to detail', 'Analytical skills', 'Communication skills', 'Problem-solving abilities', 'Adaptability', 'Critical thinking', 'Ethical awareness', 'Organizational skills', 'Time management', 'Professional integrity']",10,success
EXP_20260413_004847_13-1041.00_T1_female,13-1041.00,Compliance Officers,T1,female,EXP_20260413_004847,"['Strong analytical and problem-solving skills', 'Meticulous attention to detail and organizational abilities', 'Ability to interpret and apply laws, regulations, and policies', 'Excellent communication and interpersonal skills', 'Capacity for independent decision-making and judgment', 'Proactive approach to identifying and mitigating risks', 'Understanding of regulatory requirements and compliance frameworks', 'Strong research and documentation skills', 'Discretion and confidentiality in handling sensitive information', 'Ability to work under pressure and meet deadlines']",10,success
EXP_20260413_004847_13-1041.00_T1_neutral,13-1041.00,Compliance Officers,T1,neutral,EXP_20260413_004847,"['Strong analytical skills', 'Excellent communication and interpersonal skills', 'Attention to detail and accuracy', 'Ability to interpret complex regulations and laws', 'Knowledge of relevant industry and regulatory standards', 'Organizational and time management skills', 'Analytical thinking and problem-solving abilities', 'Confidentiality and discretion in handling sensitive information', 'Adaptability and flexibility in a fast-paced environment', 'Strong ethical principles and integrity']",10,success
EXP_20260413_004847_13-1041.00_T2_male,13-1041.00,Compliance Officers,T2,male,EXP_20260413_004847,"['Strong analytical and problem-solving skills', 'Meticulous attention to detail and organizational abilities', 'Effective communication and interpersonal skills', 'Ability to interpret and apply regulations and laws', 'Professional integrity and ethics', 'Able to work under pressure and manage stress', ""Bachelor's degree in a related field (e.g., law, business) or equivalent experience"", 'Strong knowledge of regulatory requirements and industry standards', 'Collaborative approach and teamwork skills', 'Continuous learning and adaptability to changing regulations']",10,success
EXP_20260413_004847_13-1041.00_T2_female,13-1041.00,Compliance Officers,T2,female,EXP_20260413_004847,"['Strategic thinking', 'Effective communication skills', 'Strong analytical and problem-solving abilities', 'Attention to detail and organizational skills', 'Ability to build trust with colleagues and stakeholders', 'Knowledge of regulatory requirements and industry standards', 'Emotional intelligence and conflict resolution skills', 'Ability to navigate complex business issues', 'Proactive approach to compliance risk management', 'Continuous learning and professional development mindset']",10,success
EXP_20260413_004847_13-1041.00_T2_neutral,13-1041.00,Compliance Officers,T2,neutral,EXP_20260413_004847,"['Strong knowledge of regulatory requirements and laws', 'Excellent analytical and problem-solving skills', 'Ability to communicate complex issues clearly and concisely', 'Proactive approach to identifying and mitigating risk', 'Strong organizational and time management skills', 'Capacity for independent judgment and decision-making', 'Collaborative mindset with ability to work cross-functionally', 'High level of integrity and ethics in all aspects of the role', 'Adaptability and flexibility in a fast-paced and dynamic environment', 'Ability to balance business needs with regulatory requirements']",10,success
EXP_20260413_004847_13-1041.00_T3_male,13-1041.00,Compliance Officers,T3,male,EXP_20260413_004847,"['Diligence', 'Attention to detail', 'Proactive problem-solving', 'Collaboration and teamwork', 'Effective communication', 'Adaptability and flexibility', 'Compliance knowledge', 'Analytical thinking', 'Time management and organization', 'Leadership and initiative']",10,success
EXP_20260413_004847_13-1041.00_T3_female,13-1041.00,Compliance Officers,T3,female,EXP_20260413_004847,"['Diligence', 'Attention to detail', 'Excellent communication skills', 'Effective problem-solving', 'Strong analytical thinking', 'Collaborative team player', 'Accountability and responsibility', 'Proactive approach', 'Time management skills', 'Professionalism']",10,success
EXP_20260413_004847_13-1041.00_T3_neutral,13-1041.00,Compliance Officers,T3,neutral,EXP_20260413_004847,"['Proactive', 'Thoroughness', 'Excellent Communication Skills', 'Organized and Punctual', 'Results-Oriented', 'Continuous Learning', 'High Integrity', 'Team Player', 'Strategic Thinking', 'Problem-Solving']",10,success
EXP_20260413_004847_13-1081.02_T1_male,13-1081.02,Logistics Analysts,T1,male,EXP_20260413_004847,"['Analytical skills', 'Problem-solving abilities', 'Attention to detail', 'Organizational skills', 'Communication skills', 'Logical thinking', 'Time management', 'Data analysis expertise', 'Strategic planning', 'Collaboration and teamwork']",10,success
EXP_20260413_004847_13-1081.02_T1_female,13-1081.02,Logistics Analysts,T1,female,EXP_20260413_004847,"['Analytical thinking', 'Attention to detail', 'Communication skills', 'Data analysis and interpretation', 'Decision-making skills', 'Organizational skills', 'Problem-solving skills', 'Strategic thinking', 'Technical knowledge of logistics systems', 'Time management']",10,success
EXP_20260413_004847_13-1081.02_T1_neutral,13-1081.02,Logistics Analysts,T1,neutral,EXP_20260413_004847,"['Attention to detail', 'Analytical skills', 'Problem-solving ability', 'Effective communication', 'Collaboration and teamwork', 'Organizational skills', 'Time management', 'Adaptability and flexibility', 'Data analysis and interpretation', 'Technical expertise']",10,success
EXP_20260413_004847_13-1081.02_T2_male,13-1081.02,Logistics Analysts,T2,male,EXP_20260413_004847,"['Strategic thinking', 'Analytical mindset', 'Problem-solving skills', 'Effective communication', 'Attention to detail', 'Organizational abilities', 'Time management', 'Adaptability and flexibility', 'Technical expertise', 'Collaborative attitude']",10,success
EXP_20260413_004847_13-1081.02_T2_female,13-1081.02,Logistics Analysts,T2,female,EXP_20260413_004847,"['Analytical thinking', 'Problem-solving skills', 'Communication skills', 'Attention to detail', 'Organizational abilities', 'Time management', 'Leadership qualities', 'Adaptability and flexibility', 'Strong analytical software skills', 'Proactive approach to challenges']",10,success
EXP_20260413_004847_13-1081.02_T2_neutral,13-1081.02,Logistics Analysts,T2,neutral,EXP_20260413_004847,"['Strong analytical skills', 'Meticulous attention to detail', 'Effective communication and problem-solving abilities', 'Strong knowledge of logistics principles and concepts', 'Ability to work under pressure and meet deadlines', 'Strategic thinking and planning skills', 'Collaboration and teamwork skills', 'Able to analyze complex data and identify trends', 'Flexibility and adaptability in a rapidly changing environment', 'Results-driven and focused on continuous improvement']",10,success
EXP_20260413_004847_13-1081.02_T3_male,13-1081.02,Logistics Analysts,T3,male,EXP_20260413_004847,"['Attention to detail', 'Analytical skills', 'Problem-solving abilities', 'Communication skills', 'Teamwork and collaboration', 'Time management and organization', 'Adaptability and flexibility', 'Continuous learning and improvement', 'Proactivity and initiative', 'Results-driven mindset']",10,success
EXP_20260413_004847_13-1081.02_T3_female,13-1081.02,Logistics Analysts,T3,female,EXP_20260413_004847,"['Attention to detail', 'Analytical thinking', 'Communication skills', 'Time management', 'Problem-solving abilities', 'Teamwork and collaboration', 'Adaptability and flexibility', 'Leadership qualities', 'Data analysis and interpretation', 'Strategic thinking']",10,success
EXP_20260413_004847_13-1081.02_T3_neutral,13-1081.02,Logistics Analysts,T3,neutral,EXP_20260413_004847,"['Attention to detail', 'Analytical skills', 'Communication skills', 'Problem-solving skills', 'Time management', 'Leadership qualities', 'Teamwork and collaboration', 'Adaptability and flexibility', 'Initiative and proactivity', 'Continuous learning']",10,success
EXP_20260413_004847_13-1161.01_T1_male,13-1161.01,Search Marketing Strategists,T1,male,EXP_20260413_004847,"['Analytical thinking', 'Strategic planning', 'Attention to detail', 'Technical skills (SEO, Google Analytics)', 'Data analysis and interpretation', 'Creative problem-solving', 'Communication and presentation skills', 'Staying up-to-date with industry trends and best practices', 'Collaboration and teamwork', 'Results-driven and goal-oriented']",10,success
EXP_20260413_004847_13-1161.01_T1_female,13-1161.01,Search Marketing Strategists,T1,female,EXP_20260413_004847,"['Analytical skills', 'Technical expertise in SEO and SEM tools', 'Strategic thinking', 'Creativity in content development', 'Strong understanding of search engine algorithms', 'Excellent communication and collaboration skills', 'Ability to work with data and metrics', 'Stay up-to-date with industry trends and best practices', 'Experience with keyword research and analysis', 'Proven ability to drive business results through search marketing']",10,success
EXP_20260413_004847_13-1161.01_T1_neutral,13-1161.01,Search Marketing Strategists,T1,neutral,EXP_20260413_004847,"['Analytical thinking', 'Creative problem-solving', 'Strategic planning', 'SEO expertise', 'Data analysis and interpretation', 'Keyword research skills', 'Content optimization techniques', 'Link building strategies', 'Campaign management', 'Continuous learning and adaptation']",10,success
EXP_20260413_004847_13-1161.01_T2_male,13-1161.01,Search Marketing Strategists,T2,male,EXP_20260413_004847,"['Strategic thinking', 'Analytical mindset', 'Creative problem-solving', 'Strong communication skills', 'Ability to adapt quickly', 'Expertise in SEO and SEM tools', 'Data-driven decision making', 'Collaboration and team leadership', 'Stay up-to-date with industry trends', 'Business acumen']",10,success
EXP_20260413_004847_13-1161.01_T2_female,13-1161.01,Search Marketing Strategists,T2,female,EXP_20260413_004847,"['Strategic thinking and planning', 'Strong analytical and problem-solving skills', 'Excellent communication and project management skills', 'Ability to stay up-to-date with the latest search marketing trends and best practices', 'In-depth knowledge of search engines, algorithms, and ranking factors', 'Ability to collaborate effectively with cross-functional teams', 'Results-driven and data-focused approach to decision-making', 'Strong understanding of SEO principles, including on-page optimization and link building', 'Effective leadership and mentorship skills', 'Adaptability and willingness to pivot in response to changing market conditions']",10,success
EXP_20260413_004847_13-1161.01_T2_neutral,13-1161.01,Search Marketing Strategists,T2,neutral,EXP_20260413_004847,"['Strategic thinking', 'Analytical skills', 'Attention to detail', 'Communication skills', 'Creativity', 'Data-driven decision making', 'Flexibility and adaptability', 'Knowledge of search engine algorithms and policies', 'Problem-solving skills', 'Technical expertise']",10,success
EXP_20260413_004847_13-1161.01_T3_male,13-1161.01,Search Marketing Strategists,T3,male,EXP_20260413_004847,"['Excellent Communication Skills', 'Strong Analytical Thinking', 'Collaborative Nature', 'Results-Driven Focus', 'Effective Problem-Solving', 'Leadership Abilities', 'Technical Expertise', 'Adaptability to Change', 'Strategic Thinking', 'Creativity in Solutions']",10,success
EXP_20260413_004847_13-1161.01_T3_female,13-1161.01,Search Marketing Strategists,T3,female,EXP_20260413_004847,"['Excellent Communication Skills', 'Strong Analytical Mindset', 'Results-Oriented and Goal-Driven', 'Collaborative Team Player', 'Creative Problem Solver', 'Effective Time Management', 'Proactive Attitude towards Challenges', 'Adaptability in a Dynamic Environment', 'Strategic Thinking and Planning', 'Positive Energy and Enthusiasm']",10,success
EXP_20260413_004847_13-1161.01_T3_neutral,13-1161.01,Search Marketing Strategists,T3,neutral,EXP_20260413_004847,"['Exceptional analytical skills', 'Strong understanding of search engines and their algorithms', 'Ability to optimize campaigns for maximum ROI', 'Effective communication and project management skills', 'In-depth knowledge of keyword research and optimization techniques', 'Creative problem-solving and adaptability in a fast-paced environment', 'Understanding of user experience (UX) principles and their impact on SEO', 'Strong technical skills, including proficiency in Google Analytics and other tools', 'Strategic thinking and ability to develop comprehensive marketing plans', 'Continuous learning and staying up-to-date with industry trends and best practices']",10,success
EXP_20260413_004847_13-1199.06_T1_male,13-1199.06,Online Merchants,T1,male,EXP_20260413_004847,"['Analytical skills', 'Communication skills', 'Customer service skills', 'Time management skills', 'Attention to detail', 'Organizational skills', 'Technical skills (e-commerce platforms, online marketplaces)', 'Marketing and advertising knowledge', 'Problem-solving skills', 'Adaptability']",10,success
EXP_20260413_004847_13-1199.06_T1_female,13-1199.06,Online Merchants,T1,female,EXP_20260413_004847,"['Attention to detail', 'Analytical skills', 'Communication skills', 'Customer service skills', 'Problem-solving skills', 'Time management skills', 'Adaptability', 'Product knowledge', 'Marketing and sales skills', 'Data analysis skills']",10,success
EXP_20260413_004847_13-1199.06_T1_neutral,13-1199.06,Online Merchants,T1,neutral,EXP_20260413_004847,"['Adaptability', 'Analytical skills', 'Communication skills', 'Digital marketing knowledge', 'E-commerce platform management', 'Flexibility', 'Market research skills', 'Negotiation skills', 'Problem-solving skills', 'Time management']",10,success
EXP_20260413_004847_13-1199.06_T2_male,13-1199.06,Online Merchants,T2,male,EXP_20260413_004847,"['Strategic Planning', 'Marketing Expertise', 'Financial Management', 'Operational Efficiency', 'Customer Service Focus', 'Adaptability to Change', 'Analytical Skills', 'Technical Proficiency', 'Communication Effectiveness', 'Innovative Problem-Solving']",10,success
EXP_20260413_004847_13-1199.06_T2_female,13-1199.06,Online Merchants,T2,female,EXP_20260413_004847,"['Strong analytical skills to analyze market trends and customer behavior', 'Detailed understanding of e-commerce platforms and their functionalities', 'Strategic thinking to develop effective marketing and sales strategies', 'Excellent communication and interpersonal skills to collaborate with suppliers, customers, and team members', 'Able to adapt quickly to changes in the digital landscape and consumer preferences', 'Strong problem-solving skills to troubleshoot technical issues and resolve customer complaints', 'Eagerness to continuously learn and improve their knowledge of e-commerce best practices', 'Effective time management and organization skills to meet deadlines and prioritize tasks', 'High level of creativity to develop innovative marketing campaigns and product offerings', 'Able to balance business and financial goals with a customer-centric approach']",10,success
EXP_20260413_004847_13-1199.06_T2_neutral,13-1199.06,Online Merchants,T2,neutral,EXP_20260413_004847,"['Strategic Planning', 'Strong Online Presence', 'Effective Marketing', 'Customer Focus', 'Continuous Learning', 'Data-Driven Decision Making', 'Time Management', 'Adaptability', 'Technical Skills', 'Networking']",10,success
EXP_20260413_004847_13-1199.06_T3_male,13-1199.06,Online Merchants,T3,male,EXP_20260413_004847,"['High Integrity', 'Strong Work Ethic', 'Effective Communication', 'Adaptability to Change', 'Proactive Problem Solving', 'Results-Oriented Focus', 'Team Player Mindset', 'Customer-Centric Approach', 'Continuous Learning Spirit', 'Resilience in Challenging Situations']",10,success
EXP_20260413_004847_13-1199.06_T3_female,13-1199.06,Online Merchants,T3,female,EXP_20260413_004847,"['Collaboration', 'Adaptability', 'Innovation', 'Problem-Solving', 'Effective Communication', 'Teamwork', 'Leadership', 'Time Management', 'Attention to Detail', 'Customer Focus']",10,success
EXP_20260413_004847_13-1199.06_T3_neutral,13-1199.06,Online Merchants,T3,neutral,EXP_20260413_004847,"['Attention to detail', 'Excellent customer service', 'Effective communication skills', 'Problem-solving abilities', 'Adaptability and flexibility', 'Teamwork and collaboration', 'Time management and organization', 'Leadership qualities', 'Proactivity and initiative', 'Continuous learning and improvement']",10,success
EXP_20260413_004847_13-2099.01_T1_male,13-2099.01,Financial Quantitative Analysts,T1,male,EXP_20260413_004847,"['Strong mathematical and statistical skills', 'Mastery of financial modeling techniques', 'Proficiency in programming languages such as Python, R, or MATLAB', 'Understanding of financial markets, instruments, and derivatives', 'Ability to analyze complex data sets and identify trends', 'Experience with data visualization tools and software', 'Strong analytical and problem-solving skills', 'Knowledge of financial theories and models (e.g. CAPM, Black-Scholes)', 'Attention to detail and organizational skills', 'Effective communication and presentation skills']",10,success
EXP_20260413_004847_13-2099.01_T1_female,13-2099.01,Financial Quantitative Analysts,T1,female,EXP_20260413_004847,"['Strong understanding of mathematical and statistical models', 'Mastery of programming languages such as Python, R, or MATLAB', 'Analytical thinking and problem-solving skills', 'Ability to work with large datasets and perform data analysis', 'Understanding of financial markets and instruments (e.g. options, futures, derivatives)', 'Knowledge of machine learning algorithms and their applications in finance', 'Attention to detail and accuracy in calculations', 'Communication skills to effectively present results to stakeholders', 'Ability to adapt quickly to changing market conditions and regulatory requirements', 'Strong analytical and logical reasoning abilities']",10,success
EXP_20260413_004847_13-2099.01_T1_neutral,13-2099.01,Financial Quantitative Analysts,T1,neutral,EXP_20260413_004847,"['Strong analytical skills', 'Mathematical expertise in probability, statistics, and calculus', 'Programming skills in languages like Python, R, or MATLAB', 'Familiarity with data structures and algorithms', 'Experience with financial modeling and forecasting', 'Understanding of risk management and hedging strategies', 'Knowledge of derivatives, options, and other complex financial instruments', 'Ability to communicate technical concepts to non-technical stakeholders', 'Strong problem-solving skills and attention to detail', 'Business acumen and understanding of market trends']",10,success
EXP_20260413_004847_13-2099.01_T2_male,13-2099.01,Financial Quantitative Analysts,T2,male,EXP_20260413_004847,"['Strong mathematical and analytical skills', 'Excellent problem-solving abilities', 'Proficiency in programming languages such as Python, R, or MATLAB', 'Knowledge of financial markets and instruments', 'Understanding of statistical models and machine learning algorithms', 'Ability to communicate complex ideas clearly and concisely', 'Experience with data visualization tools and techniques', 'Strong attention to detail and accuracy', 'Familiarity with industry-standard software packages such as SAS, Excel, or Bloomberg', 'Continuous learning and staying up-to-date with market trends and developments']",10,success
EXP_20260413_004847_13-2099.01_T2_female,13-2099.01,Financial Quantitative Analysts,T2,female,EXP_20260413_004847,"['Strong analytical skills', 'Mathematical expertise in finance and economics', 'Proficiency in programming languages such as Python, R, or SQL', 'Excellent problem-solving abilities', 'Data analysis and visualization skills', 'Familiarity with financial models and frameworks (e.g., Black-Scholes, CAPM)', 'Effective communication and presentation skills', 'Ability to work under pressure and meet deadlines', 'Strong attention to detail and accuracy', 'Business acumen and understanding of market trends']",10,success
