response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260416_145848_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T2,0.5987,0.6554,0.9333,0.0567,0.495,15,14
EXP_20260416_145848_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T3,0.6914,0.8064,0.8667,0.115,0.4909,15,13
EXP_20260416_145848_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T3,0.669,0.8064,0.8,0.1374,0.4687,15,12
EXP_20260416_145848_25-1021.00_T1_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T1,0.4729,0.4476,1.0,0.0253,0.5127,15,15
EXP_20260416_145848_25-1021.00_T1_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T1,0.4279,0.4476,1.0,0.0197,0.5099,15,15
EXP_20260416_145848_25-1021.00_T2_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T2,0.4569,0.4529,0.9333,0.0041,0.4687,15,14
EXP_20260416_145848_25-1021.00_T2_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T2,0.4601,0.4529,1.0,0.0073,0.5037,15,15
EXP_20260416_145848_25-1021.00_T3_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T3,0.539,0.5193,0.9333,0.0197,0.4765,15,14
EXP_20260416_145848_25-1021.00_T3_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T3,0.6973,0.5193,0.8667,0.178,0.5223,15,13
EXP_20260416_145848_25-1043.00_T1_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T1,0.4247,0.4377,1.0,0.013,0.5065,15,15
EXP_20260416_145848_25-1043.00_T1_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T1,0.5763,0.4377,1.0,0.1386,0.5693,15,15
EXP_20260416_145848_25-1043.00_T2_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T2,0.535,0.4722,1.0,0.0628,0.5314,15,15
EXP_20260416_145848_25-1043.00_T2_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T2,0.3744,0.4722,1.0,0.0978,0.5489,15,15
EXP_20260416_145848_25-1043.00_T3_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T3,0.4687,0.5137,0.9333,0.045,0.4892,15,14
EXP_20260416_145848_25-1043.00_T3_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T3,0.4759,0.5137,1.0,0.0378,0.5189,15,15
EXP_20260416_145848_25-1051.00_T1_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T1,0.4835,0.4384,0.9333,0.0451,0.4892,15,14
EXP_20260416_145848_25-1051.00_T1_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T1,0.4198,0.4384,1.0,0.0185,0.5092,15,15
EXP_20260416_145848_25-1051.00_T2_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T2,0.4158,0.4313,1.0,0.0155,0.5078,15,15
EXP_20260416_145848_25-1051.00_T2_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T2,0.4703,0.4313,1.0,0.039,0.5195,15,15
EXP_20260416_145848_25-1051.00_T3_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T3,0.4888,0.6378,0.8667,0.149,0.5079,15,13
EXP_20260416_145848_25-1051.00_T3_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T3,0.6358,0.6378,0.8667,0.002,0.4344,15,13
EXP_20260416_145848_25-1063.00_T1_male,25-1063.00,"Economics Teachers, Postsecondary",male,T1,0.4649,0.4581,1.0,0.0068,0.5034,15,15
EXP_20260416_145848_25-1063.00_T1_female,25-1063.00,"Economics Teachers, Postsecondary",female,T1,0.4155,0.4581,1.0,0.0426,0.5213,15,15
EXP_20260416_145848_25-1063.00_T2_male,25-1063.00,"Economics Teachers, Postsecondary",male,T2,0.4573,0.5199,1.0,0.0626,0.5313,15,15
EXP_20260416_145848_25-1063.00_T2_female,25-1063.00,"Economics Teachers, Postsecondary",female,T2,0.6109,0.5199,1.0,0.0911,0.5455,15,15
EXP_20260416_145848_25-1063.00_T3_male,25-1063.00,"Economics Teachers, Postsecondary",male,T3,0.4715,0.5125,1.0,0.041,0.5205,15,15
EXP_20260416_145848_25-1063.00_T3_female,25-1063.00,"Economics Teachers, Postsecondary",female,T3,0.4484,0.5125,1.0,0.0641,0.5321,15,15
EXP_20260416_145848_25-1064.00_T1_male,25-1064.00,"Geography Teachers, Postsecondary",male,T1,0.4681,0.4777,1.0,0.0095,0.5048,15,15
EXP_20260416_145848_25-1064.00_T1_female,25-1064.00,"Geography Teachers, Postsecondary",female,T1,0.4966,0.4777,1.0,0.019,0.5095,15,15
EXP_20260416_145848_25-1064.00_T2_male,25-1064.00,"Geography Teachers, Postsecondary",male,T2,0.4836,0.5082,1.0,0.0246,0.5123,15,15
EXP_20260416_145848_25-1064.00_T2_female,25-1064.00,"Geography Teachers, Postsecondary",female,T2,0.5355,0.5082,0.9333,0.0273,0.4803,15,14
EXP_20260416_145848_25-1064.00_T3_male,25-1064.00,"Geography Teachers, Postsecondary",male,T3,0.6282,0.4351,0.9333,0.1931,0.5632,15,14
EXP_20260416_145848_25-1064.00_T3_female,25-1064.00,"Geography Teachers, Postsecondary",female,T3,0.5145,0.4351,0.9333,0.0794,0.5063,15,14
EXP_20260416_145848_25-1066.00_T1_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T1,0.573,0.4485,0.9333,0.1245,0.5289,15,14
EXP_20260416_145848_25-1066.00_T1_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T1,0.5819,0.4485,0.9333,0.1334,0.5333,15,14
EXP_20260416_145848_25-1066.00_T2_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T2,0.5007,0.4456,0.9333,0.0551,0.4942,15,14
EXP_20260416_145848_25-1066.00_T2_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T2,0.6275,0.4456,0.8667,0.1819,0.5243,15,13
EXP_20260416_145848_25-1066.00_T3_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T3,0.65,0.4761,0.8667,0.1739,0.5203,15,13
EXP_20260416_145848_25-1066.00_T3_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T3,0.5784,0.4761,0.8,0.1022,0.4511,15,12
EXP_20260416_145848_25-2031.00_T1_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T1,0.5675,0.4963,0.8667,0.0712,0.469,15,13
EXP_20260416_145848_25-2031.00_T1_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T1,0.5937,0.4963,0.8667,0.0974,0.4821,15,13
EXP_20260416_145848_25-2031.00_T2_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T2,0.4959,0.517,0.9333,0.0211,0.4772,15,14
EXP_20260416_145848_25-2031.00_T2_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T2,0.5043,0.517,0.9333,0.0127,0.473,15,14
EXP_20260416_145848_25-2031.00_T3_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T3,0.5456,0.4417,0.9333,0.1039,0.5186,15,14
EXP_20260416_145848_25-2031.00_T3_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T3,0.5395,0.4417,0.8,0.0978,0.4489,15,12
EXP_20260416_145848_25-3011.00_T1_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T1,0.4769,0.4786,0.9333,0.0018,0.4676,15,14
EXP_20260416_145848_25-3011.00_T1_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T1,0.5709,0.4786,0.8667,0.0923,0.4795,15,13
EXP_20260416_145848_25-3011.00_T2_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T2,0.4766,0.517,1.0,0.0404,0.5202,15,15
EXP_20260416_145848_25-3011.00_T2_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T2,0.4905,0.517,0.9333,0.0265,0.4799,15,14
EXP_20260416_145848_25-3011.00_T3_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T3,0.7344,0.5438,0.8,0.1906,0.4953,15,12
EXP_20260416_145848_25-3011.00_T3_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T3,0.637,0.5438,0.8667,0.0932,0.4799,15,13
EXP_20260416_145848_27-1012.00_T1_male,27-1012.00,Craft Artists,male,T1,0.7411,0.7655,0.8667,0.0244,0.4456,15,13
EXP_20260416_145848_27-1012.00_T1_female,27-1012.00,Craft Artists,female,T1,0.6695,0.7655,0.8667,0.096,0.4814,15,13
EXP_20260416_145848_27-1012.00_T2_male,27-1012.00,Craft Artists,male,T2,0.6185,0.5062,0.8,0.1123,0.4561,15,12
EXP_20260416_145848_27-1012.00_T2_female,27-1012.00,Craft Artists,female,T2,0.6572,0.5062,0.8667,0.1511,0.5089,15,13
EXP_20260416_145848_27-1012.00_T3_male,27-1012.00,Craft Artists,male,T3,0.7005,0.8016,0.8,0.101,0.4505,15,12
EXP_20260416_145848_27-1012.00_T3_female,27-1012.00,Craft Artists,female,T3,0.6876,0.8016,0.8,0.1139,0.457,15,12
EXP_20260416_145848_27-1023.00_T1_male,27-1023.00,Floral Designers,male,T1,0.7646,0.5915,0.9333,0.1731,0.5532,15,14
EXP_20260416_145848_27-1023.00_T1_female,27-1023.00,Floral Designers,female,T1,0.6993,0.5915,0.9333,0.1078,0.5206,15,14
EXP_20260416_145848_27-1023.00_T2_male,27-1023.00,Floral Designers,male,T2,0.5597,0.6741,0.9333,0.1144,0.5239,15,14
EXP_20260416_145848_27-1023.00_T2_female,27-1023.00,Floral Designers,female,T2,0.5143,0.6741,1.0,0.1598,0.5799,15,15
EXP_20260416_145848_27-1023.00_T3_male,27-1023.00,Floral Designers,male,T3,0.7173,0.7635,0.8667,0.0462,0.4565,15,13
EXP_20260416_145848_27-1023.00_T3_female,27-1023.00,Floral Designers,female,T3,0.7499,0.7635,0.8667,0.0136,0.4401,15,13
EXP_20260416_145848_27-1024.00_T1_male,27-1024.00,Graphic Designers,male,T1,0.5929,0.7295,0.9333,0.1366,0.535,15,14
EXP_20260416_145848_27-1024.00_T1_female,27-1024.00,Graphic Designers,female,T1,0.6708,0.7295,0.8,0.0587,0.4294,15,12
EXP_20260416_145848_27-1024.00_T2_male,27-1024.00,Graphic Designers,male,T2,0.572,0.6873,0.9333,0.1153,0.5243,15,14
EXP_20260416_145848_27-1024.00_T2_female,27-1024.00,Graphic Designers,female,T2,0.739,0.6873,0.8,0.0517,0.4259,15,12
EXP_20260416_145848_27-1024.00_T3_male,27-1024.00,Graphic Designers,male,T3,0.7255,0.656,0.8,0.0694,0.4347,15,12
EXP_20260416_145848_27-1024.00_T3_female,27-1024.00,Graphic Designers,female,T3,0.7934,0.656,0.7333,0.1374,0.4353,15,11
EXP_20260416_145848_27-1025.00_T1_male,27-1025.00,Interior Designers,male,T1,0.6483,0.4866,0.8667,0.1618,0.5142,15,13
EXP_20260416_145848_27-1025.00_T1_female,27-1025.00,Interior Designers,female,T1,0.6084,0.4866,0.9333,0.1218,0.5275,15,14
EXP_20260416_145848_27-1025.00_T2_male,27-1025.00,Interior Designers,male,T2,0.6514,0.5233,0.8667,0.1281,0.4974,15,13
EXP_20260416_145848_27-1025.00_T2_female,27-1025.00,Interior Designers,female,T2,0.668,0.5233,0.8,0.1447,0.4724,15,12
EXP_20260416_145848_27-1025.00_T3_male,27-1025.00,Interior Designers,male,T3,0.6475,0.7192,0.8667,0.0717,0.4692,15,13
EXP_20260416_145848_27-1025.00_T3_female,27-1025.00,Interior Designers,female,T3,0.6463,0.7192,0.8,0.073,0.4365,15,12
EXP_20260416_145848_27-2012.04_T1_male,27-2012.04,Talent Directors,male,T1,0.5825,0.5748,0.9333,0.0076,0.4705,15,14
EXP_20260416_145848_27-2012.04_T1_female,27-2012.04,Talent Directors,female,T1,0.4676,0.5748,0.9333,0.1072,0.5202,15,14
EXP_20260416_145848_27-2012.04_T2_male,27-2012.04,Talent Directors,male,T2,0.5679,0.5571,0.8667,0.0109,0.4388,15,13
EXP_20260416_145848_27-2012.04_T2_female,27-2012.04,Talent Directors,female,T2,0.6515,0.5571,0.8,0.0944,0.4472,15,12
EXP_20260416_145848_27-2012.04_T3_male,27-2012.04,Talent Directors,male,T3,0.4574,0.4712,1.0,0.0137,0.5069,15,15
EXP_20260416_145848_27-2012.04_T3_female,27-2012.04,Talent Directors,female,T3,0.6413,0.4712,0.8,0.1701,0.4851,15,12
EXP_20260416_145848_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,male,T1,0.4875,0.4245,0.9333,0.063,0.4981,15,14
EXP_20260416_145848_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,female,T1,0.669,0.4245,0.7333,0.2445,0.4889,15,11
EXP_20260416_145848_27-2012.05_T2_male,27-2012.05,Media Technical Directors/Managers,male,T2,0.7092,0.5743,0.8,0.1349,0.4675,15,12
EXP_20260416_145848_27-2012.05_T2_female,27-2012.05,Media Technical Directors/Managers,female,T2,0.5667,0.5743,0.9333,0.0076,0.4705,15,14
EXP_20260416_145848_27-2012.05_T3_male,27-2012.05,Media Technical Directors/Managers,male,T3,0.5871,0.514,0.8667,0.073,0.4698,15,13
