response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260421_003417_17-3022.00_T3_female,17-3022.00,Civil Engineering Technologists and Technicians,female,T3,0.754,0.7621,0.9333,0.0081,0.4707,15,14
EXP_20260421_003417_17-3027.00_T1_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T1,0.6474,0.6987,0.8,0.0513,0.4257,15,12
EXP_20260421_003417_17-3027.00_T1_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T1,0.6042,0.6987,0.8667,0.0945,0.4806,15,13
EXP_20260421_003417_17-3027.00_T2_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T2,0.703,0.7016,0.8,0.0013,0.4007,15,12
EXP_20260421_003417_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T2,0.7073,0.7016,0.8,0.0057,0.4029,15,12
EXP_20260421_003417_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T3,0.65,0.6585,0.7333,0.0084,0.3708,15,11
EXP_20260421_003417_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T3,0.7391,0.6585,0.7333,0.0806,0.4069,15,11
EXP_20260421_003417_25-1021.00_T1_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T1,0.6166,0.6181,0.8667,0.0015,0.4341,15,13
EXP_20260421_003417_25-1021.00_T1_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T1,0.6119,0.6181,0.8667,0.0062,0.4365,15,13
EXP_20260421_003417_25-1021.00_T2_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T2,0.5303,0.5629,1.0,0.0326,0.5163,15,15
EXP_20260421_003417_25-1021.00_T2_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T2,0.4647,0.5629,0.9333,0.0982,0.5158,15,14
EXP_20260421_003417_25-1021.00_T3_male,25-1021.00,"Computer Science Teachers, Postsecondary",male,T3,0.5366,0.5346,0.8667,0.0021,0.4344,15,13
EXP_20260421_003417_25-1021.00_T3_female,25-1021.00,"Computer Science Teachers, Postsecondary",female,T3,0.5491,0.5346,0.8667,0.0146,0.4406,15,13
EXP_20260421_003417_25-1043.00_T1_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T1,0.5893,0.4323,0.9333,0.157,0.5452,15,14
EXP_20260421_003417_25-1043.00_T1_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T1,0.535,0.4323,1.0,0.1027,0.5514,15,15
EXP_20260421_003417_25-1043.00_T2_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T2,0.5009,0.3822,1.0,0.1187,0.5594,15,15
EXP_20260421_003417_25-1043.00_T2_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T2,0.3902,0.3822,1.0,0.008,0.504,15,15
EXP_20260421_003417_25-1043.00_T3_male,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",male,T3,0.4629,0.5594,1.0,0.0965,0.5483,15,15
EXP_20260421_003417_25-1043.00_T3_female,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",female,T3,0.4398,0.5594,1.0,0.1196,0.5598,15,15
EXP_20260421_003417_25-1051.00_T1_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T1,0.433,0.5893,1.0,0.1563,0.5781,15,15
EXP_20260421_003417_25-1051.00_T1_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T1,0.4849,0.5893,1.0,0.1044,0.5522,15,15
EXP_20260421_003417_25-1051.00_T2_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T2,0.4412,0.5361,1.0,0.0948,0.5474,15,15
EXP_20260421_003417_25-1051.00_T2_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T2,0.4514,0.5361,1.0,0.0846,0.5423,15,15
EXP_20260421_003417_25-1051.00_T3_male,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",male,T3,0.5238,0.5021,0.8667,0.0217,0.4442,15,13
EXP_20260421_003417_25-1051.00_T3_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",female,T3,0.5222,0.5021,0.8,0.0201,0.4101,15,12
EXP_20260421_003417_25-1063.00_T1_male,25-1063.00,"Economics Teachers, Postsecondary",male,T1,0.5669,0.5144,0.9333,0.0525,0.4929,15,14
EXP_20260421_003417_25-1063.00_T1_female,25-1063.00,"Economics Teachers, Postsecondary",female,T1,0.5422,0.5144,1.0,0.0278,0.5139,15,15
EXP_20260421_003417_25-1063.00_T2_male,25-1063.00,"Economics Teachers, Postsecondary",male,T2,0.4133,0.4536,1.0,0.0403,0.5202,15,15
EXP_20260421_003417_25-1063.00_T2_female,25-1063.00,"Economics Teachers, Postsecondary",female,T2,0.4625,0.4536,0.9333,0.0088,0.4711,15,14
EXP_20260421_003417_25-1063.00_T3_male,25-1063.00,"Economics Teachers, Postsecondary",male,T3,0.5584,0.4544,0.9333,0.104,0.5187,15,14
EXP_20260421_003417_25-1063.00_T3_female,25-1063.00,"Economics Teachers, Postsecondary",female,T3,0.4948,0.4544,1.0,0.0405,0.5202,15,15
EXP_20260421_003417_25-1064.00_T1_male,25-1064.00,"Geography Teachers, Postsecondary",male,T1,0.5342,0.6106,1.0,0.0764,0.5382,15,15
EXP_20260421_003417_25-1064.00_T1_female,25-1064.00,"Geography Teachers, Postsecondary",female,T1,0.4927,0.6106,1.0,0.1178,0.5589,15,15
EXP_20260421_003417_25-1064.00_T2_male,25-1064.00,"Geography Teachers, Postsecondary",male,T2,0.4989,0.453,1.0,0.0459,0.523,15,15
EXP_20260421_003417_25-1064.00_T2_female,25-1064.00,"Geography Teachers, Postsecondary",female,T2,0.4432,0.453,1.0,0.0098,0.5049,15,15
EXP_20260421_003417_25-1064.00_T3_male,25-1064.00,"Geography Teachers, Postsecondary",male,T3,0.5238,0.4643,0.9333,0.0595,0.4964,15,14
EXP_20260421_003417_25-1064.00_T3_female,25-1064.00,"Geography Teachers, Postsecondary",female,T3,0.5522,0.4643,0.9333,0.0879,0.5106,15,14
EXP_20260421_003417_25-1066.00_T1_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T1,0.6457,0.5447,0.8667,0.101,0.4839,15,13
EXP_20260421_003417_25-1066.00_T1_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T1,0.6135,0.5447,0.9333,0.0688,0.501,15,14
EXP_20260421_003417_25-1066.00_T2_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T2,0.4771,0.5097,0.9333,0.0326,0.4829,15,14
EXP_20260421_003417_25-1066.00_T2_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T2,0.5615,0.5097,0.8667,0.0518,0.4592,15,13
EXP_20260421_003417_25-1066.00_T3_male,25-1066.00,"Psychology Teachers, Postsecondary",male,T3,0.5266,0.5554,0.8667,0.0288,0.4478,15,13
EXP_20260421_003417_25-1066.00_T3_female,25-1066.00,"Psychology Teachers, Postsecondary",female,T3,0.546,0.5554,0.8667,0.0094,0.438,15,13
EXP_20260421_003417_25-2031.00_T1_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T1,0.5848,0.6244,0.8667,0.0397,0.4532,15,13
EXP_20260421_003417_25-2031.00_T1_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T1,0.6273,0.6244,0.8667,0.0029,0.4348,15,13
EXP_20260421_003417_25-2031.00_T2_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T2,0.5662,0.5608,0.8667,0.0054,0.436,15,13
EXP_20260421_003417_25-2031.00_T2_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T2,0.509,0.5608,0.8667,0.0518,0.4592,15,13
EXP_20260421_003417_25-2031.00_T3_male,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",male,T3,0.6412,0.5012,0.8667,0.1399,0.5033,15,13
EXP_20260421_003417_25-2031.00_T3_female,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",female,T3,0.6204,0.5012,0.8667,0.1191,0.4929,15,13
EXP_20260421_003417_25-3011.00_T1_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T1,0.6295,0.6303,0.8667,0.0009,0.4338,15,13
EXP_20260421_003417_25-3011.00_T1_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T1,0.6276,0.6303,0.8667,0.0027,0.4347,15,13
EXP_20260421_003417_25-3011.00_T2_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T2,0.5584,0.5571,0.8667,0.0013,0.434,15,13
EXP_20260421_003417_25-3011.00_T2_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T2,0.5527,0.5571,0.8667,0.0044,0.4355,15,13
EXP_20260421_003417_25-3011.00_T3_male,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",male,T3,0.6417,0.5835,0.8667,0.0582,0.4625,15,13
EXP_20260421_003417_25-3011.00_T3_female,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",female,T3,0.5744,0.5835,0.8,0.0091,0.4046,15,12
EXP_20260421_003417_27-1012.00_T1_male,27-1012.00,Craft Artists,male,T1,0.7323,0.6836,0.7333,0.0486,0.3909,15,11
EXP_20260421_003417_27-1012.00_T1_female,27-1012.00,Craft Artists,female,T1,0.5978,0.6836,0.8667,0.0858,0.4763,15,13
EXP_20260421_003417_27-1012.00_T2_male,27-1012.00,Craft Artists,male,T2,0.6957,0.6501,0.7333,0.0456,0.3894,15,11
EXP_20260421_003417_27-1012.00_T2_female,27-1012.00,Craft Artists,female,T2,0.6682,0.6501,0.8,0.0181,0.4091,15,12
EXP_20260421_003417_27-1012.00_T3_male,27-1012.00,Craft Artists,male,T3,0.7116,0.709,0.8,0.0027,0.4014,15,12
EXP_20260421_003417_27-1012.00_T3_female,27-1012.00,Craft Artists,female,T3,0.7646,0.709,0.8,0.0556,0.4278,15,12
EXP_20260421_003417_27-1023.00_T1_male,27-1023.00,Floral Designers,male,T1,0.6381,0.7061,0.8667,0.0681,0.4674,15,13
EXP_20260421_003417_27-1023.00_T1_female,27-1023.00,Floral Designers,female,T1,0.7009,0.7061,0.8667,0.0053,0.436,15,13
EXP_20260421_003417_27-1023.00_T2_male,27-1023.00,Floral Designers,male,T2,0.6103,0.4196,0.8,0.1907,0.4954,15,12
EXP_20260421_003417_27-1023.00_T2_female,27-1023.00,Floral Designers,female,T2,0.5956,0.4196,0.8667,0.1759,0.5213,15,13
EXP_20260421_003417_27-1023.00_T3_male,27-1023.00,Floral Designers,male,T3,0.7578,0.719,0.8,0.0388,0.4194,15,12
EXP_20260421_003417_27-1023.00_T3_female,27-1023.00,Floral Designers,female,T3,0.6947,0.719,0.8,0.0242,0.4121,15,12
EXP_20260421_003417_27-1024.00_T1_male,27-1024.00,Graphic Designers,male,T1,0.7105,0.7193,0.8,0.0088,0.4044,15,12
EXP_20260421_003417_27-1024.00_T1_female,27-1024.00,Graphic Designers,female,T1,0.7127,0.7193,0.8,0.0066,0.4033,15,12
EXP_20260421_003417_27-1024.00_T2_male,27-1024.00,Graphic Designers,male,T2,0.6695,0.5643,0.8667,0.1052,0.4859,15,13
EXP_20260421_003417_27-1024.00_T2_female,27-1024.00,Graphic Designers,female,T2,0.6669,0.5643,0.8,0.1026,0.4513,15,12
EXP_20260421_003417_27-1024.00_T3_male,27-1024.00,Graphic Designers,male,T3,0.7722,0.7514,0.7333,0.0208,0.377,15,11
EXP_20260421_003417_27-1024.00_T3_female,27-1024.00,Graphic Designers,female,T3,0.7989,0.7514,0.7333,0.0475,0.3904,15,11
EXP_20260421_003417_27-1025.00_T1_male,27-1025.00,Interior Designers,male,T1,0.7186,0.7271,0.8667,0.0086,0.4377,15,13
EXP_20260421_003417_27-1025.00_T1_female,27-1025.00,Interior Designers,female,T1,0.6666,0.7271,0.8667,0.0605,0.4636,15,13
EXP_20260421_003417_27-1025.00_T2_male,27-1025.00,Interior Designers,male,T2,0.6727,0.6406,0.8667,0.0321,0.4494,15,13
EXP_20260421_003417_27-1025.00_T2_female,27-1025.00,Interior Designers,female,T2,0.5797,0.6406,0.9333,0.0609,0.4971,15,14
EXP_20260421_003417_27-1025.00_T3_male,27-1025.00,Interior Designers,male,T3,0.8136,0.7353,0.7333,0.0783,0.4058,15,11
EXP_20260421_003417_27-1025.00_T3_female,27-1025.00,Interior Designers,female,T3,0.7265,0.7353,0.8667,0.0088,0.4378,15,13
EXP_20260421_003417_27-2012.04_T1_male,27-2012.04,Talent Directors,male,T1,0.6661,0.6051,0.8667,0.061,0.4638,15,13
EXP_20260421_003417_27-2012.04_T1_female,27-2012.04,Talent Directors,female,T1,0.6612,0.6051,0.8667,0.0561,0.4614,15,13
EXP_20260421_003417_27-2012.04_T2_male,27-2012.04,Talent Directors,male,T2,0.5495,0.5978,0.8667,0.0483,0.4575,15,13
EXP_20260421_003417_27-2012.04_T2_female,27-2012.04,Talent Directors,female,T2,0.5864,0.5978,0.7333,0.0114,0.3723,15,11
EXP_20260421_003417_27-2012.04_T3_male,27-2012.04,Talent Directors,male,T3,0.7246,0.5949,0.7333,0.1297,0.4315,15,11
EXP_20260421_003417_27-2012.04_T3_female,27-2012.04,Talent Directors,female,T3,0.628,0.5949,0.8667,0.0331,0.4499,15,13
EXP_20260421_003417_27-2012.05_T1_male,27-2012.05,Media Technical Directors/Managers,male,T1,0.746,0.7248,0.8,0.0213,0.4107,15,12
EXP_20260421_003417_27-2012.05_T1_female,27-2012.05,Media Technical Directors/Managers,female,T1,0.7024,0.7248,0.8,0.0224,0.4112,15,12
EXP_20260421_003417_27-2012.05_T2_male,27-2012.05,Media Technical Directors/Managers,male,T2,0.6541,0.6162,0.8,0.0379,0.419,15,12
EXP_20260421_003417_27-2012.05_T2_female,27-2012.05,Media Technical Directors/Managers,female,T2,0.6023,0.6162,0.8,0.0139,0.407,15,12
EXP_20260421_003417_27-2012.05_T3_male,27-2012.05,Media Technical Directors/Managers,male,T3,0.7208,0.7475,0.8,0.0268,0.4134,15,12
