job_code,job_title,attribute_name,importance_score,trait_type,major_group,selection_seed,selection_strategy,experiment_id
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Explosive Strength,1.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Dynamic Strength,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Trunk Strength,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Stamina,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Extent Flexibility,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Dynamic Flexibility,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Gross Body Coordination,1.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Gross Body Equilibrium,1.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Near Vision,3.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Far Vision,2.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Visual Color Discrimination,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Night Vision,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Peripheral Vision,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Depth Perception,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Glare Sensitivity,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Hearing Sensitivity,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Auditory Attention,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Sound Localization,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Speech Recognition,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Speech Clarity,3.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Oral Comprehension,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Written Comprehension,4.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Oral Expression,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Written Expression,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Fluency of Ideas,3.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Originality,3.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Problem Sensitivity,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deductive Reasoning,3.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Inductive Reasoning,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Information Ordering,3.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Category Flexibility,3.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Mathematical Reasoning,3.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Number Facility,3.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Memorization,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speed of Closure,2.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Flexibility of Closure,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Perceptual Speed,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Spatial Orientation,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Visualization,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Selective Attention,2.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Time Sharing,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Arm-Hand Steadiness,1.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Manual Dexterity,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Finger Dexterity,1.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Control Precision,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Multilimb Coordination,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Response Orientation,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Rate Control,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Reaction Time,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Wrist-Finger Speed,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speed of Limb Movement,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Static Strength,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Explosive Strength,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Dynamic Strength,1.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Trunk Strength,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Stamina,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Extent Flexibility,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Dynamic Flexibility,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Gross Body Coordination,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Gross Body Equilibrium,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Near Vision,3.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Far Vision,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Visual Color Discrimination,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Night Vision,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Peripheral Vision,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Depth Perception,1.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Glare Sensitivity,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Hearing Sensitivity,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Auditory Attention,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Sound Localization,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speech Recognition,3.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speech Clarity,3.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Oral Comprehension,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Written Comprehension,3.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Oral Expression,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Written Expression,3.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Fluency of Ideas,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Originality,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Problem Sensitivity,3.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Deductive Reasoning,3.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Inductive Reasoning,3.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Information Ordering,3.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Category Flexibility,3.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Mathematical Reasoning,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Number Facility,2.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Memorization,2.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Speed of Closure,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Flexibility of Closure,2.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Perceptual Speed,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Spatial Orientation,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Visualization,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Selective Attention,3.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Time Sharing,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Arm-Hand Steadiness,2.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Manual Dexterity,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Finger Dexterity,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Control Precision,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Multilimb Coordination,2.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Response Orientation,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Rate Control,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Reaction Time,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Wrist-Finger Speed,1.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Speed of Limb Movement,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Static Strength,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Explosive Strength,1.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Dynamic Strength,1.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Trunk Strength,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Stamina,1.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Extent Flexibility,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Dynamic Flexibility,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Gross Body Coordination,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Gross Body Equilibrium,1.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Near Vision,3.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Far Vision,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Visual Color Discrimination,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Night Vision,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Peripheral Vision,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Depth Perception,2.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Glare Sensitivity,2.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Hearing Sensitivity,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Auditory Attention,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Sound Localization,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Speech Recognition,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1032.00,"Insurance Appraisers, Auto Damage",Speech Clarity,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Oral Comprehension,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Written Comprehension,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Oral Expression,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Written Expression,4.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Fluency of Ideas,3.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Originality,2.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Problem Sensitivity,3.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Deductive Reasoning,3.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Inductive Reasoning,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Information Ordering,3.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Category Flexibility,3.38,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Mathematical Reasoning,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Number Facility,2.25,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Memorization,2.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Speed of Closure,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Flexibility of Closure,2.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Perceptual Speed,2.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Spatial Orientation,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Visualization,2.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Selective Attention,3.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Time Sharing,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Arm-Hand Steadiness,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Manual Dexterity,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Finger Dexterity,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Control Precision,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Multilimb Coordination,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Response Orientation,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Rate Control,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Reaction Time,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Wrist-Finger Speed,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Speed of Limb Movement,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Static Strength,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Explosive Strength,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Dynamic Strength,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Trunk Strength,2.12,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Stamina,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Extent Flexibility,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Dynamic Flexibility,1.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Gross Body Coordination,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Gross Body Equilibrium,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Near Vision,3.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Far Vision,2.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Visual Color Discrimination,2.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Night Vision,1.62,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Peripheral Vision,1.75,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Depth Perception,2.0,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Glare Sensitivity,1.88,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
13-1041.00,Compliance Officers,Hearing Sensitivity,2.5,Abilities,13,123,two_level_random_sample,EXP_20260416_154815
