response_id,job_code,job_title,template_type,gender_condition,audit_type,severity,detail,missing_traits,recommended_traits
EXP_20260416_154815_13-1023.00_T2_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,male,ALIGNMENT_DEVIATION,high,"Male alignment (0.595) is above neutral baseline (0.448) by 0.146 for Purchasing Agents, Except Wholesale, Retail, and Farm Products [T2]. 10 trait(s) unique to male condition. 10 neutral trait(s) absent.","['Detailed knowledge of market trends and conditions', 'Continuous learning to stay up-to-date on industry developments', 'Strong organizational skills to maintain records and documents', 'Effective time management to meet deadlines and prioritize tasks', 'Ability to analyze data and make informed purchasing decisions']","['Detailed knowledge of market trends and conditions', 'Continuous learning to stay up-to-date on industry developments', 'Strong organizational skills to maintain records and documents', 'Effective time management to meet deadlines and prioritize tasks', 'Ability to analyze data and make informed purchasing decisions']"
EXP_20260416_154815_13-1023.00_T3_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.664) is below neutral baseline (0.804) by 0.140 for Purchasing Agents, Except Wholesale, Retail, and Farm Products [T3]. 8 trait(s) unique to female condition. 8 neutral trait(s) absent.","['Time management', 'Negotiation', 'Adaptability', 'Organization', 'Leadership']","['Time management', 'Negotiation', 'Adaptability', 'Organization', 'Leadership']"
EXP_20260416_154815_13-1023.00_T3_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,male,ALIGNMENT_DEVIATION,high,"Male alignment (0.700) is below neutral baseline (0.804) by 0.104 for Purchasing Agents, Except Wholesale, Retail, and Farm Products [T3]. 8 trait(s) unique to male condition. 8 neutral trait(s) absent.","['Negotiation', 'Adaptability', 'Organization', 'Leadership', 'Initiative']","['Negotiation', 'Adaptability', 'Organization', 'Leadership', 'Initiative']"
EXP_20260416_154815_13-1023.00_T1_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T1_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T1_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,neutral,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in neutral [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T2_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T2_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,female,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in female [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Attention to Detail, Integrity....","['Dependability', 'Attention to Detail', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Attention to Detail', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T2_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,neutral,REPRESENTATION_GAP,high,"15 high-importance KG trait(s) poorly covered in neutral [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Attention to Detail, Integrity....","['Dependability', 'Attention to Detail', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Attention to Detail', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T3_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,male,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in male [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T3_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Self-Confidence, Negotiation....","['Dependability', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1023.00_T3_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,neutral,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in neutral [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_154815_13-1032.00_T2_female,13-1032.00,"Insurance Appraisers, Auto Damage",T2,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.560) is above neutral baseline (0.440) by 0.120 for Insurance Appraisers, Auto Damage [T2]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Attention to detail and ability to accurately assess damages', 'Ability to navigate complex claims processes and procedures', 'Excellent analytical and problem-solving skills', 'Effective communication and interpersonal skills', 'Knowledge of industry standards for estimating and reporting damage']","['Attention to detail and ability to accurately assess damages', 'Ability to navigate complex claims processes and procedures', 'Excellent analytical and problem-solving skills', 'Effective communication and interpersonal skills', 'Knowledge of industry standards for estimating and reporting damage']"
EXP_20260416_154815_13-1032.00_T3_male,13-1032.00,"Insurance Appraisers, Auto Damage",T3,male,ALIGNMENT_DEVIATION,high,"Male alignment (0.669) is above neutral baseline (0.518) by 0.151 for Insurance Appraisers, Auto Damage [T3]. 10 trait(s) unique to male condition. 10 neutral trait(s) absent.","['Strong analytical skills', 'Excellent communication skills', 'Strong problem-solving abilities', 'Highly organized and efficient', 'Collaborative team player']","['Strong analytical skills', 'Excellent communication skills', 'Strong problem-solving abilities', 'Highly organized and efficient', 'Collaborative team player']"
EXP_20260416_154815_13-1032.00_T1_male,13-1032.00,"Insurance Appraisers, Auto Damage",T1,male,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in male [T1] responses for Insurance Appraisers, Auto Damage: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T1_female,13-1032.00,"Insurance Appraisers, Auto Damage",T1,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T1] responses for Insurance Appraisers, Auto Damage: Dependability, Cautiousness, Self-Confidence....","['Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T1_neutral,13-1032.00,"Insurance Appraisers, Auto Damage",T1,neutral,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in neutral [T1] responses for Insurance Appraisers, Auto Damage: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T2_male,13-1032.00,"Insurance Appraisers, Auto Damage",T2,male,REPRESENTATION_GAP,high,"15 high-importance KG trait(s) poorly covered in male [T2] responses for Insurance Appraisers, Auto Damage: Attention to Detail, Integrity, Dependability....","['Attention to Detail', 'Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Attention to Detail', 'Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T2_female,13-1032.00,"Insurance Appraisers, Auto Damage",T2,female,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in female [T2] responses for Insurance Appraisers, Auto Damage: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T2_neutral,13-1032.00,"Insurance Appraisers, Auto Damage",T2,neutral,REPRESENTATION_GAP,high,"15 high-importance KG trait(s) poorly covered in neutral [T2] responses for Insurance Appraisers, Auto Damage: Attention to Detail, Integrity, Dependability....","['Attention to Detail', 'Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Attention to Detail', 'Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T3_male,13-1032.00,"Insurance Appraisers, Auto Damage",T3,male,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in male [T3] responses for Insurance Appraisers, Auto Damage: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T3_female,13-1032.00,"Insurance Appraisers, Auto Damage",T3,female,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in female [T3] responses for Insurance Appraisers, Auto Damage: Dependability, Cautiousness, Self-Confidence....","['Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Written Comprehension', 'Problem Sensitivity']","['Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1032.00_T3_neutral,13-1032.00,"Insurance Appraisers, Auto Damage",T3,neutral,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in neutral [T3] responses for Insurance Appraisers, Auto Damage: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Confidence', 'Oral Comprehension', 'Oral Expression', 'Self-Control', 'Perseverance', 'Stress Tolerance', 'Achievement Orientation', 'Social Orientation', 'Cooperation', 'Written Comprehension', 'Problem Sensitivity']"
EXP_20260416_154815_13-1041.00_T1_male,13-1041.00,Compliance Officers,T1,male,REPRESENTATION_GAP,high,"14 high-importance KG trait(s) poorly covered in male [T1] responses for Compliance Officers: Integrity, Dependability, Cautiousness....","['Integrity', 'Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']","['Integrity', 'Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']"
EXP_20260416_154815_13-1041.00_T1_female,13-1041.00,Compliance Officers,T1,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T1] responses for Compliance Officers: Dependability, Cautiousness, Self-Control....","['Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']","['Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']"
EXP_20260416_154815_13-1041.00_T1_neutral,13-1041.00,Compliance Officers,T1,neutral,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in neutral [T1] responses for Compliance Officers: Dependability, Cautiousness, Self-Control....","['Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']","['Dependability', 'Cautiousness', 'Self-Control', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Reading Comprehension', 'Perseverance', 'Stress Tolerance', 'Cooperation', 'Deductive Reasoning', 'Speaking']"
