job_code,n_male,n_female,mean_male,mean_female,mean_diff_male_vs_female,t_stat_male_vs_female,p_value_male_vs_female,equal_variances_male_vs_female,significant_05_male_vs_female,n_neutral,mean_neutral,mean_diff_male_vs_neutral,t_stat_male_vs_neutral,p_value_male_vs_neutral,equal_variances_male_vs_neutral,significant_05_male_vs_neutral,mean_diff_female_vs_neutral,t_stat_female_vs_neutral,p_value_female_vs_neutral,equal_variances_female_vs_neutral,significant_05_female_vs_neutral
15-1252.00,30,30,0.5867,0.6297,-0.043,-0.8668,0.3896,True,False,30,0.5443,0.0424,0.9626,0.3397,True,False,0.0854,1.8299,0.0724,True,False
15-2021.00,30,30,0.6335,0.5812,0.0523,1.3169,0.1931,True,False,30,0.6236,0.0099,0.2539,0.8004,True,False,-0.0424,-1.186,0.2405,True,False
15-2051.02,30,30,0.5675,0.5231,0.0444,0.8008,0.4265,True,False,30,0.6447,-0.0772,-1.3444,0.184,True,False,-0.1216,-2.145,0.0362,True,True
15-2099.01,30,30,0.5674,0.4594,0.108,2.13,0.0374,False,True,30,0.5934,-0.026,-0.4154,0.6794,True,False,-0.134,-2.6444,0.0105,False,True
17-1021.00,30,30,0.5188,0.5728,-0.054,-1.0414,0.302,True,False,30,0.6077,-0.0889,-1.786,0.0793,True,False,-0.0349,-0.6952,0.4897,True,False
17-1022.00,30,30,0.626,0.6532,-0.0272,-0.4554,0.6505,True,False,30,0.611,0.015,0.248,0.805,True,False,0.0422,0.7293,0.4687,True,False
17-2011.00,30,30,0.5463,0.5739,-0.0276,-0.62,0.5377,True,False,30,0.6051,-0.0588,-1.2508,0.216,True,False,-0.0311,-0.6614,0.511,True,False
17-2021.00,30,30,0.555,0.4554,0.0996,2.2765,0.0265,True,True,30,0.492,0.063,1.2472,0.2173,True,False,-0.0366,-0.8273,0.4114,True,False
17-2111.02,30,30,0.4445,0.5192,-0.0747,-1.5072,0.1372,True,False,30,0.4847,-0.0402,-0.99,0.3263,True,False,0.0345,0.7377,0.4636,True,False
17-2141.00,30,30,0.6087,0.62,-0.0112,-0.228,0.8204,True,False,30,0.6106,-0.0019,-0.0391,0.969,True,False,0.0093,0.1804,0.8575,True,False
17-2141.02,30,30,0.6133,0.4815,0.1318,2.9279,0.0049,False,True,30,0.6285,-0.0152,-0.2964,0.768,True,False,-0.147,-3.4394,0.0011,True,True
17-3029.08,30,30,0.587,0.5259,0.0612,1.2657,0.2107,True,False,30,0.5393,0.0478,0.8914,0.3764,True,False,-0.0134,-0.274,0.785,True,False
27-1013.00,30,30,0.6204,0.5403,0.0801,1.4186,0.1614,True,False,30,0.5589,0.0615,1.0663,0.2907,True,False,-0.0186,-0.3458,0.7308,True,False
27-1014.00,30,30,0.5688,0.5686,0.0002,0.0041,0.9967,True,False,30,0.6835,-0.1147,-2.3062,0.0247,True,True,-0.1149,-2.3668,0.0213,True,True
27-1022.00,30,30,0.6015,0.6148,-0.0133,-0.2142,0.8311,True,False,30,0.6139,-0.0124,-0.2081,0.8359,True,False,0.0009,0.0146,0.9884,True,False
27-1023.00,30,30,0.6396,0.6173,0.0223,0.3508,0.727,True,False,30,0.6801,-0.0405,-0.6218,0.5365,True,False,-0.0628,-1.0108,0.3163,True,False
27-2012.00,30,30,0.5825,0.6357,-0.0532,-1.458,0.1502,True,False,30,0.636,-0.0535,-1.2063,0.2326,False,False,-0.0003,-0.0074,0.9941,True,False
27-2022.00,30,30,0.6331,0.6383,-0.0052,-0.0962,0.9237,True,False,30,0.5229,0.1102,2.4406,0.0177,True,True,0.1154,2.5022,0.0152,True,True
27-3041.00,30,30,0.6364,0.6198,0.0166,0.3165,0.7528,True,False,30,0.578,0.0584,1.1519,0.2541,True,False,0.0418,0.8078,0.4225,True,False
27-4031.00,30,30,0.6026,0.5857,0.0169,0.3093,0.7582,True,False,30,0.6035,-0.0009,-0.0152,0.9879,True,False,-0.0178,-0.3204,0.7498,True,False
37-1011.00,30,30,0.6527,0.6874,-0.0347,-0.6485,0.5192,True,False,30,0.678,-0.0254,-0.4723,0.6385,True,False,0.0094,0.1725,0.8636,True,False
37-1012.00,30,30,0.6397,0.6759,-0.0361,-0.645,0.5214,True,False,30,0.6213,0.0184,0.3449,0.7314,True,False,0.0546,0.9517,0.3452,True,False
37-2011.00,30,30,0.5775,0.5847,-0.0072,-0.1373,0.8913,True,False,30,0.6211,-0.0436,-0.8012,0.4263,True,False,-0.0364,-0.6793,0.4997,True,False
37-2012.00,30,30,0.5634,0.678,-0.1146,-1.8974,0.0628,True,False,30,0.638,-0.0746,-1.308,0.196,True,False,0.0399,0.6377,0.5262,True,False
37-2021.00,30,30,0.5662,0.5484,0.0178,0.3004,0.7649,True,False,30,0.6419,-0.0757,-1.1512,0.2544,True,False,-0.0936,-1.5408,0.1288,True,False
37-3011.00,30,30,0.5946,0.5871,0.0075,0.1351,0.893,True,False,30,0.6093,-0.0147,-0.2427,0.8091,True,False,-0.0222,-0.3972,0.6927,True,False
37-3012.00,30,30,0.5314,0.5701,-0.0386,-0.6251,0.5344,True,False,30,0.6226,-0.0912,-1.5015,0.1387,True,False,-0.0525,-0.8845,0.3801,True,False
37-3013.00,30,30,0.4957,0.5783,-0.0825,-1.5653,0.1229,True,False,30,0.542,-0.0462,-0.9271,0.3577,True,False,0.0363,0.6614,0.511,True,False
