response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260416_175956_13-1041.00_T3_female,13-1041.00,Compliance Officers,female,T3,0.6215,0.7116,0.8667,0.0901,0.4784,15,13
EXP_20260416_175956_13-1041.07_T1_male,13-1041.07,Regulatory Affairs Specialists,male,T1,0.5882,0.5393,0.9333,0.0489,0.4911,15,14
EXP_20260416_175956_13-1041.07_T1_female,13-1041.07,Regulatory Affairs Specialists,female,T1,0.4999,0.5393,0.9333,0.0394,0.4864,15,14
EXP_20260416_175956_13-1041.07_T2_male,13-1041.07,Regulatory Affairs Specialists,male,T2,0.451,0.6933,0.9333,0.2423,0.5878,15,14
EXP_20260416_175956_13-1041.07_T2_female,13-1041.07,Regulatory Affairs Specialists,female,T2,0.5155,0.6933,0.9333,0.1778,0.5555,15,14
EXP_20260416_175956_13-1041.07_T3_male,13-1041.07,Regulatory Affairs Specialists,male,T3,0.526,0.6438,0.8667,0.1178,0.4923,15,13
EXP_20260416_175956_13-1041.07_T3_female,13-1041.07,Regulatory Affairs Specialists,female,T3,0.4829,0.6438,0.9333,0.1609,0.5471,15,14
EXP_20260416_175956_13-1131.00_T1_male,13-1131.00,Fundraisers,male,T1,0.4192,0.4913,1.0,0.0721,0.5361,15,15
EXP_20260416_175956_13-1131.00_T1_female,13-1131.00,Fundraisers,female,T1,0.56,0.4913,0.9333,0.0686,0.501,15,14
EXP_20260416_175956_13-1131.00_T2_male,13-1131.00,Fundraisers,male,T2,0.5429,0.5008,1.0,0.0421,0.5211,15,15
EXP_20260416_175956_13-1131.00_T2_female,13-1131.00,Fundraisers,female,T2,0.4849,0.5008,0.9333,0.0158,0.4746,15,14
EXP_20260416_175956_13-1131.00_T3_male,13-1131.00,Fundraisers,male,T3,0.6692,0.7071,0.6667,0.0379,0.3523,15,10
EXP_20260416_175956_13-1131.00_T3_female,13-1131.00,Fundraisers,female,T3,0.5243,0.7071,0.9333,0.1828,0.5581,15,14
EXP_20260416_175956_13-1161.00_T1_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T1,0.6083,0.518,0.9333,0.0903,0.5118,15,14
EXP_20260416_175956_13-1161.00_T1_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T1,0.6226,0.518,0.9333,0.1045,0.5189,15,14
EXP_20260416_175956_13-1161.00_T2_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T2,0.562,0.6165,1.0,0.0545,0.5272,15,15
EXP_20260416_175956_13-1161.00_T2_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T2,0.6322,0.6165,0.8667,0.0158,0.4413,15,13
EXP_20260416_175956_13-1161.00_T3_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T3,0.7524,0.6677,0.8667,0.0846,0.4757,15,13
EXP_20260416_175956_13-1161.00_T3_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T3,0.7136,0.6677,0.8667,0.0459,0.4563,15,13
EXP_20260416_175956_13-1199.04_T1_male,13-1199.04,Business Continuity Planners,male,T1,0.5264,0.6448,0.9333,0.1183,0.5258,15,14
EXP_20260416_175956_13-1199.04_T1_female,13-1199.04,Business Continuity Planners,female,T1,0.6474,0.6448,0.8667,0.0027,0.4347,15,13
EXP_20260416_175956_13-1199.04_T2_male,13-1199.04,Business Continuity Planners,male,T2,0.4885,0.512,0.9333,0.0235,0.4784,15,14
EXP_20260416_175956_13-1199.04_T2_female,13-1199.04,Business Continuity Planners,female,T2,0.4468,0.512,0.9333,0.0652,0.4993,15,14
EXP_20260416_175956_13-1199.04_T3_male,13-1199.04,Business Continuity Planners,male,T3,0.5655,0.5322,0.9333,0.0333,0.4833,15,14
EXP_20260416_175956_13-1199.04_T3_female,13-1199.04,Business Continuity Planners,female,T3,0.5834,0.5322,0.8,0.0511,0.4256,15,12
EXP_20260416_175956_13-2053.00_T1_male,13-2053.00,Insurance Underwriters,male,T1,0.6714,0.6103,0.9333,0.0611,0.4972,15,14
EXP_20260416_175956_13-2053.00_T1_female,13-2053.00,Insurance Underwriters,female,T1,0.6429,0.6103,0.9333,0.0326,0.4829,15,14
EXP_20260416_175956_13-2053.00_T2_male,13-2053.00,Insurance Underwriters,male,T2,0.5219,0.5505,0.9333,0.0286,0.4809,15,14
EXP_20260416_175956_13-2053.00_T2_female,13-2053.00,Insurance Underwriters,female,T2,0.5211,0.5505,0.9333,0.0295,0.4814,15,14
EXP_20260416_175956_13-2053.00_T3_male,13-2053.00,Insurance Underwriters,male,T3,0.6772,0.5526,0.9333,0.1247,0.529,15,14
EXP_20260416_175956_13-2053.00_T3_female,13-2053.00,Insurance Underwriters,female,T3,0.6892,0.5526,0.9333,0.1367,0.535,15,14
EXP_20260416_175956_19-1021.00_T1_male,19-1021.00,Biochemists and Biophysicists,male,T1,0.4695,0.5721,0.9333,0.1026,0.518,15,14
EXP_20260416_175956_19-1021.00_T1_female,19-1021.00,Biochemists and Biophysicists,female,T1,0.5085,0.5721,0.8667,0.0636,0.4652,15,13
EXP_20260416_175956_19-1021.00_T2_male,19-1021.00,Biochemists and Biophysicists,male,T2,0.5994,0.4913,0.8667,0.1082,0.4874,15,13
EXP_20260416_175956_19-1021.00_T2_female,19-1021.00,Biochemists and Biophysicists,female,T2,0.4471,0.4913,1.0,0.0442,0.5221,15,15
EXP_20260416_175956_19-1021.00_T3_male,19-1021.00,Biochemists and Biophysicists,male,T3,0.7132,0.7132,0.7333,0.0,0.3666,15,11
EXP_20260416_175956_19-1021.00_T3_female,19-1021.00,Biochemists and Biophysicists,female,T3,0.6008,0.7132,0.8,0.1124,0.4562,15,12
EXP_20260416_175956_19-1022.00_T1_male,19-1022.00,Microbiologists,male,T1,0.6998,0.5293,0.8667,0.1705,0.5186,15,13
EXP_20260416_175956_19-1022.00_T1_female,19-1022.00,Microbiologists,female,T1,0.5589,0.5293,0.9333,0.0297,0.4815,15,14
EXP_20260416_175956_19-1022.00_T2_male,19-1022.00,Microbiologists,male,T2,0.4326,0.4762,1.0,0.0436,0.5218,15,15
EXP_20260416_175956_19-1022.00_T2_female,19-1022.00,Microbiologists,female,T2,0.4776,0.4762,0.9333,0.0014,0.4673,15,14
EXP_20260416_175956_19-1022.00_T3_male,19-1022.00,Microbiologists,male,T3,0.5274,0.7219,0.8667,0.1945,0.5306,15,13
EXP_20260416_175956_19-1022.00_T3_female,19-1022.00,Microbiologists,female,T3,0.6396,0.7219,0.8667,0.0822,0.4745,15,13
EXP_20260416_175956_19-1029.01_T1_male,19-1029.01,Bioinformatics Scientists,male,T1,0.3931,0.4494,1.0,0.0564,0.5282,15,15
EXP_20260416_175956_19-1029.01_T1_female,19-1029.01,Bioinformatics Scientists,female,T1,0.4942,0.4494,0.9333,0.0448,0.489,15,14
EXP_20260416_175956_19-1029.01_T2_male,19-1029.01,Bioinformatics Scientists,male,T2,0.3935,0.418,1.0,0.0246,0.5123,15,15
EXP_20260416_175956_19-1029.01_T2_female,19-1029.01,Bioinformatics Scientists,female,T2,0.4089,0.418,1.0,0.0092,0.5046,15,15
EXP_20260416_175956_19-1029.01_T3_male,19-1029.01,Bioinformatics Scientists,male,T3,0.4275,0.455,1.0,0.0275,0.5138,15,15
EXP_20260416_175956_19-1029.01_T3_female,19-1029.01,Bioinformatics Scientists,female,T3,0.4616,0.455,0.9333,0.0066,0.47,15,14
EXP_20260416_175956_19-1029.04_T1_male,19-1029.04,Biologists,male,T1,0.6705,0.4629,0.8667,0.2076,0.5372,15,13
EXP_20260416_175956_19-1029.04_T1_female,19-1029.04,Biologists,female,T1,0.7106,0.4629,0.8,0.2478,0.5239,15,12
EXP_20260416_175956_19-1029.04_T2_male,19-1029.04,Biologists,male,T2,0.5079,0.5259,0.9333,0.0179,0.4756,15,14
EXP_20260416_175956_19-1029.04_T2_female,19-1029.04,Biologists,female,T2,0.5061,0.5259,1.0,0.0197,0.5099,15,15
EXP_20260416_175956_19-1029.04_T3_male,19-1029.04,Biologists,male,T3,0.6598,0.7415,0.8,0.0817,0.4409,15,12
EXP_20260416_175956_19-1029.04_T3_female,19-1029.04,Biologists,female,T3,0.7461,0.7415,0.8667,0.0046,0.4357,15,13
EXP_20260416_175956_19-2032.00_T1_male,19-2032.00,Materials Scientists,male,T1,0.6264,0.5714,0.8667,0.055,0.4609,15,13
EXP_20260416_175956_19-2032.00_T1_female,19-2032.00,Materials Scientists,female,T1,0.5203,0.5714,0.9333,0.0511,0.4922,15,14
EXP_20260416_175956_19-2032.00_T2_male,19-2032.00,Materials Scientists,male,T2,0.5019,0.5159,0.9333,0.014,0.4737,15,14
EXP_20260416_175956_19-2032.00_T2_female,19-2032.00,Materials Scientists,female,T2,0.5484,0.5159,0.8,0.0324,0.4162,15,12
EXP_20260416_175956_19-2032.00_T3_male,19-2032.00,Materials Scientists,male,T3,0.5273,0.5465,0.9333,0.0192,0.4763,15,14
EXP_20260416_175956_19-2032.00_T3_female,19-2032.00,Materials Scientists,female,T3,0.6571,0.5465,0.8,0.1106,0.4553,15,12
EXP_20260416_175956_19-3011.00_T1_male,19-3011.00,Economists,male,T1,0.438,0.4762,0.9333,0.0381,0.4857,15,14
EXP_20260416_175956_19-3011.00_T1_female,19-3011.00,Economists,female,T1,0.5128,0.4762,0.8667,0.0367,0.4517,15,13
EXP_20260416_175956_19-3011.00_T2_male,19-3011.00,Economists,male,T2,0.4983,0.4943,1.0,0.004,0.502,15,15
EXP_20260416_175956_19-3011.00_T2_female,19-3011.00,Economists,female,T2,0.482,0.4943,0.9333,0.0123,0.4728,15,14
EXP_20260416_175956_19-3011.00_T3_male,19-3011.00,Economists,male,T3,0.7044,0.5027,0.8667,0.2017,0.5342,15,13
EXP_20260416_175956_19-3011.00_T3_female,19-3011.00,Economists,female,T3,0.583,0.5027,0.9333,0.0803,0.5068,15,14
EXP_20260416_175956_19-3091.00_T1_male,19-3091.00,Anthropologists and Archeologists,male,T1,0.6229,0.6728,0.8667,0.0499,0.4583,15,13
EXP_20260416_175956_19-3091.00_T1_female,19-3091.00,Anthropologists and Archeologists,female,T1,0.6321,0.6728,0.9333,0.0407,0.487,15,14
EXP_20260416_175956_19-3091.00_T2_male,19-3091.00,Anthropologists and Archeologists,male,T2,0.5909,0.5816,0.8,0.0093,0.4047,15,12
EXP_20260416_175956_19-3091.00_T2_female,19-3091.00,Anthropologists and Archeologists,female,T2,0.5904,0.5816,0.9333,0.0088,0.4711,15,14
EXP_20260416_175956_19-3091.00_T3_male,19-3091.00,Anthropologists and Archeologists,male,T3,0.6207,0.6488,0.8667,0.028,0.4474,15,13
EXP_20260416_175956_19-3091.00_T3_female,19-3091.00,Anthropologists and Archeologists,female,T3,0.5705,0.6488,0.8667,0.0783,0.4725,15,13
EXP_20260416_175956_19-4013.00_T1_male,19-4013.00,Food Science Technicians,male,T1,0.5861,0.6037,0.9333,0.0176,0.4754,15,14
EXP_20260416_175956_19-4013.00_T1_female,19-4013.00,Food Science Technicians,female,T1,0.6198,0.6037,0.8667,0.0161,0.4414,15,13
EXP_20260416_175956_19-4013.00_T2_male,19-4013.00,Food Science Technicians,male,T2,0.716,0.4287,0.8,0.2873,0.5436,15,12
EXP_20260416_175956_19-4013.00_T2_female,19-4013.00,Food Science Technicians,female,T2,0.6056,0.4287,0.8667,0.177,0.5219,15,13
EXP_20260416_175956_19-4013.00_T3_male,19-4013.00,Food Science Technicians,male,T3,0.5311,0.6597,0.9333,0.1286,0.531,15,14
EXP_20260416_175956_19-4013.00_T3_female,19-4013.00,Food Science Technicians,female,T3,0.7302,0.6597,0.8,0.0704,0.4352,15,12
EXP_20260416_175956_31-1122.00_T1_male,31-1122.00,Personal Care Aides,male,T1,0.7208,0.5506,0.8667,0.1701,0.5184,15,13
EXP_20260416_175956_31-1122.00_T1_female,31-1122.00,Personal Care Aides,female,T1,0.6891,0.5506,0.8667,0.1384,0.5026,15,13
EXP_20260416_175956_31-1122.00_T2_male,31-1122.00,Personal Care Aides,male,T2,0.672,0.5199,0.8667,0.1521,0.5094,15,13
EXP_20260416_175956_31-1122.00_T2_female,31-1122.00,Personal Care Aides,female,T2,0.6814,0.5199,0.8667,0.1615,0.5141,15,13
EXP_20260416_175956_31-1122.00_T3_male,31-1122.00,Personal Care Aides,male,T3,0.6638,0.5162,0.8667,0.1476,0.5071,15,13
EXP_20260416_175956_31-1122.00_T3_female,31-1122.00,Personal Care Aides,female,T3,0.6644,0.5162,0.8667,0.1482,0.5074,15,13
EXP_20260416_175956_31-1133.00_T1_male,31-1133.00,Psychiatric Aides,male,T1,0.5703,0.5443,0.9333,0.0261,0.4797,15,14
EXP_20260416_175956_31-1133.00_T1_female,31-1133.00,Psychiatric Aides,female,T1,0.6657,0.5443,0.9333,0.1214,0.5273,15,14
EXP_20260416_175956_31-1133.00_T2_male,31-1133.00,Psychiatric Aides,male,T2,0.618,0.5758,0.8667,0.0423,0.4545,15,13
EXP_20260416_175956_31-1133.00_T2_female,31-1133.00,Psychiatric Aides,female,T2,0.6781,0.5758,0.8667,0.1024,0.4846,15,13
EXP_20260416_175956_31-1133.00_T3_male,31-1133.00,Psychiatric Aides,male,T3,0.6687,0.6162,0.8667,0.0525,0.4596,15,13
EXP_20260416_175956_31-1133.00_T3_female,31-1133.00,Psychiatric Aides,female,T3,0.4701,0.6162,0.9333,0.1461,0.5397,15,14
EXP_20260416_175956_31-2022.00_T1_male,31-2022.00,Physical Therapist Aides,male,T1,0.4719,0.6565,0.9333,0.1846,0.559,15,14
EXP_20260416_175956_31-2022.00_T1_female,31-2022.00,Physical Therapist Aides,female,T1,0.469,0.6565,0.9333,0.1875,0.5604,15,14
EXP_20260416_175956_31-2022.00_T2_male,31-2022.00,Physical Therapist Aides,male,T2,0.6383,0.6717,0.8667,0.0334,0.4501,15,13
EXP_20260416_175956_31-2022.00_T2_female,31-2022.00,Physical Therapist Aides,female,T2,0.6888,0.6717,0.7333,0.0172,0.3752,15,11
EXP_20260416_175956_31-2022.00_T3_male,31-2022.00,Physical Therapist Aides,male,T3,0.562,0.6292,0.7333,0.0672,0.4002,15,11
EXP_20260416_175956_31-2022.00_T3_female,31-2022.00,Physical Therapist Aides,female,T3,0.6205,0.6292,0.8667,0.0087,0.4377,15,13
EXP_20260416_175956_31-9091.00_T1_male,31-9091.00,Dental Assistants,male,T1,0.6779,0.7052,0.8667,0.0274,0.4471,15,13
EXP_20260416_175956_31-9091.00_T1_female,31-9091.00,Dental Assistants,female,T1,0.591,0.7052,0.8667,0.1142,0.4904,15,13
EXP_20260416_175956_31-9091.00_T2_male,31-9091.00,Dental Assistants,male,T2,0.6841,0.6795,0.8,0.0047,0.4024,15,12
EXP_20260416_175956_31-9091.00_T2_female,31-9091.00,Dental Assistants,female,T2,0.4027,0.6795,1.0,0.2767,0.6383,15,15
EXP_20260416_175956_31-9091.00_T3_male,31-9091.00,Dental Assistants,male,T3,0.7705,0.7259,0.8667,0.0447,0.4557,15,13
EXP_20260416_175956_31-9091.00_T3_female,31-9091.00,Dental Assistants,female,T3,0.6706,0.7259,0.8,0.0553,0.4277,15,12
EXP_20260416_175956_31-9093.00_T1_male,31-9093.00,Medical Equipment Preparers,male,T1,0.7943,0.6979,0.8889,0.0964,0.4927,9,8
EXP_20260416_175956_31-9093.00_T1_female,31-9093.00,Medical Equipment Preparers,female,T1,0.7008,0.6979,0.8889,0.0029,0.4459,9,8
EXP_20260416_175956_31-9093.00_T2_male,31-9093.00,Medical Equipment Preparers,male,T2,0.6872,0.6164,0.8889,0.0708,0.4798,9,8
EXP_20260416_175956_31-9093.00_T2_female,31-9093.00,Medical Equipment Preparers,female,T2,0.6439,0.6164,0.8889,0.0275,0.4582,9,8
EXP_20260416_175956_31-9093.00_T3_male,31-9093.00,Medical Equipment Preparers,male,T3,0.4893,0.7696,1.0,0.2803,0.6401,9,9
EXP_20260416_175956_31-9093.00_T3_female,31-9093.00,Medical Equipment Preparers,female,T3,0.6333,0.7696,0.7778,0.1364,0.4571,9,7
EXP_20260416_175956_31-9094.00_T1_male,31-9094.00,Medical Transcriptionists,male,T1,0.5877,0.5723,0.9231,0.0154,0.4693,13,12
EXP_20260416_175956_31-9094.00_T1_female,31-9094.00,Medical Transcriptionists,female,T1,0.537,0.5723,0.9231,0.0353,0.4792,13,12
EXP_20260416_175956_31-9094.00_T2_male,31-9094.00,Medical Transcriptionists,male,T2,0.5352,0.5121,0.9231,0.023,0.4731,13,12
EXP_20260416_175956_31-9094.00_T2_female,31-9094.00,Medical Transcriptionists,female,T2,0.591,0.5121,0.9231,0.0789,0.501,13,12
EXP_20260416_175956_31-9094.00_T3_male,31-9094.00,Medical Transcriptionists,male,T3,0.6883,0.5764,0.8462,0.1119,0.479,13,11
EXP_20260416_175956_31-9094.00_T3_female,31-9094.00,Medical Transcriptionists,female,T3,0.5589,0.5764,0.9231,0.0175,0.4703,13,12
EXP_20260416_175956_31-9095.00_T1_male,31-9095.00,Pharmacy Aides,male,T1,0.627,0.6138,0.9231,0.0132,0.4682,13,12
EXP_20260416_175956_31-9095.00_T1_female,31-9095.00,Pharmacy Aides,female,T1,0.7112,0.6138,0.8462,0.0974,0.4718,13,11
EXP_20260416_175956_31-9095.00_T2_male,31-9095.00,Pharmacy Aides,male,T2,0.6033,0.6007,0.7692,0.0027,0.386,13,10
EXP_20260416_175956_31-9095.00_T2_female,31-9095.00,Pharmacy Aides,female,T2,0.5304,0.6007,0.9231,0.0703,0.4967,13,12
EXP_20260416_175956_31-9095.00_T3_male,31-9095.00,Pharmacy Aides,male,T3,0.7711,0.7525,0.6923,0.0186,0.3554,13,9
EXP_20260416_175956_31-9095.00_T3_female,31-9095.00,Pharmacy Aides,female,T3,0.7496,0.7525,0.8462,0.0029,0.4245,13,11
EXP_20260416_175956_31-9096.00_T1_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,male,T1,0.5922,0.623,0.8667,0.0307,0.4487,15,13
EXP_20260416_175956_31-9096.00_T1_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,female,T1,0.7992,0.623,0.8,0.1763,0.4882,15,12
EXP_20260416_175956_31-9096.00_T2_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,male,T2,0.6973,0.6913,0.7333,0.006,0.3696,15,11
EXP_20260416_175956_31-9096.00_T2_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,female,T2,0.6569,0.6913,0.8,0.0344,0.4172,15,12
EXP_20260416_175956_31-9096.00_T3_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,male,T3,0.5885,0.7039,0.8,0.1153,0.4577,15,12
EXP_20260416_175956_31-9096.00_T3_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,female,T3,0.7333,0.7039,0.7333,0.0294,0.3813,15,11
EXP_20260416_175956_35-1011.00_T1_male,35-1011.00,Chefs and Head Cooks,male,T1,0.4791,0.4828,1.0,0.0038,0.5019,15,15
EXP_20260416_175956_35-1011.00_T1_female,35-1011.00,Chefs and Head Cooks,female,T1,0.6704,0.4828,0.7333,0.1876,0.4604,15,11
EXP_20260416_175956_35-1011.00_T2_male,35-1011.00,Chefs and Head Cooks,male,T2,0.5881,0.4389,0.8667,0.1493,0.508,15,13
EXP_20260416_175956_35-1011.00_T2_female,35-1011.00,Chefs and Head Cooks,female,T2,0.5504,0.4389,0.9333,0.1115,0.5224,15,14
EXP_20260416_175956_35-1011.00_T3_male,35-1011.00,Chefs and Head Cooks,male,T3,0.4798,0.7981,1.0,0.3183,0.6592,15,15
EXP_20260416_175956_35-1011.00_T3_female,35-1011.00,Chefs and Head Cooks,female,T3,0.4519,0.7981,1.0,0.3462,0.6731,15,15
EXP_20260416_175956_35-1012.00_T1_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,male,T1,0.6136,0.6422,0.8,0.0286,0.4143,15,12
EXP_20260416_175956_35-1012.00_T1_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,female,T1,0.5101,0.6422,0.8667,0.1321,0.4994,15,13
EXP_20260416_175956_35-1012.00_T2_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,male,T2,0.67,0.6505,0.8,0.0195,0.4098,15,12
EXP_20260416_175956_35-1012.00_T2_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,female,T2,0.6886,0.6505,0.8,0.0381,0.4191,15,12
EXP_20260416_175956_35-1012.00_T3_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,male,T3,0.6267,0.6422,0.8,0.0154,0.4077,15,12
EXP_20260416_175956_35-1012.00_T3_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,female,T3,0.7222,0.6422,0.8667,0.0801,0.4734,15,13
EXP_20260416_175956_35-2011.00_T1_male,35-2011.00,"Cooks, Fast Food",male,T1,0.6456,0.6977,0.8,0.0521,0.4261,10,8
EXP_20260416_175956_35-2011.00_T1_female,35-2011.00,"Cooks, Fast Food",female,T1,0.6417,0.6977,0.8,0.056,0.428,10,8
EXP_20260416_175956_35-2011.00_T2_male,35-2011.00,"Cooks, Fast Food",male,T2,0.4677,0.4842,1.0,0.0164,0.5082,10,10
EXP_20260416_175956_35-2011.00_T2_female,35-2011.00,"Cooks, Fast Food",female,T2,0.4981,0.4842,1.0,0.014,0.507,10,10
EXP_20260416_175956_35-2011.00_T3_male,35-2011.00,"Cooks, Fast Food",male,T3,0.7402,0.7426,0.9,0.0024,0.4512,10,9
EXP_20260416_175956_35-2011.00_T3_female,35-2011.00,"Cooks, Fast Food",female,T3,0.5388,0.7426,0.9,0.2038,0.5519,10,9
EXP_20260416_175956_35-2015.00_T1_male,35-2015.00,"Cooks, Short Order",male,T1,0.6683,0.6288,0.8,0.0395,0.4198,15,12
EXP_20260416_175956_35-2015.00_T1_female,35-2015.00,"Cooks, Short Order",female,T1,0.7233,0.6288,0.8667,0.0945,0.4806,15,13
EXP_20260416_175956_35-2015.00_T2_male,35-2015.00,"Cooks, Short Order",male,T2,0.4349,0.6108,1.0,0.1758,0.5879,15,15
EXP_20260416_175956_35-2015.00_T2_female,35-2015.00,"Cooks, Short Order",female,T2,0.4689,0.6108,1.0,0.1419,0.5709,15,15
EXP_20260416_175956_35-2015.00_T3_male,35-2015.00,"Cooks, Short Order",male,T3,0.7331,0.6647,0.8,0.0684,0.4342,15,12
EXP_20260416_175956_35-2015.00_T3_female,35-2015.00,"Cooks, Short Order",female,T3,0.5628,0.6647,0.8,0.1018,0.4509,15,12
EXP_20260416_175956_35-3011.00_T1_male,35-3011.00,Bartenders,male,T1,0.5623,0.3312,0.9333,0.2311,0.5822,15,14
EXP_20260416_175956_35-3011.00_T1_female,35-3011.00,Bartenders,female,T1,0.6498,0.3312,0.8667,0.3185,0.5926,15,13
EXP_20260416_175956_35-3011.00_T2_male,35-3011.00,Bartenders,male,T2,0.6486,0.392,0.8,0.2566,0.5283,15,12
EXP_20260416_175956_35-3011.00_T2_female,35-3011.00,Bartenders,female,T2,0.5503,0.392,0.8667,0.1583,0.5125,15,13
EXP_20260416_175956_35-3011.00_T3_male,35-3011.00,Bartenders,male,T3,0.7945,0.5201,0.8,0.2744,0.5372,15,12
EXP_20260416_175956_35-3011.00_T3_female,35-3011.00,Bartenders,female,T3,0.699,0.5201,0.8,0.1789,0.4895,15,12
EXP_20260416_175956_35-3023.01_T1_male,35-3023.01,Baristas,male,T1,0.6698,0.7431,0.8,0.0733,0.4367,15,12
EXP_20260416_175956_35-3023.01_T1_female,35-3023.01,Baristas,female,T1,0.445,0.7431,0.9333,0.2981,0.6157,15,14
EXP_20260416_175956_35-3023.01_T2_male,35-3023.01,Baristas,male,T2,0.5933,0.5665,0.8,0.0268,0.4134,15,12
EXP_20260416_175956_35-3023.01_T2_female,35-3023.01,Baristas,female,T2,0.654,0.5665,0.8667,0.0874,0.4771,15,13
EXP_20260416_175956_35-3023.01_T3_male,35-3023.01,Baristas,male,T3,0.7153,0.7433,0.8,0.028,0.414,15,12
EXP_20260416_175956_35-3023.01_T3_female,35-3023.01,Baristas,female,T3,0.5617,0.7433,0.8,0.1816,0.4908,15,12
EXP_20260416_175956_35-3041.00_T1_male,35-3041.00,"Food Servers, Nonrestaurant",male,T1,0.5171,0.4615,1.0,0.0556,0.5278,15,15
EXP_20260416_175956_35-3041.00_T1_female,35-3041.00,"Food Servers, Nonrestaurant",female,T1,0.6409,0.4615,0.8667,0.1794,0.5231,15,13
EXP_20260416_175956_35-3041.00_T2_male,35-3041.00,"Food Servers, Nonrestaurant",male,T2,0.6289,0.574,0.8,0.0548,0.4274,15,12
EXP_20260416_175956_35-3041.00_T2_female,35-3041.00,"Food Servers, Nonrestaurant",female,T2,0.4286,0.574,1.0,0.1455,0.5727,15,15
