job_code,job_title,attribute_name,importance_score,trait_type,major_group,selection_seed,selection_strategy,experiment_id
11-3061.00,Purchasing Managers,Extent Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Dynamic Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Gross Body Coordination,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Gross Body Equilibrium,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Near Vision,3.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Far Vision,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Visual Color Discrimination,2.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Night Vision,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Peripheral Vision,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Depth Perception,2.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Glare Sensitivity,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Hearing Sensitivity,2.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Auditory Attention,2.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Sound Localization,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Speech Recognition,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3061.00,Purchasing Managers,Speech Clarity,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Oral Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Written Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Oral Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Written Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Fluency of Ideas,3.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Originality,3.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Problem Sensitivity,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Deductive Reasoning,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Inductive Reasoning,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Information Ordering,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Category Flexibility,3.75,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Mathematical Reasoning,3.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Number Facility,3.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Memorization,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Speed of Closure,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Flexibility of Closure,3.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Perceptual Speed,2.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Spatial Orientation,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Visualization,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Selective Attention,3.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Time Sharing,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Arm-Hand Steadiness,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Manual Dexterity,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Finger Dexterity,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Control Precision,1.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Multilimb Coordination,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Response Orientation,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Rate Control,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Reaction Time,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Wrist-Finger Speed,1.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Speed of Limb Movement,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Static Strength,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Explosive Strength,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Dynamic Strength,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Trunk Strength,1.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Stamina,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Extent Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Dynamic Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Gross Body Coordination,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Gross Body Equilibrium,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Near Vision,3.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Far Vision,2.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Visual Color Discrimination,2.5,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Night Vision,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Peripheral Vision,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Depth Perception,2.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Glare Sensitivity,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Hearing Sensitivity,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Auditory Attention,2.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Sound Localization,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Speech Recognition,3.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-3071.04,Supply Chain Managers,Speech Clarity,3.75,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Oral Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Written Comprehension,3.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Oral Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Written Expression,3.38,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Fluency of Ideas,3.5,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Originality,3.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Problem Sensitivity,4.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Deductive Reasoning,3.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Inductive Reasoning,3.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Information Ordering,3.38,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Category Flexibility,3.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Mathematical Reasoning,2.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Number Facility,3.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Memorization,2.5,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Speed of Closure,2.38,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Flexibility of Closure,2.75,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Perceptual Speed,2.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Spatial Orientation,1.12,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Visualization,2.5,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Selective Attention,3.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Time Sharing,2.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Arm-Hand Steadiness,2.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Manual Dexterity,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Finger Dexterity,2.38,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Control Precision,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Multilimb Coordination,2.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Response Orientation,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Rate Control,1.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Reaction Time,1.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Wrist-Finger Speed,1.62,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Speed of Limb Movement,1.75,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Static Strength,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Explosive Strength,1.0,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Dynamic Strength,1.75,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Trunk Strength,2.25,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
11-9179.02,Spa Managers,Stamina,1.88,Abilities,11,42,two_level_random_sample,EXP_20260312_095228
